Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,"Richard Douglas ""Rick""•Greene",Rick•Greene,"2 January 1971 in Fort Knox, Kentucky (USA)",,United States,3229,195 cm / 91 kg,"LSU Tigers, Baton Rouge (USA)",,,,,,
Competed in Olympic Games,Male,"Ralph Milton•Beard, Jr.",Ralph•Beard,"2 December 1927 in Hardinsburg, Kentucky (USA)","29 November 2007 in Louisville, Kentucky (USA)",United States,5694,178 cm / 79 kg,"Kentucky Wildcats, Lexington (USA)",,,,,,
Competed in Olympic Games,Male,"Kenneth Bryan ""Kenny""•Davis",Kenny•Davis,"12 September 1948 in Slat, Kentucky (USA)",,United States,5959,180 cm / 82 kg,"Marathon Oil, (USA)",,,,,,
Competed in Olympic Games,Male,"William Best ""Billy""•Evans",Billy•Evans,"13 September 1932 in Berea, Kentucky (USA)",22 November 2020,United States,6083,185 cm / 84 kg,"Kentucky Wildcats, Lexington (USA) / US Air Force, (USA)",,,,,,
Competed in Olympic Games,Male,"Wallace Clayton ""Wally""•Jones",Wally•Jones,"14 July 1926 in Harlan, Kentucky (USA)","27 July 2014 in Lexington, Kentucky (USA)",United States,6341,193 cm / 102 kg,"Kentucky Wildcats, Lexington (USA)",Wah Wah,,,,,
Competed in Olympic Games,Male,"Michael Barnwell ""Mike""•Silliman",Mike•Silliman,"5 May 1944 in Louisville, Kentucky (USA)","16 June 2000 in Louisville, Kentucky (USA)",United States,7110,198 cm / 105 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,Adrian Howard•Smith,Adrian•Smith,"5 October 1936 in Farmington, Kentucky (USA)",,United States,7139,186 cm / 81 kg,"US Army, (USA)",Odie,,,,,
Competed in Olympic Games,Male,"Cassius Marcellus•Clay, Jr.",Cassius•Clay,"17 January 1942 in Louisville, Kentucky (USA)","3 June 2016 in Scottsdale, Arizona (USA)",United States,8643,187 cm / 80 kg,"Kentucky AAU, Louisville (USA)",The Greatest,,Muhammad Ali,,,
Competed in Olympic Games,Male,"Charles Ray ""Charley""•Ellis",Charley•Ellis,"12 January 1944 in Louisville, Kentucky (USA)",29 August 2018,United States,8660,170 cm / 64 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,"David Schultz ""Davey""•Moore",Davey•Moore,"1 November 1933 in Lexington, Kentucky (USA)","25 March 1963 in Los Angeles, California (USA)",United States,8738,,,Springfield Rifle,,,,,
Competed in Olympic Games,Male,"Raymond Gordon ""Ray""•Clark, Jr.",Ray•Clark,"16 November 1924 in Louisville, Kentucky (USA)","1 December 1990 in Fresno, California (USA)",United States,11068,,"Potomac BC, Washington (USA)",,,,,,
Competed in Olympic Games,Male,Mark David•Hamilton,Mark•Hamilton,"6 February 1958 in Louisville, Kentucky (USA)",,United States,11089,190 cm / 83 kg,,,,,,,
Competed in Olympic Games,Male,"John Carter ""Jack""•Montgomery",Jack•Montgomery,"22 November 1881 in Elizabethtown, Kentucky (USA)","7 June 1948 in Washington, District of Columbia (USA)",United States,12448,,"US Army, (USA)",,,,,,
Competed in Olympic Games,Female,Lucy•Tyler-Sharman (-Vinnicombe-),Lucy•Tyler-Sharman,"6 June 1965 in Louisville, Kentucky (USA)",,Australia,16923,177 cm / 72 kg,"Midland Cycling Club, Perth",,,,,,
Competed in Olympic Games,Male,Allan Edward•Lard,Allan•Lard,"6 August 1866 in Lexington, Kentucky (USA)","22 January 1946 in Washington, District of Columbia (USA)",United States,18179,,"Columbia Country Club, Chevy Chase",,,,,,
Competed in Olympic Games,Male,"William Temple•Withers, Jr.",William•Withers,"12 July 1864 in Lexington, Kentucky (USA)","18 February 1933 in Orlando, Florida (USA)",United States,18212,,"Lexington Golf Club, Lexington (USA)",,,,,,
Competed in Olympic Games,Male,"Joseph Garvin ""Lou""•Hunter",Lou•Hunter,"4 October 1899 in Louisville, Kentucky (USA)","10 September 1984 in Santa Barbara, California (USA)",United States,18245,,"Santa Clara Broncos, Santa Clara (USA)",,,,,,
