Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,Richard Earl•Parsons,Richard•Parsons,"20 June 1910 in Salisbury, Connecticut (USA)","12 March 1999 in Salisbury, Connecticut (USA)",United States,96222,183 cm / 77 kg,Salisbury Outing Club,,,,,,
Competed in Olympic Games,Male,"Richard ""Todd""•Reynolds",Todd•Reynolds,"3 November 1966 in Norwalk, Connecticut (USA)",16 October 2023,United States,96814,183 cm / 86 kg,,,,,,,
Competed in Olympic Games,Male,Roy Richard•Sherwood,Roy•Sherwood,"11 June 1932 in Salisbury, Connecticut (USA)","19 October 2017 in Salisbury, Connecticut (USA)",United States,97488,,Salisbury Winter Club,,,,,,
Competed in Olympic Games,Male,"Robert Joseph ""Bob""•Swenning",Bob•Swenning,"25 July 1924 in Greenwich, Connecticut (USA)","8 November 2012 in Fresno, California (USA)",United States,98039,,"Skating Club of New York, New York (USA)",,,,,,
Competed in Olympic Games,Male,"Robert ""Kyle""•Wieche",Kyle•Wieche,"30 July 1967 in Hartford, Connecticut (USA)",,United States,98938,178 cm / 74 kg,,,,,,,
Competed in Olympic Games,Male,"Howard ""Chip""•Knight",Chip•Knight,"11 January 1975 in Stamford, Connecticut (USA)",,United States,99531,183 cm / 98 kg,"Williams College, Williamstown (USA)",,,,,,
Competed in Olympic Games,Female,"Suzanne ""Sue""•Merz",Sue•Merz,"10 April 1972 in Greenwich, Connecticut (USA)",,United States,100463,165 cm / 66 kg,,,,,,,
Competed in Olympic Games,Female,Gretchen•Ulion (-Silverman),Gretchen•Ulion,"4 May 1972 in Marlborough, Connecticut (USA)",,United States,100470,157 cm / 59 kg,,,,,,,
Competed in Olympic Games,Male,Lewis George Vines•Watson,Lewis•Watson,"25 June 1895 in New Britain, Connecticut (USA)","19 May 1961 in Redwood City, California (USA)",United States,100821,175 cm,"Syracuse Orange, Syracuse (USA)",,,,,,
Competed in Olympic Games,Female,"Patricia ""Tricia""•Byrnes",Tricia•Byrnes,"18 November 1974 in Greenwich, Connecticut (USA)",,United States,101101,170 cm / 68 kg,,,,,,,
Competed in Olympic Games,Male,"Jeffrey John ""Jeff""•Greenwood",Jeff•Greenwood,"15 May 1975 in Hartford, Connecticut (USA)",,United States,101469,170 cm / 71 kg,,,,,,,
Competed in Olympic Games,Male,"James Edmund ""Jim""•Shea, Jr.","Jim•Shea, Jr.","10 June 1968 in Hartford, Connecticut (USA)",,United States,101695,180 cm / 82 kg,,,,,,,
Competed in Olympic Games,Male,"Christopher ""Chris""•Soule",Chris•Soule,"5 February 1973 in Trumbull, Connecticut (USA)",,United States,101701,182 cm / 76 kg,,Souleman,,,,,
Competed in Olympic Games,Male,"Christopher Ellis ""Chris""•Drury",Chris•Drury,"20 August 1976 in Trumbull, Connecticut (USA)",,United States,102352,178 cm / 86 kg,"Colorado Avalanche, Denver (USA) / Buffalo Sabres, Buffalo (USA) / New York Rangers, New York (USA)",McDrury,,,,,
Competed in Olympic Games,Female,Michelle•Guerette,Michelle•Guerette,"6 October 1980 in Bristol, Connecticut (USA)",,United States,104229,180 cm / 77 kg,Princeton Training Centre/Radcliffe Association of Rowing Alumnae,,,,,,
Competed in Olympic Games,Female,"Samantha ""Sam""•Magee",Sam•Magee,"10 July 1983 in Hartford, Connecticut (USA)",,United States,104238,182 cm / 83 kg,Sanford University,,,,,,
Competed in Olympic Games,Male,"Patrick ""Pat""•Todd",Pat•Todd,"14 November 1979 in Danbury, Connecticut (USA)",,United States,104426,180 cm / 72 kg,Princeton Training Centre,,,,,,
Competed in Olympic Games,Female,Emily•Caruso,Emily•Caruso,"4 June 1977 in Stamford, Connecticut (USA)",,United States,104666,157 cm / 52 kg,,,,,,,
Competed in Olympic Games,Female,Anna•Mahon (Nordgren-),Anna•Mahon,"19 December 1974 in Stamford, Connecticut (USA)",,United States,105353,180 cm / 81 kg,"Nike, Beaverton (USA)",,,,,,
Competed in Olympic Games,Female,Teresa•Vaill,Teresa•Vaill,"20 November 1962 in Torrington, Connecticut (USA)",,United States,105384,162 cm / 48 kg,Walk USA,,,,,,
Competed in Olympic Games,Male,Christian•Stahl,Christian•Stahl,"24 May 1983 in Bethany, Connecticut (USA)",,United States,106917,177 cm / 88 kg,,,,,,,
Competed in Olympic Games,Female,Helen•Resor,Helen•Resor,"18 October 1985 in Greenwich, Connecticut (USA)",,United States,110234,178 cm / 70 kg,"Yale Bulldogs, New Haven (USA)","Hel, Razor",,,,,
Competed in Olympic Games,Female,Caitlin Kinder•Cahow,Caitlin•Cahow,"20 May 1985 in New Haven, Connecticut (USA)",,United States,110239,163 cm / 68 kg,"Harvard Crimson, Cambridge (USA) / Minnesota Whitecaps, Minneapolis (USA)",,,,,,
Competed in Olympic Games,Male,Ryan•St. Onge,Ryan•St. Onge,"7 February 1983 in Hartford, Connecticut (USA)",,United States,110844,175 cm / 75 kg,Steamboat Springs Winter Sports Club / The Whiteman School / Westminster College,,,,,,
Competed in Olympic Games,Female,Lindsey•Jacobellis,Lindsey•Jacobellis,"19 August 1985 in Danbury, Connecticut (USA)",,United States,110950,168 cm / 64 kg,Stratton Mountain School,,,,,,
Competed in Olympic Games,Male,Daniel•Walsh,Daniel•Walsh,"31 May 1979 in Norwalk, Connecticut (USA)",,United States,118136,201 cm / 100 kg,"Caspersen TC, West Windsor (USA)",,,,,,
Competed in Olympic Games,Female,Erin•Pac (-Blumert),Erin•Pac,"30 May 1980 in Farmington, Connecticut (USA)",,United States,118647,170 cm / 77 kg,"Springfield College Pride, Springfield (USA)",,,,,,
Competed in Olympic Games • Non-starter,Male,Jonathan Douglas•Quick,Jonathan•Quick,"21 January 1986 in Milford, Connecticut (USA)",,United States,119247,185 cm / 102 kg,"Los Angeles Kings, Los Angeles (USA)",,,,,,
Competed in Olympic Games,Female,Joan Ann•Rosazza,Joan•Rosazza,"19 May 1937 in Torrington, Connecticut (USA)",,United States,120017,170 cm / 59 kg,"Lafayette Swim Club, Lafayette (USA) / Purdue Boilermakers, West Lafayette (USA)",,,,,,
Competed in Olympic Games,Female,Lisa Christina•Stublić (-Nemec),Lisa Christina•Stublić,"18 May 1984 in Waterbury, Connecticut (USA)",,Croatia,121284,158 cm / 44 kg,"AK Zagreb, Zagreb (CRO)",,,,,,
Competed in Olympic Games,Female,Kim Daniela•Pavlin,Kim Daniela•Pavlin,"25 April 1992 in Hartford, Connecticut (USA)",,Croatia,121484,168 cm / 59 kg,"Zagrebački plivački klub, Zagreb (CRO)",,,,,,
Competed in Olympic Games,Female,"Mayumi ""Mimi""•Roller",Mimi•Roller,"11 March 1991 in Ansonia, Connecticut (USA)",,United States Virgin Islands,123994,165 cm / 64 kg,"KATS, St. John, ISV",,,,,,
Competed in Olympic Games,Male,Craig•Kinsley,Craig•Kinsley,"19 January 1989 in Bridgeport, Connecticut (USA)",,United States,126084,185 cm / 88 kg,"Brown Bears, Providence (USA)",,,,,,
Competed in Olympic Games,Male,"Nicholas ""Nick""•LaCava",Nick•LaCava,"24 October 1986 in Weston, Connecticut (USA)",,United States,126646,191 cm / 73 kg,,,,,,,
