Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Female,Alexus Lucienne•Laird,Alexus•Laird,"11 March 1993 in Kokomo, Indiana (USA)",,Seychelles,131662,172 cm / 61 kg,Carmel Swim Club (USA),,,,,,
Competed in Olympic Games,Female,Ashley•Spencer,Ashley•Spencer,"8 June 1993 in Indianapolis, Indiana (USA)",,United States,132016,178 cm / 59 kg,"Nike, Beaverton (USA)",,,,,,
Competed in Olympic Games,Female,Felisha•Johnson,Felisha•Johnson,"24 July 1989 in Indianapolis, Indiana (USA)",,United States,132030,185 cm / 127 kg,"Nike, Beaverton (USA)",,,,,,
Competed in Olympic Games,Female,Chloé•Dygert (-Owen-),Chloé•Dygert,"1 January 1997 in Brownsburg, Indiana (USA)",,United States,132066,176 cm / 66 kg,"Twenty24 Pro Cycling, (USA) / Canyon–SRAM, Leipzig (GER)",,,,,,
Competed in Olympic Games,Female,"Amelia ""Amy""•Cozad (-Magaña)",Amy•Cozad,"6 May 1991 in Indianapolis, Indiana (USA)",,United States,132073,160 cm / 51 kg,"TriSynerG Diving Academy [Bloomington, IN, USA]",,,,,,
Competed in Olympic Games,Female,Amanda•Elmore,Amanda•Elmore,"13 March 1991 in West Lafayette, Indiana (USA)",,United States,132129,180 cm / 80 kg,"US Training Center [Princeton, NJ, USA]",,,,,,
Competed in Olympic Games,Female,"Lillia Camille ""Lilly""•King",Lilly•King,"10 February 1997 in Evansville, Indiana (USA)",,United States,132158,175 cm / 70 kg,"Indiana Swim Club, Bloomington (USA) / Indiana Hoosiers, Bloomington (USA)",,,,,,
Competed in Olympic Games,Female,"Jacqueline ""Jackie""•Galloway",Jackie•Galloway,"27 December 1995 in Crown Point, Indiana (USA)",,United States,132169,178 cm / 80 kg,"Chang Lee's Taekwondo Center, Garland (USA)",,,,,,
Competed in Olympic Games,Male,Steele Alexander•Johnson,Steele•Johnson,"16 June 1996 in Indianapolis, Indiana (USA)",,United States,136300,188 cm / 80 kg,"Boiler Diving Academy [West Lafayette, IN, USA]",,,,,,
Competed in Olympic Games,Male,Blake John•Pieroni,Blake•Pieroni,"15 November 1995 in Crown Point, Indiana (USA)",,United States,136352,188 cm / 86 kg,"Sandpipers of Nevada, Las Vegas (USA) / Indiana Hoosiers, Bloomington (USA)",,,,,,
Competed in Olympic Games,Female,Andrea Marie•Filler,Andrea•Filler,"8 February 1993 in Fort Wayne, Indiana (USA)",,Italy,144085,178 cm,,,,,,,
Competed in Olympic Games,Female,Lynna•Irby (-Jackson),Lynna•Irby,"6 December 1998 in Merrillville, Indiana (USA)",,United States,147119,165 cm,,,,,,,
Competed in Olympic Games,Female,Skylar Kierra•Diggins-Smith,Skylar•Diggins-Smith,"2 August 1990 in South Bend, Indiana (USA)",,United States,147141,175 cm / 66 kg,,,,,,,
Competed in Olympic Games,Female,Kayla Colleen Kiyoko•Miracle,Kayla•Miracle,"26 April 1996 in ?, Indiana (USA)",,United States,147308,,,,,,,,
