Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,"Edwin Murry ""Ed""•Eliason",Ed•Eliason,"1 May 1938 in Port Gamble, Washington (USA)",,United States,2231,189 cm / 86 kg,,,,,,,
Competed in Olympic Games,Male,John Houston•Stockton,John•Stockton,"26 March 1962 in Spokane, Washington (USA)",,United States,7175,185 cm / 79 kg,"Utah Jazz, Salt Lake City (USA)",Stock,,,,,
Competed in Olympic Games,Male,"David Lee ""Davey""•Armstrong",Davey•Armstrong,"9 June 1955 in Tacoma, Washington (USA)",8 February 2021,United States,8609,175 cm / 57 kg,,,,,,,
Competed in Olympic Games • Other,Male,"Thomas Peter ""Pete""•Rademacher",Pete•Rademacher,"20 November 1928 in Tieton, Washington (USA)","4 June 2020 in Sandusky, Ohio (USA)",United States,8749,186 cm / 95 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,"Leonard ""Leo""•Randolph",Leo•Randolph,"27 February 1958 in Tacoma, Washington (USA)",,United States,8751,172 cm / 51 kg,Tacoma Boys' Club,,,,,,
Competed in Olympic Games,Male,Robert Edward•Shannon,Robert•Shannon,"11 November 1962 in Tacoma, Washington (USA)",,United States,8770,167 cm / 54 kg,,,,,,,
Competed in Olympic Games,Male,David•Halpern,David•Halpern,"18 August 1955 in Seattle, Washington (USA)",,United States,11088,178 cm / 79 kg,"Washington Canoe Club, Washington (USA)",,,,,,
Competed in Olympic Games,Male,Scott R.•Shipley,Scott•Shipley,"15 May 1971 in Poulsbo, Washington (USA)",,United States,11150,175 cm / 81 kg,,,,,,,
Competed in Olympic Games,Male,Todd Douglas•Trewin,Todd•Trewin,"20 April 1958 in Seattle, Washington (USA)",,United States,12870,180 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Jack Ernest•Hartman,Jack•Hartman,"23 April 1937 in Olympia, Washington (USA)",,United States,14675,183 cm / 77 kg,San Jose Bike Club,,,,,,
Competed in Olympic Games,Male,Scott M.•McKinley,Scott•McKinley,"15 October 1968 in Seattle, Washington (USA)",,United States,15583,183 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,"Philip David ""Phil""•Sykes",Phil•Sykes,"24 July 1970 in Tacoma, Washington (USA)",,United States,20434,195 cm / 91 kg,"Fresno State Bulldogs, Fresno (USA)",,,,,,
Competed in Olympic Games,Female,Maxine Elizabeth•Mitchell,Maxine•Mitchell,"22 July 1917 in Leroy, Washington (USA)","7 November 1991 in Fontana, California (USA)",United States,21009,175 cm / 70 kg,Los Angeles Fencers Club,,,,,,
Competed in Olympic Games • Referee,Male,Philip Whalley•Allison,Philip•Allison,"21 May 1889 in Walla Walla, Washington (USA)","5 July 1982 in Salem, Oregon (USA)",United States,23648,170 cm,,,,,,,
Competed in Olympic Games,Male,Claiborne Jay•Walker,Claiborne•Walker,"21 September 1899 in Walla Walla, Washington (USA)","26 April 1927 in Shanghai, Shanghai (CHN)",United States,23817,,"US Navy, (USA)",,,,,,
Competed in Olympic Games,Male,"Jeffrey D. ""Jeff""•Durgan",Jeff•Durgan,"29 August 1961 in Tacoma, Washington (USA)",,United States,27735,183 cm / 89 kg,"New York Cosmos, New York (USA)",,,,,,
Competed in Olympic Games,Male,Kasey C.•Keller,Kasey•Keller,"29 November 1969 in Olympia, Washington (USA)",,United States,27770,187 cm / 86 kg,"Millwall FC, London (GBR)",,,,,,
Competed in Olympic Games,Female,Joyce Eileen•Tanac (-Schroeder),Joyce•Tanac,"27 September 1950 in Seattle, Washington (USA)",,United States,29293,156 cm / 49 kg,Seattle YMCA (Young Men's Christian Association),,,,,,
Competed in Olympic Games,Male,"William Harmon ""Bill""•Kuhlemeier",Bill•Kuhlemeier,"14 January 1908 in Seattle, Washington (USA)","8 July 2001 in Carlsbad, California (USA)",United States,31371,,Turnverein Germania,,,,,,
Competed in Olympic Games,Male,"Joseph Bradley ""Joe""•Story",Joe•Story,"3 March 1952 in Seattle, Washington (USA)",,United States,33019,170 cm / 77 kg,,,,,,,
Competed in Olympic Games,Male,Frederick Lockwood•Denman,Frederick•Denman,"23 March 1929 in Tacoma, Washington (USA)",20 April 2022,United States,35145,,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,William Thad•McArthur,Thad•McArthur,"23 November 1928 in Seattle, Washington (USA)",,United States,35160,,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,"Charles Leonard ""Chuck""•Richards",Chuck•Richards,"19 March 1945 in Tacoma, Washington (USA)",,United States,35167,180 cm / 77 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Female,Sarah Ann•Ogilvie (-Norbury),Sarah Ann•Ogilvie,"10 April 1959 in Seattle, Washington (USA)",,Canada,36047,183 cm / 76 kg,,,,,,,
Competed in Olympic Games,Male,Richard Setsuji•Tanaka,Setsuji•Tanaka,"10 November 1909 in Spokane, Washington (USA)","27 January 2001 in Ogden, Utah (USA)",Japan,38665,178 cm / 64 kg,"Waseda University, Tokyo (JPN)",,,,,田中•節治,
Competed in Olympic Games,Female,Shannon Lee•Day (-Daley),Shannon•Day,"5 January 1970 in Seattle, Washington (USA)",,United States,40447,170 cm / 64 kg,"California Golden Bears, Berkeley (USA)",,,,,,
Competed in Olympic Games,Female,"Janet Christine ""Jan""•Harville",Jan•Harville,"19 February 1952 in Seattle, Washington (USA)",,United States,40465,180 cm / 70 kg,"Lake Washington RC, Seattle (USA)",,,,,,
Competed in Olympic Games,Female,"Elizabeth ""Betsy""•McCagg (-Hills)",Betsy•McCagg,"29 April 1967 in Kirkland, Washington (USA)",,United States,40486,188 cm / 80 kg,Lakeside High School Rowing Club,,,,,,
Competed in Olympic Games,Female,Mary Randolph•McCagg (-Larin),Mary•McCagg,"29 April 1967 in Kirkland, Washington (USA)",,United States,40487,188 cm / 77 kg,,,,,,,
Competed in Olympic Games,Female,"Susan Louise ""Sue""•Morgan (-Hooten)",Sue•Morgan,"27 September 1952 in Port Townsend, Washington (USA)",,United States,40495,175 cm / 73 kg,College Boat Club,,,,,,
Competed in Olympic Games,Female,Kristine Lee•Norelius,Kristine•Norelius,"26 December 1956 in Seattle, Washington (USA)",,United States,40496,185 cm / 76 kg,"Lake Washington RC, Seattle (USA)",,,,,,
Competed in Olympic Games,Female,Shyril•O'Steen,Shyril•O'Steen,"5 October 1960 in Seattle, Washington (USA)",,United States,40498,176 cm / 67 kg,"Lake Washington RC, Seattle (USA)",,,,,,
Competed in Olympic Games,Male,"Gordon Belgum ""Gordy""•Adam",Gordy•Adam,"26 May 1915 in Seattle, Washington (USA)","27 March 1992 in Laguna Hills, California (USA)",United States,40527,,"Washington Huskies, Seattle (USA)",,,,,,
Competed in Olympic Games,Male,"Charles Pfeiffer ""Chuck""•Alm",Chuck•Alm,"27 March 1937 in Seattle, Washington (USA)",,United States,40529,195 cm / 93 kg,"Lake Washington RC, Seattle (USA)",,,,,,
Competed in Olympic Games,Male,John Robinson•Biglow,John•Biglow,"20 December 1957 in Seattle, Washington (USA)",,United States,40556,190 cm / 85 kg,"Yale Bulldogs, New Haven (USA)",Biggy,,,,,
