Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,"Matthew Hawks ""Matt""•LeCroy",Matt•LeCroy,"13 December 1975 in Anderson, South Carolina (USA)",,United States,3240,185 cm / 102 kg,"Clemson Tigers, Clemson (USA)",,,,,,
Competed in Olympic Games,Male,"William Lloyd ""Willie""•Anderson, Jr.",Willie•Anderson,"8 January 1967 in Greenville, South Carolina (USA)",,United States,5618,200 cm / 86 kg,"Georgia Bulldogs, Athens (USA)",Chill,,,,,
Competed in Olympic Games,Male,"Thomas Edward ""Tom""•Henderson",Tom•Henderson,"26 January 1952 in Newberry, South Carolina (USA)",,United States,6272,188 cm / 86 kg,San Jacinto Junior College,,,,,,
Competed in Olympic Games,Male,"Osie Leon•Wood, III",Leon•Wood,"25 March 1962 in Columbia, South Carolina (USA)",,United States,7369,190 cm / 86 kg,"Cal State Fullerton Titans, Fullerton (USA)",,,,,,
Competed in Olympic Games,Male,"Joseph ""Joe""•Frazier",Joe•Frazier,"12 January 1944 in Beaufort, South Carolina (USA)","7 November 2011 in Philadelphia, Pennsylvania (USA)",United States,8671,183 cm / 89 kg,,"Smokin' Joe, Billie Boy",,,,,
Competed in Olympic Games,Female,Maylon Turner•Hanold,Maylon•Hanold,"13 September 1963 in Charleston, South Carolina (USA)",,United States,11035,167 cm / 62 kg,,,,,,,
Competed in Olympic Games,Male,Vernon Lareau•Padgett,Vernon•Padgett,"26 January 1894 in Walterboro, South Carolina (USA)","21 April 1964 in Walterboro, South Carolina (USA)",United States,12532,,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,"Thomas ""Tommy""•Hitchcock, Jr.",Tommy•Hitchcock,"11 February 1900 in Aiken, South Carolina (USA)","19 April 1944 in Salisbury, England (GBR)",United States,18231,178 cm,,,,,,,
Competed in Olympic Games,Male,Kevin James•Davis,Kevin•Davis,"29 July 1966 in Charleston, South Carolina (USA)",,United States,31307,170 cm / 63 kg,"Nebraska Cornhuskers, Lincoln (USA)",,,,,,
Competed in Olympic Games,Male,"Joseph Dean ""Joe""•McVein",Joe•McVein,"7 December 1956 in Sumter, South Carolina (USA)",,United States,33000,188 cm / 79 kg,,,,,,,
Competed in Olympic Games,Male,Aubrey Strode•Newman,Aubrey•Newman,"30 January 1903 in Clemson, South Carolina (USA)","19 January 1994 in Sarasota, Florida (USA)",United States,35163,,"US Army, (USA)",Red,,,,,
Competed in Olympic Games,Male,Alan Michael•Forney,Alan•Forney,"28 June 1960 in Beaufort, South Carolina (USA)",,United States,40657,193 cm / 86 kg,,,,,,,
Competed in Olympic Games,Female,"Elizabeth A. ""Libby""•Callahan",Libby•Callahan,"25 February 1952 in Columbia, South Carolina (USA)",,United States,44572,157 cm / 64 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,Henry Marvin•Bailey,Henry•Bailey,"24 April 1893 in Walterboro, South Carolina (USA)","1 November 1972 in Walterboro, South Carolina (USA)",United States,44608,170 cm,"US Marine Corps, (USA)",,,,,,
Competed in Olympic Games,Male,Elbert Alonzo•Root,Elbert•Root,"20 July 1915 in Charleston, South Carolina (USA)","15 July 1983 in Boston, Massachusetts (USA)",United States,51537,,"Detroit Athletic Club, Detroit (USA)",,,,,,
Competed in Olympic Games,Male,"Isaac J. ""Ike""•Anderson",Ike•Anderson,"22 December 1957 in Columbia, South Carolina (USA)",,United States,60562,168 cm / 62 kg,,,,,,,
Competed in Olympic Games,Male,John Middleton•Cardwell,John•Cardwell,"August 1886 in ?, South Carolina (USA)","27 July 1907 in Columbia, South Carolina (USA)",United States,60590,,"St. Louis Central YMCA, St. Louis (USA)",,,,,,
Competed in Olympic Games,Female,Leslie Jean•Egnot,Leslie•Egnot,"28 February 1963 in Greenville, South Carolina (USA)",,New Zealand,60941,167 cm,,,,,,,
Competed in Olympic Games,Male,"William E. ""Will""•Martin",Will•Martin,"29 April 1970 in Charleston, South Carolina (USA)",,United States,62917,188 cm / 100 kg,"Carolina Yacht Club, Charleston",,,,,,
Competed in Olympic Games,Female,"Kathlyn ""Kathy""•Kelley (-Owens)",Kathy•Kelley,"30 August 1919 in Seneca, South Carolina (USA)","12 September 2006 in Chamblee, Georgia (USA)",United States,77886,,"Keowee High School, SC",,,,,,
Competed in Olympic Games,Male,"Thomas S. ""Tom""•Campbell",Tom•Campbell,"20 July 1898 in St. Stephen, South Carolina (USA)","30 May 1971 in Charlottesville, Virginia (USA)",United States,78192,183 cm / 68 kg,"Yale Bulldogs, New Haven (USA)",,,,,,
Competed in Olympic Games,Male,"Theodore ""Ted""•Corbitt",Ted•Corbitt,"31 January 1920 in Dunbarton, South Carolina (USA)","12 December 2007 in Houston, Texas (USA)",United States,78264,175 cm / 62 kg,"New York Pioneer Club, New York (USA)",,,,,,
Competed in Olympic Games,Male,"James F. ""Jimmy""•Gathers",Jimmy•Gathers,"17 June 1930 in Sumter, South Carolina (USA)","1 June 2002 in Alcoa, Tennessee (USA)",United States,78441,181 cm / 69 kg,"US Air Force, (USA)",,,,,,
Competed in Olympic Games,Male,"Samuel Louis ""Sam""•Graddy, III",Sam•Graddy,"10 February 1964 in Gaffney, South Carolina (USA)",,United States,78468,178 cm / 70 kg,"adidas, Herzogenaurach (GER)",,,,,,
Competed in Olympic Games,Male,Terrance Jerome•Herrington,Terrance•Herrington,"31 July 1966 in Hartsville, South Carolina (USA)",,United States,78549,180 cm / 62 kg,Nike Atlantic,,,,,,
