Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Female,Andrea Lane•Lloyd (-Curry),Andrea•Lloyd,"2 September 1965 in Moscow, Idaho (USA)",,United States,5347,188 cm / 73 kg,"Unicar Cesena, Cesena (ITA)",,,,,,
Competed in Olympic Games,Male,"Luther H•Jones, III",Luther•Jones,"29 October 1948 in Pocatello, Idaho (USA)",,United States,40728,198 cm / 93 kg,College Boat Club,,,,,,
Competed in Olympic Games,Male,León•Lyon Martín,León•Lyon,"3 August 1918 in Payette, Idaho (USA)","17 January 2003 in San Juan, Puerto Rico (PUR)",Puerto Rico,43835,172 cm / 63 kg,"Pan American Gun Club, Bayamon",,,,,,
Competed in Olympic Games,Female,Roxane•Thompson (Conrad-),Roxane•Thompson,"9 July 1964 in Sandpoint, Idaho (USA)",,United States,44592,162 cm / 52 kg,"US Marine Corps, (USA)",,,,,,
Competed in Olympic Games,Male,Brian E.•Ballard,Brian•Ballard,"18 November 1960 in Culdesac, Idaho (USA)",,United States,44609,185 cm / 90 kg,,,,,,,
Competed in Olympic Games,Male,"Donald C. ""Don""•Nygord",Don•Nygord,"13 June 1936 in Pocatello, Idaho (USA)","26 December 2004 in Prescott, Arizona (USA)",United States,44729,167 cm / 73 kg,,,,,,,
Competed in Olympic Games,Female,Georgia V.•Coleman (-Gilson),Georgia•Coleman,"23 January 1912 in St. Maries, Idaho (USA)","14 September 1940 in Los Angeles, California (USA)",United States,50992,,"LAAC, Los Angeles (USA)",,,,,,
Competed in Olympic Games,Female,Amber Marie•Welty (-Cnossen),Amber•Welty,"29 April 1967 in Twin Falls, Idaho (USA)",,United States,78004,174 cm / 50 kg,,,,,,,
Competed in Olympic Games,Female,Margrethe Lynne•Winbigler (-Anderson),Lynne•Winbigler,"21 March 1953 in Weiser, Idaho (USA)",,United States,78017,167 cm / 84 kg,"Oregon Ducks, Eugene (USA)",,,,,,
Competed in Olympic Games,Male,"Clarence Sinclair ""Hec""•Edmundson",Hec•Edmundson,"3 August 1886 in Moscow, Idaho (USA)","6 August 1964 in Seattle, Washington (USA)",United States,78363,183 cm / 70 kg,"Seattle Athletic Club, Seattle (USA)",,,,,,
Competed in Olympic Games,Male,"Thomas Frederick ""Tom""•Von Ruden",Tom•Von Ruden,"22 August 1944 in Coeur d'Alene, Idaho (USA)",17 May 2018,United States,79161,183 cm / 71 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Female,"Patricia ""Patty""•Boydstun (-Hovdey)",Patty•Boydstun,"22 December 1951 in Council, Idaho (USA)",,United States,80721,153 cm / 50 kg,Payette Lakes Ski Club,,,,,,
Competed in Olympic Games,Female,Maria•Maricich,Maria•Maricich,"30 March 1961 in Sun Valley, Idaho (USA)",,United States,81759,167 cm / 61 kg,"Utah Utes, Salt Lake City (USA)",,,,,,
Competed in Olympic Games,Female,"Susan ""Suzy""•Patterson (-Gillette)",Suzy•Patterson,"11 October 1955 in Sun Valley, Idaho (USA)",,United States,82039,154 cm / 52 kg,"Sun Valley Ski Club, Sun Valley (USA)",,,,,,
Competed in Olympic Games,Female,Picabo•Street,Picabo•Street,"3 April 1971 in Triumph, Idaho (USA)",,United States,82474,170 cm / 74 kg,USSA,,,,,,
Competed in Olympic Games,Female,Margo Lee•Walters (-McDonald),Margo•Walters,"11 March 1942 in Rexburg, Idaho (USA)",,United States,82992,157 cm / 52 kg,"Utah Utes, Salt Lake City (USA)",Magoo,,,,,
Competed in Olympic Games,Male,"James Marvin ""Jim""•Barrier",Jim•Barrier,"7 August 1940 in Wallace, Idaho (USA)","26 August 2000 in Indio, California (USA)",United States,83861,,Kalispell Ski Club,,,,,,
Competed in Olympic Games,Male,Frank Elliott•Brown,Frank•Brown,"16 April 1937 in Boise, Idaho (USA)","4 June 2016 in McCall, Idaho (USA)",United States,84399,,,,,,,,
Competed in Olympic Games,Male,Francis Lloyd•Feltman,Francis•Feltman,"12 March 1939 in Idaho Falls, Idaho (USA)",,United States,85667,183 cm / 77 kg,"US Army, (USA)",Buddy,,,,,
Competed in Olympic Games,Male,"Jeffrey Paul ""Jeff""•Hastings",Jeff•Hastings,"25 June 1959 in Mountain Home, Idaho (USA)",,United States,86503,173 cm / 66 kg,"Ford Sayre, Hanover (USA)",,,,,,
Competed in Olympic Games,Female,"Ruth V. ""Ruthie""•Matthes",Ruthie•Matthes,"11 November 1965 in Sun Valley, Idaho (USA)",,United States,90543,165 cm / 58 kg,,,,,,,
Competed in Olympic Games,Female,Heather L.•Moody,Heather•Moody,"21 August 1973 in Rexburg, Idaho (USA)",,United States,94892,182 cm / 77 kg,"NYAC, New York (USA)",,,,,,
Competed in Olympic Games • Other,Male,Lyle Barber•Nelson,Lyle•Nelson,"9 February 1949 in McCall, Idaho (USA)",,United States,95785,188 cm / 84 kg,,,,,,,
Competed in Olympic Games,Male,"James Peter ""Pete""•Patterson",Pete•Patterson,"4 January 1957 in Sun Valley, Idaho (USA)",,United States,96244,165 cm / 68 kg,,,,,,,
Competed in Olympic Games,Female,Ntala•Skinner (-Quintilio),Ntala•Skinner,"22 February 1973 in Sun Valley, Idaho (USA)",,United States,99590,170 cm / 61 kg,"Sun Valley Ski Club, Sun Valley (USA)",,,,,,
Competed in Olympic Games,Male,Jeret•Peterson,Jeret•Peterson,"12 December 1981 in Boise, Idaho (USA)","25 July 2011 in Emigration Canyon, Utah (USA)",United States,101591,175 cm / 80 kg,Bogus Basin Ski Club/University of Utah,Speedy,,,,,
Competed in Olympic Games,Male,Dane R.•Spencer,Dane•Spencer,"24 December 1977 in Boise, Idaho (USA)",,United States,101793,178 cm / 86 kg,USSA,,,,,,
Competed in Olympic Games,Female,Kristin Ann•Armstrong (-Savola),Kristin•Armstrong,"11 August 1973 in Boise, Idaho (USA)",,United States,103695,173 cm / 58 kg,"Team Specialized–lululemon, Leipzig (GER) / Cervélo-Lifeforce Pro Cycling Team, (GBR) / Twenty24 Pro Cycling, (USA)",,,,,,
Competed in Olympic Games,Female,Hattie Jean•Johnson (Ponti-),Hattie•Johnson,"18 September 1981 in Athol, Idaho (USA)",,United States,104670,162 cm / 70 kg,"US Army Marksmanship Unit, Fort Benning, Georgia (USA)",,,,,,
Competed in Olympic Games,Male,Ian Scott•Waltz,Ian•Waltz,"15 April 1977 in Post Falls, Idaho (USA)",,United States,105710,186 cm / 122 kg,"Nike, Beaverton (USA)",,,,,,
Competed in Olympic Games,Male,Nate•Holland,Nate•Holland,"8 November 1978 in Sandpoint, Idaho (USA)",,United States,110452,178 cm / 91 kg,,,,,,,
Competed in Olympic Games,Male,Graham•Watanabe,Graham•Watanabe,"19 March 1982 in Sun Valley, Idaho (USA)",,United States,110468,168 cm / 68 kg,Sun Valley Ski Education FND / Colorado Mountain College,,,,,,
Competed in Olympic Games,Female,Hailey•Duke,Hailey•Duke,"17 September 1985 in Sun Valley, Idaho (USA)",,United States,118372,170 cm / 70 kg,"Park City Ski Education Foundation, McCall Ski Team, United States",,,,,,
Competed in Olympic Games,Female,Sara•Studebaker (-Hall),Sara•Studebaker,"7 October 1984 in Boise, Idaho (USA)",,United States,118576,168 cm / 59 kg,US Olympic Training Center / Dartmouth University,,,,,,
Competed in Olympic Games,Female,Kaitlyn Brooke•Farrington,Kaitlyn•Farrington,"18 December 1989 in Hailey, Idaho (USA)",,United States,128764,163 cm / 57 kg,,,,,,,
Competed in Olympic Games,Female,Jessika•Jenson,Jessika•Jenson,"7 August 1991 in Idaho Falls, Idaho (USA)",,United States,128767,165 cm / 54 kg,Westminster College,,,,,,
Competed in Olympic Games,Male,Sage•Kotsenburg,Sage•Kotsenburg,"27 July 1993 in Coeur d'Alene, Idaho (USA)",,United States,128775,178 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Will•Brown,Will•Brown,"31 December 1991 in Twin Falls, Idaho (USA)",,United States,136351,170 cm / 61 kg,University of Colorado – Colorado Springs,,,,,,
Competed in Olympic Games,Female,Caitlin•Patterson,Caitlin•Patterson,"30 January 1990 in McCall, Idaho (USA)",,United States,138271,175 cm / 60 kg,University of Vermont / Craftsbury Green Racing Project,,,,,,
Competed in Olympic Games,Male,Scott•Patterson,Scott•Patterson,"28 January 1992 in McCall, Idaho (USA)",,United States,138276,180 cm / 73 kg,"University of Vermont / Alaska Pacific University Nordic Ski Center, Anchorage",,,,,,
Competed in Olympic Games • Competed in Youth Olympic Games,Male,Ben•Ferguson,Ben•Ferguson,"21 January 1995 in Boise, Idaho (USA)",,United States,138370,175 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Chase•Josey,Chase•Josey,"31 March 1995 in Hailey, Idaho (USA)",,United States,138372,180 cm / 70 kg,Sun Valley Education Foundation (USA),,,,,,
