Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,"Vernell Eufaye ""Bimbo""•Coles",Bimbo•Coles,"22 April 1968 in Covington, Virginia (USA)",,United States,5903,185 cm / 79 kg,"Virginia Tech Hokies, Blacksburg (USA)",,,,,,
Competed in Olympic Games,Male,"Herman ""J. R.""•Reid, Jr.",J. R.•Reid,"31 March 1968 in Virginia Beach, Virginia (USA)",,United States,6938,205 cm / 116 kg,"North Carolina Tar Heels, Chapel Hill (USA)",,,,,,
Competed in Olympic Games,Male,"James G. ""Jimmy""•Clark",Jimmy•Clark,"26 February 1914 in Norfolk, Virginia (USA)","12 September 1994 in Jamestown, New York (USA)",United States,8611,,,"Copper Express, Jimtown Express",,Jimmy Atkinson,,,
Competed in Olympic Games • Non-starter • Non-starter,Male,Norvel Lafollette Ray•Lee,Norvel•Lee,"22 September 1924 in Eagle Rock, Virginia (USA)","19 August 1992 in Bethesda, Maryland (USA)",United States,8717,185 cm / 83 kg,,,,,,,
Competed in Olympic Games,Male,James Adolphe•Lefkowitch (-Leftwich),Adolphe•Lefkowitch,"23 July 1902 in Newport News, Virginia (USA)","15 April 1987 in La Jolla, California (USA)",United States,8718,180 cm,"Virginia Cavaliers, Charlottesville (USA)",,,,,,
Competed in Olympic Games,Male,"Benjamin ""Ben""•Rothwell, Jr.",Ben•Rothwell,"14 September 1902 in West Point, Virginia (USA)","14 December 1979 in Short Hills, New Jersey (USA)",United States,8758,174 cm / 61 kg,"Pastime AC, New York (USA)",,,,,,
Competed in Olympic Games,Male,Pernell•Whitaker,Pernell•Whitaker,"2 January 1964 in Norfolk, Virginia (USA)","14 July 2019 in Virginia Beach, Virginia (USA)",United States,8801,165 cm / 60 kg,"Norfolk State Spartans, Norfolk (USA)",Sweet Pea,,,,,
Competed in Olympic Games,Female,"Cynthia Annice ""Cindy""•Goodwin (-Wall)",Cindy•Goodwin,"3 June 1952 in Newport News, Virginia (USA)",,United States,11034,170 cm / 57 kg,Canoe Cruisers Association,,,,,,
Competed in Olympic Games,Male,"Norman Dean ""Norm""•Bellingham",Norm•Bellingham,"23 December 1964 in Fairfax, Virginia (USA)",,United States,11059,193 cm / 92 kg,,,,,,,
Competed in Olympic Games,Male,"Frank Benjamin•Havens, III",Frank•Havens,"1 August 1924 in Arlington, Virginia (USA)","22 July 2018 in Harborton, Virginia (USA)",United States,11094,188 cm / 89 kg,"Washington Canoe Club, Washington (USA)",,,,,,
Competed in Olympic Games,Male,Bruce Perry•Merritt,Bruce•Merritt,"1 April 1958 in Arlington, Virginia (USA)",,United States,11129,175 cm / 75 kg,,,,,,,
Competed in Olympic Games,Female,Phyllis Massey•Dawson,Phyllis•Dawson,"27 July 1957 in Fairfax, Virginia (USA)",,United States,11304,172 cm / 66 kg,Potomac Horse Center,,,,,,
Competed in Olympic Games,Female,Karen•Lende O'Connor,Karen•Lende O'Connor,"17 February 1958 in The Plains, Virginia (USA)",,United States,11390,168 cm / 55 kg,,,,,,,
Competed in Olympic Games,Male,"Gregory Alan ""Greg""•Best",Greg•Best,"23 July 1964 in Lynchburg, Virginia (USA)",,United States,11617,187 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Stephen Shelton•Bradley,Stephen•Bradley,"26 March 1962 in Middleburg, Virginia (USA)",,United States,11664,175 cm / 74 kg,,,,,,,
Competed in Olympic Games,Male,Bernard Claiborne•Edmunds,Bernard•Edmunds,"9 November 1868 in Danville, Virginia (USA)","27 July 1930 in St. Louis, Missouri (USA)",United States,18157,,"Glen Echo Country Club, St. Louis (USA)",,,,,,
Competed in Olympic Games,Male,"Albert Bond ""Al""•Lambert",Al•Lambert,"6 December 1875 in Alexandria, Virginia (USA)","12 November 1946 in St. Louis, Missouri (USA)",France United States,18177,167 cm,"Golf Club de Paris, Paris (FRA) / Glen Echo Country Club, St. Louis (USA) / Trans-Mississippi Golf Association, Dallas (USA)",,,,United States,,
Competed in Olympic Games,Male,John Butler•Rahm,John•Rahm,"8 January 1854 in Richmond, Virginia (USA)","28 July 1935 in Omaha, Nebraska (USA)",United States,18193,,"Omaha Country Club, Omaha (USA)",,,,,,
Competed in Olympic Games,Male,William•Penn,William•Penn,"15 March 1883 in Danville, Virginia (USA)","2 July 1943 in Prescott, Arizona (USA)",United States,18279,89 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,Joseph•Winston,Joseph•Winston,"15 November 1888 in Staunton, Virginia (USA)","12 April 1947 in Riverside, California (USA)",United States,18287,95 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Female,"Yolanda Lynn ""Yogi""•Hightower (-Boothe)",Yogi•Hightower,"20 January 1961 in Portsmouth, Virginia (USA)",,United States,20348,160 cm / 52 kg,,,,,,,
Competed in Olympic Games,Female,Antoinette M.•Lucas,Antoinette•Lucas,"27 October 1968 in Crozier, Virginia (USA)",,United States,20355,160 cm / 58 kg,,,,,,,
Competed in Olympic Games,Female,Leslie Alice•Marx (McFarland-),Leslie•Marx,"24 April 1967 in Fort Belvoir, Virginia (USA)",,United States,21008,180 cm / 59 kg,,,,,,,
Competed in Olympic Games • Referee,Male,John Randolph•Huffman,John•Huffman,"17 February 1905 in Norfolk, Virginia (USA)","24 December 1979 in Seattle, Washington (USA)",United States,23722,,"NYAC, New York (USA)",,,,,,
Competed in Olympic Games,Male,Brandon Arlington•Pollard,Brandon•Pollard,"9 October 1973 in Richmond, Virginia (USA)",,United States,27805,,"FC Dallas, Dallas (USA)",,,,,,
