Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Female,Jennifer Walker•Corbet,Jennifer•Corbet,"27 May 1965 in Jackson Hole, Wyoming (USA)",,United States,40445,180 cm / 75 kg,,,,,,,
Competed in Olympic Games,Female,Monica Joan•Tranel Michini,Monica•Tranel Michini,"4 May 1966 in Big Horn, Wyoming (USA)",,United States,40521,183 cm / 75 kg,"Gonzaga Bulldogs, Spokane (USA)",,,,,,
Competed in Olympic Games,Male,David Santos•Zuniga,David•Zuniga,"1 March 1968 in Worland, Wyoming (USA)",,United States,60807,165 cm / 62 kg,Minnesota Storm,,,,,,
Competed in Olympic Games,Male,"Richard Aldrich ""Rink""•Babka",Rink•Babka,"23 September 1936 in Cheyenne, Wyoming (USA)",14 January 2022,United States,78060,195 cm / 121 kg,"Southern California Striders, Anaheim (USA)",,,,,,
Competed in Olympic Games,Male,Lance Earl•Deal,Lance•Deal,"21 August 1961 in Riverton, Wyoming (USA)",,United States,78309,188 cm / 116 kg,"NYAC, New York (USA)",,,,,,
Competed in Olympic Games,Male,"Edwin Thomas ""Ned""•Turner",Ned•Turner,"15 September 1912 in Casper, Wyoming (USA)","17 August 1967 in Burlington Township, Michigan (USA)",United States,79143,175 cm / 65 kg,"Michigan Wolverines, Ann Arbor (USA)",,,,,,
Competed in Olympic Games • Non-starter,Female,Karen Annette•Budge (-Eaton),Karen•Budge,"14 November 1949 in Jackson Hole, Wyoming (USA)",,United States,80747,173 cm / 61 kg,"Jackson Hole Ski Club, Jackson Hole (USA)",,,,,,
Competed in Olympic Games,Male,Darin Perry•Binning,Darin•Binning,"5 May 1966 in Rock Springs, Wyoming (USA)",,United States,84132,178 cm / 70 kg,,,,,,,
Competed in Olympic Games,Male,Martin Olaf•Hagen,Martin•Hagen,"3 October 1954 in Jackson Hole, Wyoming (USA)",,United States,86367,183 cm / 77 kg,,,,,,,
Competed in Olympic Games,Male,Peter Van•Karns,Peter•Karns,"24 October 1945 in Jackson Hole, Wyoming (USA)",,United States,87799,178 cm / 66 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games • Other,Male,Rulon Ellis•Gardner,Rulon•Gardner,"16 August 1971 in Afton, Wyoming (USA)",,United States,95170,187 cm / 120 kg,"Sunkist Kids Wrestling Club, Scottsdale (USA)",,,,,,
Competed in Olympic Games • Referee,Male,"Robert Lloyd ""Barney""•McLean",Barney•McLean,"23 December 1917 in Lander, Wyoming (USA)","19 July 2005 in Denver, Colorado (USA)",United States,95325,171 cm / 71 kg,Zipfelberger Ski Club,,,,,,
Competed in Olympic Games,Female,Resi Frances•Stiegler,Resi•Stiegler,"14 November 1985 in Jackson Hole, Wyoming (USA)",,United States,110677,173 cm / 61 kg,Jackson Hole Ski and Snowboard Club (USA),,,,,,
Competed in Olympic Games,Female,Breezy (Breanna Noble-)•Johnson,Breezy•Johnson,"19 January 1996 in Jackson Hole, Wyoming (USA)",,United States,138247,173 cm / 66 kg,"Western Washington University / Rowmark Ski Academy, Salt Lake City",,,,,,
Competed in Olympic Games,Female,Anna•Gibson,Anna•Gibson,"7 May 1999 in Jackson, Wyoming (USA)",,United States,157248,,,,,,,,
