Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,"Raymond ""Ray""•Perez",Ray•Perez,"25 January 1939 in Honolulu, Hawaii (USA)","12 March 2013 in Sydney, New South Wales (AUS)",United States,8747,155 cm / 51 kg,Hawaii Youth Organization,,,,,,
Competed in Olympic Games,Female,"Tracey Elizabeth ""Traci""•Phillips",Traci•Phillips,"1 August 1962 in Honolulu, Hawaii (USA)",,United States,11047,162 cm / 55 kg,,,,,,,
Competed in Olympic Games,Male,Michael Everett•Harbold,Michael•Harbold,"22 May 1968 in Honolulu, Hawaii (USA)",,United States,11090,183 cm / 83 kg,,Mike,,,,,
Competed in Olympic Games,Male,Wyatt Randall•Jones,Wyatt•Jones,"1 April 1970 in Honolulu, Hawaii (USA)",,United States,11109,175 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Peter Andrew•Newton,Peter•Newton,"6 March 1970 in Honolulu, Hawaii (USA)",,United States,11136,190 cm / 86 kg,,,,,,,
Competed in Olympic Games • Referee,Female,"Alexandra ""Sandy""•Pflueger-Clarke (-Phillips)",Sandy•Pflueger-Clarke,"14 April 1954 in Honolulu, Hawaii (USA)",,Great Britain United States,11433,170 cm / 64 kg,,,,,,,
Competed in Olympic Games,Male,Frank Hopkins•Duffy,Frank•Duffy,"22 January 1937 in Honolulu, Hawaii (USA)",,United States,11901,,,,,,,,
Competed in Olympic Games,Female,Rebecca Lynne•Twigg (-Whitehead-),Rebecca•Twigg,"26 March 1963 in Honolulu, Hawaii (USA)",,United States,13247,170 cm / 57 kg,"7-Eleven, (USA)",,,,,,
Competed in Olympic Games,Female,Karen Christina•Shelton (-Scroggs),Karen•Shelton,"14 November 1957 in Honolulu, Hawaii (USA)",,United States,20369,165 cm / 53 kg,U.S. National Team,,,,,,
Competed in Olympic Games,Female,Hillary Jocelyn•Wolf (-Saba),Hillary•Wolf,"7 February 1977 in Honolulu, Hawaii (USA)",,United States,33355,155 cm / 52 kg,"Olympic Training Center, Colorado Springs",,,,,,
Competed in Olympic Games,Male,Craig John•Agena,Craig•Agena,"7 September 1960 in Honolulu, Hawaii (USA)",,United States,33384,170 cm / 66 kg,"US Army, (USA) / Northglenn Judo Club, Northglenn (USA)",Jiro,,,,,
Competed in Olympic Games,Male,Kevin Yoshimi•Asano,Kevin•Asano,"20 April 1963 in ?, Hawaii (USA)",,United States,33431,162 cm / 60 kg,,,,,,,
Competed in Olympic Games,Male,"Patrick Mitsugi ""Pat""•Burris",Pat•Burris,"28 December 1950 in Alea, Hawaii (USA)",,United States,33533,177 cm / 70 kg,Orange Kodokan,,,,,,
Competed in Olympic Games,Male,"Clifton S. ""Cliff""•Sunada",Cliff•Sunada,"18 May 1971 in Honolulu, Hawaii (USA)",,United States,34424,60 kg,"Olympic Training Center, Colorado Springs",,,,,,
Competed in Olympic Games,Male,Jonathan Dehe•Sakovich,Jonathan•Sakovich,"26 June 1970 in Hilo, Hawaii (USA)",,Guam,48030,178 cm / 74 kg,"Saipan Swim Club, Saipan (NMI)",,,,,,
Competed in Olympic Games,Female,Kristina•Moir,Kristina•Moir,"10 April 1951 in ?, Hawaii (USA)",,Puerto Rico,49879,170 cm / 59 kg,,,,,,,
