Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,"Eugene Luther ""Gene""•Vidal",Gene•Vidal,"13 April 1895 in Madison, South Dakota (USA)","20 February 1969 in Los Angeles, California (USA)",United States,79155,178 cm / 82 kg,"US Army, (USA)",,,,,,
Competed in Olympic Games,Male,Charles William•Johnson,William•Johnson,"12 February 1917 in Watertown, South Dakota (USA)","11 April 1993 in Phoenixville, Pennsylvania (USA)",United States,87606,,,,,,,,
Competed in Olympic Games,Male,Ryan Benjamin•Bolton,Ryan•Bolton,"26 March 1973 in Rapid City, South Dakota (USA)",,United States,94332,180 cm / 75 kg,,,,,,,
Competed in Olympic Games,Male,Lincoln Paul•McIlravy,Lincoln•McIlravy,"17 July 1974 in Rapid City, South Dakota (USA)",,United States,95178,172 cm / 69 kg,"Gateway Wrestling Club, Coralville",,,,,,
Competed in Olympic Games,Female,Jana•Lindsey,Jana•Lindsey,"18 September 1984 in Rapid City, South Dakota (USA)",,United States,110765,170 cm / 64 kg,"Utah Utes, Salt Lake City (USA) / Westminster College Griffins, Salt Lake City (USA)",,,,,,
Competed in Olympic Games,Male,Brian•Beaman,Brian•Beaman,"16 May 1984 in Mobridge, South Dakota (USA)",,United States,111752,178 cm / 86 kg,,,,,,,
Competed in Olympic Games,Female,"Rebecca Lynn ""Becky""•Hammon",Becky•Hammon,"11 March 1977 in Rapid City, South Dakota (USA)",,Russian Federation,111856,168 cm / 62 kg,"San Antonio Silver Stars, San Antonio (USA)","Beckaboo, Boo-Boo, Bubba, Big Shot Becky",,"Ребекка Линн ""Бекки"" Хэммон",,,
Competed in Olympic Games,Male,Brad•Walker,Brad•Walker,"21 June 1981 in Aberdeen, South Dakota (USA)",,United States,115366,188 cm / 86 kg,"Nike, Beaverton (USA)",,,,,,
Competed in Olympic Games,Female,"Alison Marie ""Ali""•Weisz",Ali•Weisz,"22 May 1995 in Rapid City, South Dakota (USA)",,United States,147237,163 cm / 64 kg,,,,,,,
Competed in Olympic Games,Female,Taryn•Kloth (-Brasher),Taryn•Kloth,"10 April 1997 in Sioux Falls, South Dakota (USA)",,United States,155373,,Louisiana State University,,,,,,
