Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games • Other,Male,Raúl•García-Ordóñez,Raúl•García-Ordóñez,"15 September 1924 in Littleton, New Hampshire (USA)","3 May 2013 in Miami, Florida (USA)",Cuba,6155,188 cm,,,,,,,
Competed in Olympic Games,Male,Eric Mayfield•Evans,Eric•Evans,"27 February 1950 in Exeter, New Hampshire (USA)",,United States,11077,178 cm / 73 kg,Ledyard Canoe Club,"The Hammer, The Mean One",,,,,
Competed in Olympic Games,Female,"Sarah M. ""Sally""•Zack (-Endestad)",Sally•Zack,"1 August 1962 in North Conway, New Hampshire (USA)",,United States,13275,160 cm / 50 kg,,,,,,,
Competed in Olympic Games,Female,"Alexandra Marie ""Sandy""•Vander-Heyden (-Bridgeman)",Sandy•Vander-Heyden,"26 December 1964 in Nashua, New Hampshire (USA)",,United States,20374,172 cm / 64 kg,,Sandy,,Sandra Vander-Heyden,,,
Competed in Olympic Games,Male,Andrew W.•Gajda (-Guyda),Andrew•Gajda,"26 February 1907 in Manchester, New Hampshire (USA)","4 June 1956 in Waltham, Massachusetts (USA)",United States,27745,,Boston Soccer Football Club,Poly,,,,,
Competed in Olympic Games,Female,"Christina ""Tina""•Brown",Tina•Brown,"5 January 1968 in Peterborough, New Hampshire (USA)",,United States,40441,183 cm / 77 kg,,,,,,,
Competed in Olympic Games,Male,Edward Anthony•Masterson,Edward•Masterson,"26 October 1937 in Laconia, New Hampshire (USA)",,United States,40774,170 cm / 52 kg,"West Side Rowing Club, Buffalo (USA)",,,,,,
Competed in Olympic Games • Coach,Male,Austin Rhone•Clapp,Austin•Clapp,"8 November 1910 in Farmington, New Hampshire (USA)","22 December 1971 in Woodside, California (USA)",United States,51293,,"Los Angeles Allied Athletic Club, Los Angeles (USA)",,,,,,
Competed in Olympic Games,Male,"Joseph Precott ""Joe""•Pitman",Joe•Pitman,"21 August 1924 in Laconia, New Hampshire (USA)",1 June 2018,United States,57013,67 kg,"York Barbell Club, York (USA)",,,,,,
Competed in Olympic Games,Male,Roger Lee•Flanders,Roger•Flanders,"3 February 1901 in Lancaster, New Hampshire (USA)","8 July 1965 in Oklahoma City, Oklahoma (USA)",United States,60630,,,Professor,,,,,
Competed in Olympic Games,Female,"Cynthia Shepherd ""Cyndy""•Poor (-Jensen)",Cyndy•Poor,"18 May 1953 in Hanover, New Hampshire (USA)",,United States,77939,162 cm / 52 kg,San Jose Cindergals,,,,,,
Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Vaughn Seavey•Blanchard,Vaughn•Blanchard,"11 July 1889 in Franklin, New Hampshire (USA)","26 November 1969 in Sarasota County, Florida (USA)",United States,78122,186 cm / 75 kg,"Boston AA, Boston (USA)",,,,,,
Competed in Olympic Games,Male,Frank Norris•Conner,Frank•Conner,"6 October 1908 in Exeter, New Hampshire (USA)","22 June 1944 in San Joaquin, California (USA)",United States,78258,180 cm / 91 kg,"NYAC, New York (USA)",,,,,,
Competed in Olympic Games,Male,Harrison Preserved•Smith,Harrison•Smith,"5 November 1876 in Winchester, New Hampshire (USA)","24 August 1947 in Upper Montclair, New Jersey (USA)",United States,79056,,"NYAC, New York (USA)",,,,,,
Competed in Olympic Games,Male,George Bernard•Underwood,George•Underwood,"4 November 1884 in Manchester, New Hampshire (USA)","28 August 1943 in Boston, Massachusetts (USA)",United States,79146,176 cm / 74 kg,"NYAC, New York (USA)",,,,,,
Competed in Olympic Games • Other,Female,Barbara Ann•Cochran (-Williams),Barbara•Cochran,"4 January 1951 in Claremont, New Hampshire (USA)",,United States,80863,154 cm / 50 kg,Madonna Mountain Ski Club,,,,,,
Competed in Olympic Games,Female,"Abigail E. ""Abbi""•Fisher (-Gould)",Abbi•Fisher,"30 August 1957 in Conway, New Hampshire (USA)",,United States,81066,167 cm / 55 kg,,,,,,,
Competed in Olympic Games,Female,"Elizabeth Geary ""Liz""•McIntyre",Liz•McIntyre,"5 April 1965 in Hanover, New Hampshire (USA)",,United States,81794,173 cm / 61 kg,"Winter Park Freestyle Team, Winter Park, Colorado (USA)",,,,,,
Competed in Olympic Games,Female,Heidi E.•Preuss,Heidi•Preuss,"18 March 1961 in Laconia, New Hampshire (USA)",,United States,82125,162 cm / 55 kg,,,,,,,
Competed in Olympic Games,Male,John Porter•Carleton,John•Carleton,"13 September 1899 in Hanover, New Hampshire (USA)","21 January 1977 in Manchester, New Hampshire (USA)",United States,84605,,,,,,,,
Competed in Olympic Games,Male,Warren Houston•Chivers,Warren•Chivers,"12 December 1914 in Hanover, New Hampshire (USA)","18 August 2006 in Springfield, Vermont (USA)",United States,84737,,Dartmouth Outing Club,,,,,,
Competed in Olympic Games,Male,"Robert Bruce ""Bob""•Cochran",Bob•Cochran,"11 December 1951 in Claremont, New Hampshire (USA)",,United States,84817,175 cm / 69 kg,"Vermont Catamounts, Burlington (USA)",,,,,,
