Roles,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
Competed in Olympic Games,Male,Braden LaVern•Looper,Braden•Looper,"28 October 1974 in Weatherford, Oklahoma (USA)",,United States,3242,195 cm / 100 kg,"Wichita State Shockers, Wichita (USA)",,,,,,
Competed in Olympic Games,Male,"John Haskell ""Tex""•Gibbons",Tex•Gibbons,"7 October 1907 in Elk City, Oklahoma (USA)","30 May 1984 in La Habra, California (USA)",United States,6178,185 cm / 79 kg,"McPherson Oilers, McPherson, Kansas (USA)",,,,,,
Competed in Olympic Games,Male,Victor Wayne•Glasgow,Wayne•Glasgow,"17 January 1926 in Dacome, Oklahoma (USA)","31 December 2000 in Bartlesville, Oklahoma (USA)",United States,6184,190 cm / 86 kg,"Phillips 66ers, Bartlesville (USA)",,,,,,
Competed in Olympic Games,Male,"Charles Monroe ""Charlie""•Hoag",Charlie•Hoag,"19 July 1931 in Tulsa, Oklahoma (USA)","8 March 2012 in Kansas City, Missouri (USA)",United States,6287,188 cm / 84 kg,"Kansas Jayhawks, Lawrence (USA)",,,,,,
Competed in Olympic Games • Coach,Male,"Lester Everett ""Les""•Lane",Les•Lane,"6 March 1932 in Purcell, Oklahoma (USA)","5 September 1973 in Norman, Oklahoma (USA)",Mexico United States,6484,177 cm / 77 kg,"Phillips 66ers, Bartlesville (USA)",,,,United States,,
Competed in Olympic Games,Male,Jesse Banard•Renick,Jesse•Renick,"29 September 1917 in Hickory, Oklahoma (USA)","25 November 1999 in Ada, Oklahoma (USA)",United States,6941,188 cm / 84 kg,"Phillips 66ers, Bartlesville (USA)",Cab,,,,,
Competed in Olympic Games,Male,"Tolman ""Toby""•Gibson, Jr.",Toby•Gibson,"17 April 1942 in Idabel, Oklahoma (USA)","24 March 1993 in Oakland, California (USA)",United States,8675,180 cm / 71 kg,Eastern Washington State College,,,,,,
Competed in Olympic Games,Male,"Ellsworth ""Spider""•Webb",Spider•Webb,"20 November 1931 in Tulsa, Oklahoma (USA)","23 November 2017 in Tulsa, Oklahoma (USA)",United States,8798,,,,,,,,
Competed in Olympic Games,Female,Marcia Ingram•Jones Smoke,Marcia•Jones Smoke,"18 July 1941 in Oklahoma City, Oklahoma (USA)",,United States,11041,169 cm / 61 kg,Niles Kayak Club,,,,,,
Competed in Olympic Games,Female,Sperry Joanna Jones•Rademaker,Sperry•Rademaker,"4 October 1939 in Oklahoma City, Oklahoma (USA)",31 January 2005,United States,11049,170 cm / 54 kg,Orlando Kayak Club,,,,,,
