Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1994 Winter Olympics,Female,Karen•Courtland (-Kelly),Karen•Courtland,"12 October 1970 in Orange, New Jersey (USA)",,United States,80881,152 cm / 45 kg,,,,,,,
1984 Winter Olympics,Female,Susan Deborah•Long,Susan•Long,"4 April 1960 in Glen Ridge, New Jersey (USA)",,United States,81705,162 cm / 56 kg,"Middlebury College Panthers, Middlebury (USA)",,,,,,
1984 Winter Olympics,Female,Theresa Diane•Riedl (-Menard),Theresa•Riedl,"9 July 1965 in Saddle Brook, New Jersey (USA)",,United States,82191,173 cm / 68 kg,U.S. Luge Association,,,,,,
1984 Winter Olympics,Female,Elisa Hope•Spitz (-Iuliano),Elisa•Spitz,"17 May 1963 in Short Hills, New Jersey (USA)",,United States,82434,152 cm / 45 kg,Essec Club of New Jersey,,,,,,
1994 Winter Olympics; 1998 Winter Olympics,Female,"Nicole ""Nikki""•Stone",Nikki•Stone,"4 February 1971 in Princeton, New Jersey (USA)",,United States,82470,173 cm / 58 kg,,,,,,,
1992 Winter Olympics; 1994 Winter Olympics; 1998 Winter Olympics,Female,Donna L.•Weinbrecht,Donna•Weinbrecht,"23 April 1965 in Hoboken, New Jersey (USA)",,United States,83021,162 cm / 55 kg,,,,,,,
1984 Winter Olympics,Female,Elaine Kathryn•Zayak,Elaine•Zayak,"12 April 1965 in Paramus, New Jersey (USA)",,United States,83102,157 cm / 50 kg,"Skating Club of New York, New York (USA)",,,,,,
1992 Winter Olympics,Male,"Robert Mathew ""Bob""•Aldighieri",Bob•Aldighieri,"20 March 1965 in Teaneck, New Jersey (USA)",,United States,83527,170 cm / 70 kg,,,,,,,
1964 Winter Olympics,Male,"Scott Ethan ""Scotty""•Allen",Scotty•Allen,"8 February 1949 in Newark, New Jersey (USA)",,United States,83545,163 cm / 69 kg,"Skating Club of New York, New York (USA)",,,,,,
1992 Winter Olympics; 1994 Winter Olympics; 1998 Winter Olympics,Male,"John C.•Amabile, Jr.","John•Amabile, Jr.","23 April 1962 in Jersey City, New Jersey (USA)",,Puerto Rico,83573,188 cm / 98 kg,,,,,,,
1984 Winter Olympics,Male,"Douglas Scott ""Doug""•Bateman",Doug•Bateman,"19 January 1954 in Somerville, New Jersey (USA)",,United States,83886,183 cm / 79 kg,U.S. Luge Association,,,,,,
1980 Winter Olympics; 1984 Winter Olympics,Male,"Raymond Henry ""Ray""•Bateman, Jr.","Ray•Bateman, Jr.","9 August 1955 in Somerville, New Jersey (USA)","1 February 1990 in Bridgewater, New Jersey (USA)",United States,83887,180 cm / 68 kg,U.S. Luge Association,,,,,,
1964 Winter Olympics,Male,"Floyd Joseph ""Mike""•Baumgartner",Mike•Baumgartner,"20 April 1922 in Perth Amboy, New Jersey (USA)","22 July 1991 in Hollywood, Florida (USA)",United States,83913,177 cm / 93 kg,Saranac Lake Bobsled Club,,,,,,
1948 Winter Olympics,Male,"Raymond Edward ""Ray""•Blum",Ray•Blum,"11 April 1919 in Nutley, New Jersey (USA)","5 May 2010 in Little Falls, New Jersey (USA)",United States,84194,,Paterson Skating Club,,,,,,
1948 Winter Olympics; 1952 Winter Olympics,Male,"Richard Totten ""Dick""•Button",Dick•Button,"18 July 1929 in Englewood, New Jersey (USA)",,United States,84513,,"Philadelphia Skating Club, Ardmore (USA) / Skating Club of Boston, Boston (USA)",,,,,,
