Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Winter Olympics; 1992 Winter Olympics; 1994 Winter Olympics; 1998 Winter Olympics; 2002 Winter Olympics; 2006 Winter Olympics,Female,"Julianne ""Anne""•Abernathy",Anne•Abernathy,"12 April 1953 in Eglin Air Force Base, Florida (USA)",,United States Virgin Islands,80503,165 cm / 75 kg,,Grandma Luge,,,,,
1972 Winter Olympics,Female,Suna•Murray (-Gleason),Suna•Murray,"16 April 1955 in Tallahassee, Florida (USA)",,United States,81889,153 cm / 50 kg,"Skating Club of New York, New York (USA)",,,,,,
1988 Winter Olympics,Female,"Natalie Kimberly ""Kim""•Seybold (-Catron)",Kim•Seybold,"18 September 1965 in Orlando, Florida (USA)",,United States,82358,157 cm / 44 kg,,,,,,,
1992 Winter Olympics,Female,Regina•Woodward,Regina•Woodward,"18 September 1970 in Sunrise, Florida (USA)",,Hungary,83062,174 cm / 68 kg,"Budapesti Spartacus SC, Budapest (HUN)",,,,,,
1952 Winter Olympics,Male,"James Neil ""Jim""•Atkinson",Jim•Atkinson,"10 January 1929 in Deland, Florida (USA)","31 July 2010 in Black Mountain, North Carolina (USA)",United States,83739,,Rotary & Elks Club,,,,,,
1992 Winter Olympics; 1994 Winter Olympics; 1998 Winter Olympics,Male,"Liston Donneal•Bochette, III",Liston•Bochette,"16 June 1957 in Fort Myers, Florida (USA)",,Puerto Rico,84206,196 cm / 96 kg,,Lin,,,,,
1972 Winter Olympics; 1976 Winter Olympics,Male,Dennis Anthony•Donahue,Dennis•Donahue,"22 August 1944 in Miami, Florida (USA)",,United States,85257,173 cm / 68 kg,,,,,,,
1936 Winter Olympics,Male,"Richard Henry ""Dick""•Durrance, Jr.","Dick•Durrance, Jr.","23 October 1914 in Tarpon Springs, Florida (USA)","13 June 2004 in Carbondale, Colorado (USA)",United States,85355,,"Dartmouth Big Green, Hanover (USA)",,,,,,
1984 Winter Olympics; 1988 Winter Olympics,Male,Hal Andrew•Hoye,Hal•Hoye,"18 September 1957 in Jacksonville, Florida (USA)",,United States,87188,175 cm / 84 kg,,,,,,,
1960 Winter Olympics,Male,Leo Erkki•Massa,Leo•Massa,"15 October 1929 in Clearwater, Florida (USA)","3 September 2009 in Long Branch, New Jersey (USA)",United States,95215,,Finnish Ski Club,,,,,,
1988 Winter Olympics,Male,Wayne William•Seybold,Wayne•Seybold,"5 September 1963 in Orlando, Florida (USA)",,United States,97455,167 cm / 59 kg,,,,,,,
1988 Winter Olympics; 1992 Winter Olympics; 1994 Winter Olympics; 1998 Winter Olympics; 2002 Winter Olympics,Male,Brian Lee•Shimer,Brian•Shimer,"20 April 1962 in Naples, Florida (USA)",,United States,97497,180 cm / 86 kg,,,,,,,
1998 Winter Olympics; 2002 Winter Olympics; 2006 Winter Olympics; 2010 Winter Olympics,Female,Jennifer Jill•Rodriguez,Jennifer•Rodriguez,"8 June 1976 in Miami, Florida (USA)",,United States,99412,162 cm / 58 kg,"Miami / Carroll College, Waukesha, WI","Jen, Miami Ice",,,,,
2006 Winter Olympics; 2010 Winter Olympics,Male,Lee•Jong-U,Lee•Jong-U,"7 July 1985 in ?, Florida (USA)",,Republic of Korea,110869,177 cm / 73 kg,,,,Lee Jong-Wu,,이•종우,Oriental
2006 Winter Olympics; 2014 Winter Olympics,Male,"Anthony James•Lobello, Jr.",Anthony•Lobello,"15 August 1984 in Tallahassee, Florida (USA)",,Italy United States,110879,181 cm / 76 kg,"United States Olympic Education Center (USOEC), Michigan",,,,,,
