Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1968 Winter Olympics,Female,Sheila Marie•Johansen,Sheila•Johansen,"22 January 1947 in Terry, Montana (USA)",,United States,81407,160 cm / 55 kg,,,,,,,
1994 Winter Olympics; 1998 Winter Olympics,Female,Laura•McCabe,Laura•McCabe,"8 March 1966 in Bozeman, Montana (USA)",,United States,81790,165 cm / 55 kg,,,,,,,
1984 Winter Olympics,Female,Kelly•Milligan,Kelly•Milligan,"16 February 1961 in Livingston, Montana (USA)",,United States,81840,,,,,,,,
1964 Winter Olympics,Female,"Judith Helen ""Judy""•Morstein (-Martz)",Judy•Morstein,"28 July 1943 in Big Timber, Montana (USA)","30 October 2017 in Rocker, Montana (USA)",United States,81876,176 cm / 68 kg,Montana Skating Club,,,,,,
1972 Winter Olympics; 1980 Winter Olympics,Female,Alison•Owen-Spencer (-Kiesel),Alison•Owen-Spencer,"5 January 1953 in Kalispell, Montana (USA)",,United States,82008,170 cm / 57 kg,,,,,,,
1976 Winter Olympics,Female,Karen Lee•Roberts (-Griffith),Karen•Roberts,"16 June 1954 in Miles City, Montana (USA)",,United States,82203,165 cm / 66 kg,,,,,,,
1968 Winter Olympics; 1972 Winter Olympics; 1976 Winter Olympics,Female,Kathleen Ann•Roberts-Homstad,Kathleen Ann•Roberts-Homstad,"17 November 1951 in Miles City, Montana (USA)",,United States,82204,168 cm / 66 kg,"Montana Grizzlies, Missoula (USA)",,,,,,
1994 Winter Olympics; 1998 Winter Olympics; 2002 Winter Olympics; 2006 Winter Olympics,Male,Eric•Bergoust,Eric•Bergoust,"27 August 1969 in Missoula, Montana (USA)",,United States,84047,183 cm / 77 kg,,Bergy,,,,,
1994 Winter Olympics,Male,Scott•Davis,Scott•Davis,"29 January 1972 in Great Falls, Montana (USA)",,United States,85031,175 cm / 68 kg,,,,,,,
1948 Winter Olympics,Male,Wilbur Lee•Martin,Wilbur•Martin,"8 July 1928 in Glasgow, Montana (USA)","19 August 1984 in Multnomah County, Oregon (USA)",United States,92180,,,,,,,,
1992 Winter Olympics; 1994 Winter Olympics; 1998 Winter Olympics,Male,"Thomas Sven ""Tommy""•Moe",Tommy•Moe,"17 February 1970 in Missoula, Montana (USA)",,United States,95516,178 cm / 89 kg,"Jackson Hole Ski Club, Jackson Hole (USA)",,,,,,
1968 Winter Olympics; 1972 Winter Olympics; 1976 Winter Olympics,Male,"James Donald ""Jim""•Murray",Jim•Murray,"20 November 1946 in Helena, Montana (USA)",,United States,95651,181 cm / 80 kg,"US Army, (USA)",,,,,,
1988 Winter Olympics; 1992 Winter Olympics,Male,"Jeffrey Allen ""Jeff""•Olson",Jeff•Olson,"16 January 1966 in Missoula, Montana (USA)",,United States,96047,183 cm / 89 kg,,,,,,,
1964 Winter Olympics,Male,Paul Wisner•Renne,Paul•Renne,"9 November 1939 in Bozeman, Montana (USA)",18 April 1970,United States,96792,177 cm / 73 kg,"US Army, (USA)",,,,,,
1972 Winter Olympics,Male,"Robert Spencer ""Bob""•Rock, Jr.","Bob•Rock, Jr.","17 October 1949 in Missoula, Montana (USA)",,United States,96905,178 cm / 77 kg,"US Army, (USA)",,,,,,
1988 Winter Olympics,Male,"David William ""Dave""•Silk",Dave•Silk,"18 October 1965 in Butte, Montana (USA)",,United States,97538,180 cm / 75 kg,Butte,,,,,,
2006 Winter Olympics; 2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics,Male,Jason Grégory•Lamy-Chappuis,Jason•Lamy-Chappuis,"9 September 1986 in Missoula, Montana (USA)",,France,109612,178 cm / 65 kg,"SC Bois d'Amont, Bois-d'Amont (FRA)",Jez,,,,,
2010 Winter Olympics,Male,Bryon•Wilson,Bryon•Wilson,"7 April 1988 in Butte, Montana (USA)",,United States,118953,178 cm / 73 kg,"Wasatch Freestyle, United States / Westminster College",,,,,,
2010 Winter Olympics; 2014 Winter Olympics,Female,Heather•McPhie,Heather•McPhie,"28 May 1984 in Bozeman, Montana (USA)",,United States,118976,157 cm / 56 kg,"Bridger Freestyle, Team Summit, United States / Westminster College",,,,,,
2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Male,"Bradley ""Brad""•Wilson",Brad•Wilson,"5 June 1992 in Butte, Montana (USA)",,United States,128714,178 cm / 75 kg,"Wasatch Freestyle, Deer Valley (USA)",,,,,,
2018 Winter Olympics; 2022 Winter Olympics,Female,Darian•Stevens,Darian•Stevens,"29 October 1996 in Missoula, Montana (USA)",,United States,138291,155 cm / 59 kg,Westminster College,,,,,,
2018 Winter Olympics; 2022 Winter Olympics,Female,Maggie Rae•Voisin,Maggie•Voisin,"14 December 1998 in Whitefish, Montana (USA)",,United States,138292,160 cm / 57 kg,Team Park City United (USA),Crash,,,,,
2022 Winter Olympics,Male,"Timothy ""Tim""•Koleto",Tim•Koleto,"17 June 1991 in Kalispell, Montana (USA)",,Japan,148538,,,,,Takeru Komatsubara,,小松原•尊,
2022 Winter Olympics; 2026 Winter Olympics,Male,Jake•Sanderson,Jake•Sanderson,"8 July 2002 in Whitefish, Montana (USA)",,United States,149142,,"North Dakota Fighting Hawks, Grand Forks (USA)",,,,,,
2026 Winter Olympics,Male,Konnor•Ralph,Konnor•Ralph,"27 January 2003 in Helena, Montana (USA)",,United States,157273,,,,,,,,
