Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1980 Winter Olympics; 1984 Winter Olympics; 1988 Winter Olympics,Male,"Francis Joseph ""Frank""•Masley",Frank•Masley,"30 June 1960 in Wilmington, Delaware (USA)","10 September 2016 in Wilmington, Delaware (USA)",United States,95209,183 cm / 77 kg,U.S. Luge Association,,,,,,
