Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Winter Olympics,Female,Leslie Elisabeth Corbett•Bader (-Corbett),Leslie•Bader,"10 November 1963 in Monroe, Connecticut (USA)",,United States,80571,167 cm / 64 kg,Greenfield,,,,,,
1994 Winter Olympics; 1998 Winter Olympics,Female,Bethany•Calcaterra-McMahon,Bethany•Calcaterra-McMahon,"1 June 1974 in Hartford, Connecticut (USA)",,United States,80781,170 cm / 69 kg,,B,,,,,
1976 Winter Olympics,Female,Judi Ann•Genovesi (-Alder),Judi•Genovesi,"21 June 1957 in Manchester, Connecticut (USA)",,United States,81133,163 cm / 52 kg,Hartford Skating Club,,,,,,
1994 Winter Olympics; 1998 Winter Olympics,Female,Suzanne•King,Suzanne•King,"12 May 1964 in New Haven, Connecticut (USA)",,United States,81505,165 cm / 56 kg,,,,,,,
1988 Winter Olympics,Female,Gillian Margaret•Wachsman,Gillian•Wachsman,"19 September 1966 in Riverside, Connecticut (USA)",,United States,82973,155 cm / 45 kg,,,,,,,
1988 Winter Olympics; 1992 Winter Olympics,Male,Greg Curtis•Brown,Greg•Brown,"7 March 1968 in Hartford, Connecticut (USA)",,United States,84400,183 cm / 86 kg,"Boston College Eagles, Chestnut Hill (USA)",,,,,,
1992 Winter Olympics,Male,"James Patrick ""Jim""•Curran",Jim•Curran,"16 August 1958 in Stamford, Connecticut (USA)",,United States,84939,,,,,,,,
1980 Winter Olympics,Male,"Walter Ten Eyck ""Ty""•Danco",Ty•Danco,"20 October 1955 in New Haven, Connecticut (USA)",,United States,85003,175 cm / 73 kg,LFF Rodel Club,,,,,,
1932 Winter Olympics,Male,"Franklin ""Frank""•Farrel, III","Frank•Farrel, III","23 March 1908 in Ansonia, Connecticut (USA)","2 July 2003 in North Branford, Connecticut (USA)",United States,85625,168 cm / 71 kg,"Yale Bulldogs, New Haven (USA)",Tot,,,,,
1948 Winter Olympics,Male,Donald Edward•Geary,Donald•Geary,"10 July 1926 in Hamden, Connecticut (USA)","22 July 2015 in Stuart, Florida (USA)",United States,85992,,,,,,,,
1928 Winter Olympics,Male,Jennison•Heaton,Jennison•Heaton,"16 April 1904 in New Haven, Connecticut (USA)","6 August 1971 in Burlingame, California (USA)",United States,86530,,,,,,,,
1928 Winter Olympics; 1932 Winter Olympics; 1948 Winter Olympics,Male,"John Rutherford ""Jack""•Heaton",Jack•Heaton,"8 September 1908 in New Haven, Connecticut (USA)","10 September 1976 in Paris VIIIe, Paris (FRA)",United States,86531,,,,,,,,
1988 Winter Olympics,Male,Craig Harlan•Janney,Craig•Janney,"26 September 1967 in Hartford, Connecticut (USA)",,United States,87467,185 cm / 89 kg,"Boston College Eagles, Chestnut Hill (USA)",,,,,,
1994 Winter Olympics,Male,"Matthew ""Matt""•Martin",Matt•Martin,"30 April 1971 in Hamden, Connecticut (USA)",,United States,92173,193 cm / 95 kg,"Maine Black Bears, Orono, Maine (USA) / Toronto Maple Leafs, Toronto (CAN)",,,,,,
1960 Winter Olympics,Male,"Robert Patrick ""Bob""•McVey",Bob•McVey,"14 March 1936 in Hartford, Connecticut (USA)",,United States,95336,190 cm / 96 kg,"Harvard Crimson, Cambridge (USA)",,,,,,
1972 Winter Olympics,Male,"Dexter Terrance ""Terry""•Morse",Terry•Morse,"15 September 1946 in Bridgeport, Connecticut (USA)",,United States,95592,188 cm / 77 kg,"US Army, (USA)",,,,,,
