Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
2006 Winter Olympics; 2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Female,"Kathryn ""Katie""•Uhlaender",Katie•Uhlaender,"17 July 1984 in Vail, Colorado (USA)",,United States,110429,160 cm / 61-67 kg,"Colorado Mountain College, Glenwood Springs (USA)",,,,,,
2006 Winter Olympics,Male,Jason R.•Smith,Jason•Smith,"11 January 1982 in Aspen, Colorado (USA)",,United States,110460,185 cm / 85 kg,Ft. Lewis College,,,,,,
2006 Winter Olympics,Male,John Gillies Mark•Grahame,John•Grahame,"31 August 1975 in Denver, Colorado (USA)",,United States,110638,188 cm / 95 kg,"Tampa Bay Lightning, Tampa (USA)",,,,,,
2010 Winter Olympics; 2018 Winter Olympics,Female,Alice•McKennis (-Duran),Alice•McKennis,"18 August 1989 in Glenwood Springs, Colorado (USA)",,United States,118314,167 cm / 68 kg,Sunlight Winter Sports Club (USA) / Rowmark Ski Academy (USA),The Aligator,,,,,
2010 Winter Olympics,Male,Jake•Zamansky,Jake•Zamansky,"26 June 1981 in Aspen, Colorado (USA)",,United States,118380,178 cm / 84 kg,Aspen Valley Ski and Snowboard Club,,,,,,
2010 Winter Olympics,Female,Haley•Johnson,Haley•Johnson,"8 December 1981 in Denver, Colorado (USA)",,United States,118523,165 cm / 61 kg,Lake Placid Ski Club / Bates College,,,,,,
2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics,Male,"Simeon ""Simi""•Hamilton",Simi•Hamilton,"14 May 1987 in Aspen, Colorado (USA)",,United States,118845,180 cm / 78 kg,"Middlebury College Panthers, Middlebury (USA) / Stratton Mountain School Team, Stratton, VT (USA)",,,,,,
2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics,Male,"Christopher ""Chris""•Del Bosco",Chris•Del Bosco,"30 March 1982 in Colorado Springs, Colorado (USA)",,Canada,118958,185 cm / 96 kg,"SSCV, Vail (USA)","Del, Del Fiasco, Bosco, Enforcer",,,,,
2010 Winter Olympics; 2014 Winter Olympics,Male,Jeremy•Abbott,Jeremy•Abbott,"5 June 1985 in Aspen, Colorado (USA)",,United States,119086,175 cm / 70 kg,Detroit Skating Club,,,,,,
2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Male,Taylor•Fletcher,Taylor•Fletcher,"11 May 1990 in Steamboat Springs, Colorado (USA)",,United States,119483,183 cm / 70 kg,"Colorado Mountain College, Glenwood Springs (USA)",,,,,,
2010 Winter Olympics; 2014 Winter Olympics,Male,Jordan•Malone,Jordan•Malone,"20 April 1984 in Aurora, Colorado (USA)",,United States,119770,168 cm / 62 kg,,,,,,,
2014 Winter Olympics,Male,John•Fennell,John•Fennell,"28 May 1995 in Wheat Ridge, Colorado (USA)",,Canada,127511,191 cm / 92 kg,,,,,,,
2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Female,Mikaela Pauline•Shiffrin,Mikaela•Shiffrin,"13 March 1995 in Vail, Colorado (USA)",,United States,128669,170 cm / 64 kg,Burke Mountain Academy,,,,,,
2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Male,Leif•Nordgren,Leif•Nordgren,"18 May 1989 in Colorado Springs, Colorado (USA)",,United States,128680,188 cm / 79 kg,"Minnesota Biathlon Club., (USA)",,,,,,
2014 Winter Olympics,Male,Brian•Gregg,Brian•Gregg,"27 June 1984 in Denver, Colorado (USA)",,United States,128692,173 cm / 69 kg,,,,,,,
2014 Winter Olympics; 2018 Winter Olympics,Male,Noah•Hoffman,Noah•Hoffman,"1 August 1989 in Evergreen, Colorado (USA)",,United States,128693,175 cm / 71 kg,Vail Ski and Snowboard Club (USA),Hoff,,,,,
2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Male,Aaron•Blunck,Aaron•Blunck,"12 April 1996 in Denver, Colorado (USA)",,United States,128706,180 cm / 78 kg,Vail Ski and Snowboard Academy (USA) / Ski and Snowboard Club Vail (USA),,,,,,
2014 Winter Olympics,Male,Bobby•Brown,Bobby•Brown,"5 June 1991 in Denver, Colorado (USA)",,United States,128708,188 cm / 82 kg,,,,,,,
2014 Winter Olympics,Male,Lyman•Currier,Lyman•Currier,"28 August 1994 in Louisville, Colorado (USA)",,United States,128710,183 cm / 73 kg,,,,,,,
2014 Winter Olympics; 2018 Winter Olympics,Male,Torin•Yater-Wallace,Torin•Yater-Wallace,"2 December 1995 in Aspen, Colorado (USA)",,United States,128716,175 cm / 70 kg,Aspen Valley Ski and Snowboard Club (USA),,,,,,
2014 Winter Olympics; 2018 Winter Olympics,Male,Bryan•Fletcher,Bryan•Fletcher,"27 June 1986 in Steamboat Springs, Colorado (USA)",,United States,128756,175 cm / 66 kg,,,,,,,
2014 Winter Olympics; 2022 Winter Olympics,Male,"Taylor Riley ""Ty""•Gold",Ty•Gold,"17 November 1993 in Steamboat Springs, Colorado (USA)",,United States,128772,175 cm / 68 kg,University of Colorado - Boulder,,,,,,
2018 Winter Olympics,Female,Lee•Jing-Yu,Lee•Jing-Yu,"13 January 2000 in Superior, Colorado (USA)",,Korea Team,137585,163 cm / 59 kg,"Phoenix, (KOR)",,,Grace Lee,Republic of Korea,이•진규,Oriental
2018 Winter Olympics,Male,"Michael ""Mike""•Testwuide",Mike•Testwuide,"5 February 1987 in Vail, Colorado (USA)",,Republic of Korea,137616,196 cm / 95 kg,"High1, Chuncheon (KOR)",,,,,"마이클 ""마이크""•테스트위드",
2018 Winter Olympics,Female,Tess•Johnson,Tess•Johnson,"19 June 2000 in Vail, Colorado (USA)",,United States,138285,163 cm / 53 kg,Ski and Snowboard Club Vail (USA),,,,,,
2018 Winter Olympics; 2022 Winter Olympics,Female,Jaelin Charlotte•Kauf,Jaelin•Kauf,"26 September 1996 in Vail, Colorado (USA)",,United States,138286,163 cm / 61 kg,Steamboat Springs Winter Sports Club (USA),,,,,,
2018 Winter Olympics,Female,Keaton•McCargo,Keaton•McCargo,"10 July 1995 in Telluride, Colorado (USA)",,United States,138287,168 cm / 54 kg,Telluride Ski and Snowboard Club (USA),,,,,,
2018 Winter Olympics; 2022 Winter Olympics,Male,"Alexander ""Alex""•Ferreira",Alex•Ferreira,"14 August 1994 in Aspen, Colorado (USA)",,United States,138294,175 cm / 64 kg,"Aspen Valley Ski Club, Aspen (USA)","Chow, Big Al",,,,,
