Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1960 Winter Olympics; 1964 Winter Olympics; 1968 Winter Olympics,Female,Jeanne Chesley•Ashworth (-Walker-),Jeanne•Ashworth,"1 July 1938 in Burlington, Vermont (USA)","4 October 2018 in Wilmington, New York (USA)",United States,80557,157 cm / 57 kg,"Lake Placid Speed Skating Club, Lake Placid (USA)",Jean,,,,,
1968 Winter Olympics,Female,"Suzanne Stevia ""Suzy""•Chaffee",Suzy•Chaffee,"29 November 1946 in Rutland, Vermont (USA)",,United States,80808,173 cm / 63 kg,"Mammoth Mountain Ski Club, Mammoth Lakes (USA)",Suzy Chapstick,,,,,
1976 Winter Olympics,Female,"Linda Lorraine ""Lindy""•Cochran (-Kelley)",Lindy•Cochran,"10 July 1953 in Richmond, Vermont (USA)",,United States,80864,162 cm / 54 kg,,,,,,,
1972 Winter Olympics,Female,Marilyn E.•Cochran (-Brown),Marilyn•Cochran,"7 February 1950 in Burlington, Vermont (USA)",,United States,80865,170 cm / 59 kg,Madonna Mountain Ski Club,,,,,,
1948 Winter Olympics,Female,"Rebecca Ann Fraser ""Becky""•Cremer",Becky•Cremer,"3 April 1924 in Woodstock, Vermont (USA)","20 April 2006 in Sonora, California (USA)",United States,80887,157 cm / 49 kg,"Sun Valley Ski Club, Sun Valley (USA)",,,,,,
1948 Winter Olympics; 1952 Winter Olympics; 1956 Winter Olympics,Female,Andrea Bario•Mead-Lawrence,Andrea•Mead-Lawrence,"19 April 1932 in Rutland, Vermont (USA)","30 March 2009 in Mammoth Lakes, California (USA)",United States,81799,173 cm / 59 kg,SC Amado Arizona/Pico Peak Ski Club,Andy,,,,,
1980 Winter Olympics,Female,"Elizabeth Barbara ""Beth""•Paxson",Beth•Paxson,"10 February 1960 in Burlington, Vermont (USA)",,United States,82049,160 cm / 48 kg,,,,,,,
1994 Winter Olympics; 1998 Winter Olympics,Female,Kerrin Ruland•Petty (-Nilsson),Kerrin•Petty,"6 January 1970 in Townshend, Vermont (USA)",,United States,82081,170 cm / 58 kg,"Idrottsförening Kamaterna Mora, SWE",,,,,,
1984 Winter Olympics,Female,Patricia•Ross,Patricia•Ross,"8 March 1959 in Middlebury, Vermont (USA)",,United States,82224,173 cm / 59 kg,,,,,,,
1976 Winter Olympics,Female,Leslie Lelete•Smith,Leslie•Smith,"16 September 1958 in Rutland, Vermont (USA)",,United States,82407,166 cm / 56 kg,,,,,,,
1988 Winter Olympics; 1992 Winter Olympics; 1994 Winter Olympics,Female,Leslie Ann•Thompson (-Hall),Leslie•Thompson,"9 September 1963 in Burlington, Vermont (USA)",,United States,82861,160 cm / 58 kg,,,,,,,
1992 Winter Olympics,Female,Brenda S.•White (-Smith),Brenda•White,"4 February 1966 in Burlington, Vermont (USA)",,United States,83036,173 cm / 59 kg,,,,,,,
1932 Winter Olympics; 1936 Winter Olympics,Male,"Edward Johnston ""Ed""•Blood",Ed•Blood,"15 August 1908 in Bradford, Vermont (USA)","13 June 1991 in Durham, New Hampshire (USA)",United States,84192,,"Lake Placid Ski Club, Lake Placid (USA)",,,,,,
1972 Winter Olympics; 1976 Winter Olympics; 1980 Winter Olympics; 1984 Winter Olympics,Male,"Timothy John ""Tim""•Caldwell",Tim•Caldwell,"4 February 1954 in Brattleboro, Vermont (USA)",,United States,84556,183 cm / 79 kg,"Putney Ski Club, Putney (USA)",,,,,,
1984 Winter Olympics; 1988 Winter Olympics,Male,"William Kellogg ""Bill""•Carow",Bill•Carow,"26 June 1958 in Brattleboro, Vermont (USA)",,United States,84622,180 cm / 68 kg,"Putney Ski Club, Putney (USA)",Willie,,,,,
1968 Winter Olympics; 1972 Winter Olympics,Male,"Frederick Stoddard ""Rick""•Chaffee, II",Rick•Chaffee,"10 January 1945 in Rutland, Vermont (USA)",,United States,84685,178 cm / 73 kg,"Denver Pioneers, Denver (USA)",,,,,,
1956 Winter Olympics; 1960 Winter Olympics; 1964 Winter Olympics; 1968 Winter Olympics,Male,"Lawrence Snow ""Larry""•Damon",Larry•Damon,"8 December 1933 in Burlington, Vermont (USA)",,United States,85002,180 cm / 75 kg,"UVM Outing Club, Burlington (USA)",,,,,,
1972 Winter Olympics,Male,Everett Allen•Dunklee,Everett•Dunklee,"24 October 1946 in Brattleboro, Vermont (USA)",,United States,85335,173 cm / 70 kg,"US Air Force, (USA)",,,,,,
1976 Winter Olympics; 1980 Winter Olympics,Male,"Stanley Richard ""Stan""•Dunklee",Stan•Dunklee,"14 August 1954 in Brattleboro, Vermont (USA)",,United States,85336,183 cm / 82 kg,,,,,,,
1976 Winter Olympics; 1980 Winter Olympics; 1984 Winter Olympics,Male,"James Barrett ""Jim""•Galanes",Jim•Galanes,"28 August 1956 in Brattleboro, Vermont (USA)",,United States,85913,185 cm / 77 kg,Brattleboro Outing Club,,,,,,
1988 Winter Olympics,Male,"Joseph Charles ""Joe""•Galanes",Joe•Galanes,"3 June 1965 in Brattleboro, Vermont (USA)",,United States,85914,180 cm / 70 kg,,,,,,,
1968 Winter Olympics; 1972 Winter Olympics,Male,"Robert Hawkes ""Bob""•Gray",Bob•Gray,"25 April 1939 in Brattleboro, Vermont (USA)",,United States,86203,180 cm / 75 kg,"Putney Ski Club, Putney (USA)",,,,,,
1984 Winter Olympics; 1988 Winter Olympics,Male,"Michael Harry ""Mike""•Holland",Mike•Holland,"9 December 1961 in Barre, Vermont (USA)",,United States,86720,180 cm / 69 kg,"Ford Sayre, Hanover (USA)",,,,,,
1964 Winter Olympics; 1968 Winter Olympics,Male,"William Winston ""Billy""•Kidd",Billy•Kidd,"13 April 1943 in Burlington, Vermont (USA)",,United States,87915,174 cm / 75 kg,"Mount Mansfield Ski Club, Stowe (USA)",,,,,,
1976 Winter Olympics; 1980 Winter Olympics; 1984 Winter Olympics; 1992 Winter Olympics,Male,"William Conrad ""Bill""•Koch",Bill•Koch,"7 June 1955 in Brattleboro, Vermont (USA)",,United States,88083,178 cm / 75 kg,"Putney Ski Club, Putney (USA)",Cokie,,,,,
1984 Winter Olympics; 1988 Winter Olympics,Male,"Douglas Grey ""Doug""•Lewis",Doug•Lewis,"18 January 1964 in Middlebury, Vermont (USA)",,United States,89599,175 cm / 73 kg,"GMVS Ski Club, Waitsfield (USA)",,,,,,
1992 Winter Olympics,Male,"Charles Ford ""Chuck""•Martin",Chuck•Martin,"20 August 1967 in Rutland, Vermont (USA)",,United States,92165,180 cm / 75 kg,,,,,,,
1994 Winter Olympics,Male,Harper•Phillips,Harper•Phillips,"4 May 1973 in Burlington, Vermont (USA)",,United States,96412,,,,,,,,
1984 Winter Olympics; 1988 Winter Olympics,Male,"Gale H. ""Tiger""•Shaw, III",Tiger•Shaw,"24 August 1961 in Burlington, Vermont (USA)",,United States,97473,180 cm / 79 kg,"Mount Mansfield Ski Club, Stowe (USA)",,,,,,
1998 Winter Olympics; 2002 Winter Olympics,Male,Ross Gerard•Powers,Ross•Powers,"10 February 1979 in Bennington, Vermont (USA)",,United States,99683,178 cm / 81 kg,,,,,,,
1998 Winter Olympics,Female,"Elizabeth Hard ""Betsy""•Shaw (-McKenzie)",Betsy•Shaw,"20 December 1965 in Bennington, Vermont (USA)",,United States,99770,173 cm / 68 kg,,,,,,,
1998 Winter Olympics,Male,Dino•Felicetti,Dino•Felicetti,"22 December 1970 in Burlington, Vermont (USA)",,Italy,100622,186 cm / 84 kg,"ESV Kaufbeuren, Kaufbeuren (GER)",,,,,,
1998 Winter Olympics; 2002 Winter Olympics,Male,John Clark•LeClair,John•LeClair,"5 July 1969 in St. Albans, Vermont (USA)",,United States,100720,190 cm / 104 kg,"Philadelphia Flyers, Philadelphia (USA)",,,,,,
2002 Winter Olympics,Female,Kristina Caroline•Joder,Kristina•Joder,"11 July 1978 in Springfield, Vermont (USA)",,United States,101010,157 cm / 50 kg,Subaru Factory Team,,,,,,
2002 Winter Olympics,Male,Travis Lawton•Redman,Lawton•Redman,"14 June 1976 in Middlebury, Vermont (USA)",,United States,101375,165 cm / 64 kg,,,,,,,
2006 Winter Olympics; 2010 Winter Olympics; 2014 Winter Olympics,Female,Hannah Lee•Teter,Hannah•Teter,"27 January 1987 in Belmont, Vermont (USA)",,United States,109966,170 cm / 60 kg,,,,,,,
2006 Winter Olympics; 2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics,Male,"Andrew Kelley ""Andy""•Newell",Andy•Newell,"30 November 1983 in Bennington, Vermont (USA)",,United States,110080,178 cm / 71 kg,Stratton Mountain School,,,,,,
2006 Winter Olympics; 2010 Winter Olympics,Male,"James Michael ""Jimmy""•Cochran",Jimmy•Cochran,"29 May 1981 in Burlington, Vermont (USA)",,United States,111040,183 cm / 82 kg,"Mount Mansfield Ski Club, Stowe (USA)",,,,,,
2010 Winter Olympics,Female,Chelsea•Marshall,Chelsea•Marshall,"14 August 1986 in Randolph, Vermont (USA)",,United States,118339,165 cm / 75 kg,"GMVS Ski Club, Waitsfield (USA)",,,,,,
2010 Winter Olympics; 2014 Winter Olympics; 2018 Winter Olympics,Female,"Elizabeth ""Liz""•Stephen",Liz•Stephen,"12 January 1987 in East Montpelier, Vermont (USA)",,United States,118797,157 cm / 48 kg,"Westminster College Griffins, Salt Lake City (USA) / Burke Mountain Academy, East Burke (USA)",,,,,,
2010 Winter Olympics; 2014 Winter Olympics,Male,"Nicholas ""Nick""•Alexander",Nick•Alexander,"24 August 1988 in Brattleboro, Vermont (USA)",,United States,119534,180 cm / 64 kg,Lebanon Outing Club,Zander,,,,,
2014 Winter Olympics,Female,Andrea•Davidovich,Andrea•Davidovich,"24 March 1997 in Andover, Vermont (USA)",,Israel,127907,152 cm,IISF,Anya,,,,אנדריאה•דוידוביץ',
2014 Winter Olympics,Female,Hannah•Dreissigacker,Hannah•Dreissigacker,"12 February 1986 in Morrisville, Vermont (USA)",,United States,128676,170 cm / 59 kg,,,,,,,
2014 Winter Olympics; 2018 Winter Olympics; 2022 Winter Olympics,Female,Susan Krista•Dunklee,Susan•Dunklee,"13 February 1986 in Newport, Vermont (USA)",,United States,128677,170 cm / 64 kg,Craftsbury Green Racing Project (USA),,,,,,
