Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Winter Olympics,Female,Caryn Jami•Kadavy,Caryn•Kadavy,"9 December 1967 in Erie, Pennsylvania (USA)",,United States,81433,162 cm / 51 kg,,,,,,,
1988 Winter Olympics,Female,Suzanne Marie•Semanick,Suzanne•Semanick,"18 May 1967 in Bridgeville, Pennsylvania (USA)",,United States,82349,157 cm / 48 kg,"University of Delaware FSC, Newark (USA)",,,,,,
1932 Winter Olympics,Male,"John Peale ""Johnny""•Bent",Johnny•Bent,"5 August 1908 in Eagles Mere, Pennsylvania (USA)","5 June 2004 in Lake Forest, Illinois (USA)",United States,84006,67 kg,"Yale Bulldogs, New Haven (USA)",Pleasure,,,,,
1956 Winter Olympics,Male,"William Longstreth ""Bill""•Dodge",Bill•Dodge,"7 January 1925 in Chestnut Hill, Pennsylvania (USA)","7 July 1987 in Paoli, Pennsylvania (USA)",United States,85239,,,,,,,,
1932 Winter Olympics,Male,"Gerard•Hallock, III",Gerard•Hallock,"4 June 1905 in Pottstown, Pennsylvania (USA)","26 May 1996 in Essex, Connecticut (USA)",United States,86403,70 kg,"Princeton Tigers, Princeton (USA)",Buzz,,,,,
1960 Winter Olympics,Male,Gustav Einar•Hanson,Gustav•Hanson,"8 August 1934 in Honesdale, Pennsylvania (USA)","1 April 2019 in Snoqualmie, Washington (USA)",United States,86449,,,,,,,,
1948 Winter Olympics,Male,"Stephen P. ""Steve""•Knowlton",Steve•Knowlton,"3 August 1922 in Pittsburgh, Pennsylvania (USA)","1 October 1998 in Denver, Colorado (USA)",United States,88067,178 cm / 76 kg,"Aspen Ski Club, Aspen (USA)",,,,,,
1964 Winter Olympics,Male,Thomas Jeffrey•Litz,Thomas•Litz,"14 March 1945 in Allentown, Pennsylvania (USA)",,United States,89684,174 cm / 64 kg,Hershey Figure Skating Club,,,,,,
1928 Winter Olympics,Male,Geoffrey Travers•Mason,Geoffrey•Mason,"13 May 1902 in Philadelphia, Pennsylvania (USA)","5 January 1987 in East Providence, Rhode Island (USA)",United States,95211,,"Albert-Ludwigs-Universität Freiburg, Freiburg im Breisgau (GER)",,,,,,
1972 Winter Olympics,Male,"Gordon Riley ""Gordie""•McKellen, Jr.","Gordie•McKellen, Jr.","26 August 1953 in Reading, Pennsylvania (USA)",,United States,95318,160 cm / 65 kg,Lake Placid Skating Club,,,,,,
1988 Winter Olympics; 1998 Winter Olympics; 2002 Winter Olympics,Male,"Michael Thomas ""Mike""•Richter",Mike•Richter,"22 September 1966 in Abington, Pennsylvania (USA)",,United States,96840,180 cm / 84 kg,"Wisconsin Badgers, Madison (USA) / New York Rangers, New York (USA)",,,,,,
1956 Winter Olympics,Male,"Ronald Frederick ""Ronnie""•Robertson",Ronnie•Robertson,"25 September 1937 in Brackenridge, Pennsylvania (USA)","4 February 2000 in Irvine, California (USA)",United States,96896,,,,,,,,
1980 Winter Olympics; 1984 Winter Olympics,Male,Michael•Seibert,Michael•Seibert,"1 January 1960 in Pittsburgh, Pennsylvania (USA)",,United States,97402,178 cm / 66 kg,"Pittsburgh FSC, Pittsburgh (USA)",,,,,,
1998 Winter Olympics,Male,Britt•Swartley,Britt•Swartley,"3 August 1971 in Lansdale, Pennsylvania (USA)",,United States,99799,178 cm / 73 kg,,,,,,,
1998 Winter Olympics,Female,Tara Kristen•Lipinski (-Kapostasy),Tara•Lipinski,"10 June 1982 in Philadelphia, Pennsylvania (USA)",,United States,100122,147 cm / 36 kg,"Detroit Skating Club, Bloomfield Hills (USA)",,,,,,
2002 Winter Olympics,Male,Alexander•Douglas Penna,Alexander•Penna,"15 June 1974 in Philadelphia, Pennsylvania (USA)",,Brazil,101841,174 cm / 72 kg,,,,,,,
2014 Winter Olympics,Female,Lauryn Chenet•Williams,Lauryn•Williams,"11 September 1983 in Pittsburgh, Pennsylvania (USA)",,United States,104900,160 cm / 67 kg,"Nike, Beaverton (USA)",Wildebeest,,,,,
2002 Winter Olympics; 2006 Winter Olympics; 2010 Winter Olympics,Female,Allison•Baver,Allison•Baver,"11 August 1980 in Reading, Pennsylvania (USA)",,United States,109929,160 cm / 57 kg,"Penn State Nittany Lions, State College (USA)",,,,,,
2006 Winter Olympics; 2010 Winter Olympics,Male,"John Garvin ""Johnny""•Weir (-Voronov)",Johnny•Weir,"2 July 1984 in Coatesville, Pennsylvania (USA)",,United States,110134,175 cm / 63 kg,"Skating Club of New York, New York (USA)",,,,,,
2006 Winter Olympics; 2010 Winter Olympics,Male,Eric A.•Bernotas,Eric•Bernotas,"5 August 1971 in West Chester, Pennsylvania (USA)",,United States,110438,180 cm / 82 kg,"West Virginia Mountaineers, Morgantown (USA)",,,,,,
2006 Winter Olympics,Female,Jamie•Silverstein,Jamie•Silverstein,"23 December 1983 in Pittsburgh, Pennsylvania (USA)",,United States,110717,160 cm / 46 kg,"AFSC, Canton, Michigan (USA)",,,,,,
2010 Winter Olympics,Female,Karen•Thatcher,Karen•Thatcher,"29 February 1984 in Bryn Mawr, Pennsylvania (USA)",,United States,119255,174 cm / 71 kg,"Providence Friars, Providence (USA)",,,,,,
