Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1984 Summer Olympics; 1988 Summer Olympics,Male,"Carl Terence ""Terry""•White",Terry•White,"15 October 1955 in Peru, Vermont (USA)",,United States,11169,175 cm / 74 kg,"Middlebury College Panthers, Middlebury (USA)",,,,,,
1992 Summer Olympics,Female,Serena•Eddy-Moulton,Serena•Eddy-Moulton,"20 May 1964 in Burlington, Vermont (USA)",,United States,40452,181 cm / 79 kg,,,,,,,
1988 Summer Olympics; 1992 Summer Olympics; 1996 Summer Olympics,Male,"William Douglas ""Doug""•Burden",Doug•Burden,"29 July 1965 in Rutland, Vermont (USA)",,United States,40569,195 cm / 89 kg,"Potomac BC, Washington (USA)",,,,,,
1928 Summer Olympics,Male,Allerton•Cushman,Allerton•Cushman,"27 July 1907 in Fort Ethan Allen, Vermont (USA)","25 October 2006 in Scottsdale, Arizona (USA)",United States,40601,186 cm / 77 kg,"Harvard Crimson, Cambridge (USA)",,,,,,
1988 Summer Olympics,Male,Michael Wayne•Jacques,Michael•Jacques,"3 January 1961 in St. Albans, Vermont (USA)",,United States,56990,160 cm / 75 kg,Team South,,,,,,
1992 Summer Olympics,Female,Judi Anne•St. Hilaire (-Coogan),Judi•St. Hilaire,"5 September 1959 in St. Johnsbury, Vermont (USA)",,United States,77978,172 cm / 52 kg,"Nike, Beaverton (USA)",,,,,,
1924 Summer Olympics,Male,Norman Frederick•Anderson,Norman•Anderson,"17 March 1902 in Barre, Vermont (USA)","7 March 1978 in Los Angeles, California (USA)",United States,78042,183 cm / 97 kg,"USC Trojans, Los Angeles (USA)",,,,,,
1932 Summer Olympics,Male,"Arthur Francis ""Frank""•Crowley",Frank•Crowley,"21 May 1909 in Proctor, Vermont (USA)","13 April 1980 in Clarkston, Michigan (USA)",United States,78282,179 cm / 70 kg,"NYAC, New York (USA)",,,,,,
2008 Summer Olympics; 2012 Summer Olympics,Male,Andrew•Wheating,Andrew•Wheating,"21 November 1987 in Norwich, Vermont (USA)",,United States,115323,196 cm / 82 kg,"Oregon Ducks, Eugene (USA) / Oregon Track Club, Eugene (USA)",,,,,,
2016 Summer Olympics,Female,Laura•Graves,Laura•Graves,"22 July 1987 in Burlington, Vermont (USA)",,United States,132079,173 cm / 55 kg,"Crossties LLC [Apopka, FL, USA]",,,,,,
2024 Summer Olympics,Male,"William ""Billy""•Bender",Billy•Bender,"9 June 2001 in Norwich, Vermont (USA)",,United States,153866,,Dartmouth College,,,,,,
