Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Summer Olympics,Male,Robert Arthur•Seguso,Robert•Seguso,"1 May 1963 in Minneapolis, Minnesota (USA)",,United States,2787,191 cm / 82 kg,,,,,,,
1996 Summer Olympics,Male,"Kristin James ""Kris""•Benson",Kris•Benson,"7 November 1974 in Duluth, Minnesota (USA)",,United States,3222,193 cm / 85 kg,"Clemson Tigers, Clemson (USA)",,,,,,
1924 Summer Olympics,Male,Edgar Norman•Christensen,Edgar•Christensen,"13 April 1905 in Minneapolis, Minnesota (USA)","13 July 1977 in Oslo, Oslo (NOR)",Norway,4823,,"IF Ørnulf, Oslo (NOR)",,,,,,
1972 Summer Olympics; 1980 Summer Olympics,Male,Wayne Donald•Brabender Cole,Wayne•Brabender,"16 October 1945 in Montevideo, Minnesota (USA)",,Spain,5778,193 cm / 76 kg,"Real Madrid, Madrid (ESP)",,,,,,
1968 Summer Olympics,Male,John Richard•Clawson,John•Clawson,"15 May 1944 in Duluth, Minnesota (USA)",15 December 2018,United States,5894,193 cm / 91 kg,"US Army, (USA)",,,,,,
1956 Summer Olympics; 1960 Summer Olympics,Male,"Burdette Eliele ""Burdie""•Haldorson",Burdie•Haldorson,"12 January 1934 in Austin, Minnesota (USA)","13 October 2023 in Colorado Springs, Colorado (USA)",United States,6244,206 cm / 102 kg,"Phillips 66ers, Bartlesville (USA)",,,,,,
1972 Summer Olympics,Male,Duane David•Bobick,Duane•Bobick,"24 August 1950 in Bowlus, Minnesota (USA)",,United States,8621,190 cm / 94 kg,"US Navy, (USA)",,,,,,
1964 Summer Olympics,Male,"Robert Henry ""Bob""•Christopherson",Bob•Christopherson,"7 October 1936 in Finlayson, Minnesota (USA)",,United States,8641,183 cm / 80 kg,"US Air Force, (USA)",,,,,,
1924 Summer Olympics,Male,"Raymond John ""Ray""•Fee",Ray•Fee,"12 January 1903 in Saint Paul, Minnesota (USA)","2 June 1983 in Collier County, Florida (USA)",United States,8664,,"Olympic Club, San Francisco (USA)",,,,,,
1988 Summer Olympics,Male,Arthur Anthony•Johnson,Arthur•Johnson,"16 February 1966 in Minneapolis, Minnesota (USA)",,United States,8697,170 cm / 51 kg,"Minnesota Golden Gophers, Saint Paul (USA)",Flash,,,,,
1972 Summer Olympics; 1976 Summer Olympics,Male,Angus Gault•Morrison,Angus•Morrison,"11 March 1952 in Minneapolis, Minnesota (USA)",,United States,11134,189 cm / 91 kg,"Williams College, Williamstown (USA)",,,,,,
1972 Summer Olympics,Male,Philip Roy•Rogosheske,Philip•Rogosheske,"13 September 1944 in St. Cloud, Minnesota (USA)",,United States,11147,182 cm / 75 kg,"Potomac BC, Washington (USA)",,,,,,
1968 Summer Olympics,Male,"David Liddell ""Dave""•Brink",Dave•Brink,"25 November 1947 in Saint Paul, Minnesota (USA)",29 June 2019,United States,13716,186 cm / 77 kg,"Berkeley Wheelmen/University of California, Berkeley",,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics,Female,Briana Collette•Scurry,Briana•Scurry,"7 September 1971 in Minneapolis, Minnesota (USA)",,United States,27685,175 cm / 68 kg,University of Massachusetts/Atlanta Beat,,,,,,
1992 Summer Olympics,Male,"Manuel Francisco ""Manny""•Lagos",Manny•Lagos,"11 June 1971 in Saint Paul, Minnesota (USA)",,United States,27776,183 cm / 75 kg,"UW-Milwaukee Panthers, Milwaukee (USA)",,,,,,
1976 Summer Olympics,Female,Colleen Mary•Casey (-Shields),Colleen•Casey,"3 November 1959 in Saint Paul, Minnesota (USA)",,United States,29230,156 cm / 41 kg,St. Paul Turners,,,,,,
1932 Summer Olympics,Male,"Thomas Francis ""Tom""•Connolly, Jr.",Tom•Connolly,"24 October 1909 in Saint Paul, Minnesota (USA)","24 May 1996 in Holland, Michigan (USA)",United States,31302,,"US Naval Academy, Annapolis (USA)",,,,,,
1996 Summer Olympics,Female,Tami Lyn•Jameson,Tami•Jameson,"13 April 1968 in Minneapolis, Minnesota (USA)",,United States,32939,180 cm / 77 kg,"Colorado Springs Stars, Colorado Springs (USA)",,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Female,Toni Lee•Jameson (-Hall),Toni•Jameson,"13 April 1968 in Minneapolis, Minnesota (USA)",,United States,32940,180 cm / 75 kg,"Colorado Springs Stars, Colorado Springs (USA)",,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Female,Dannette Martin•Leininger,Dannette•Leininger,"6 June 1963 in Bloomington, Minnesota (USA)",,United States,32943,167 cm / 59 kg,,,,,,,
1988 Summer Olympics; 1992 Summer Olympics; 1996 Summer Olympics,Female,Carol Ann•Peterka,Carol•Peterka,"23 December 1963 in Little Falls, Minnesota (USA)",,United States,32948,180 cm / 70 kg,,,,,,,
1936 Summer Olympics,Male,"Charles Frederick•Leonard, Jr.",Charles•Leonard,"23 February 1913 in Fort Snelling, Minnesota (USA)","18 February 2006 in Fort Belvoir, Virginia (USA)",United States,35155,,"US Army, (USA)",,,,,,
1988 Summer Olympics; 1992 Summer Olympics,Female,Alison•Townley,Alison•Townley,"6 September 1965 in Minneapolis, Minnesota (USA)",,United States,40520,178 cm / 73 kg,,,,,,,
1924 Summer Olympics,Male,Leonard Griswold•Carpenter,Leonard•Carpenter,"28 July 1902 in Minneapolis, Minnesota (USA)","15 May 1994 in Minneapolis, Minnesota (USA)",United States,40577,187 cm,"Yale Bulldogs, New Haven (USA)",,,,,,
1968 Summer Olympics; 1976 Summer Olympics,Male,John DeStefani•Hartigan,John•Hartigan,"28 February 1940 in Minneapolis, Minnesota (USA)","1 June 2020 in East Norriton Township, Pennsylvania (USA)",United States,40690,157 cm / 52 kg,"Vesper Boat Club, Philadelphia (USA)",,,,,,
1976 Summer Olympics,Male,Lawrence Joseph•Klecatsky,Lawrence•Klecatsky,"11 August 1941 in South St. Paul, Minnesota (USA)","13 December 2018 in Sarasota, Florida (USA)",United States,40742,180 cm / 68 kg,"NYAC, New York (USA)",,,,,,
1988 Summer Olympics,Male,David Matthew “Dave”•Krmpotich,Dave•Krmpotich,"20 April 1955 in Duluth, Minnesota (USA)",,United States,40747,195 cm / 93 kg,,,,,,,
1924 Summer Olympics,Male,"Alfred Damon ""Al""•Lindley",Al•Lindley,"20 January 1904 in Minneapolis, Minnesota (USA)","22 February 1951 in Paxton, Nebraska (USA)",United States,40752,187 cm,"Yale Bulldogs, New Haven (USA)",,,,,,
1924 Summer Olympics,Male,"Alfred Mayo ""Al""•Wilson",Al•Wilson,"31 December 1903 in Minneapolis, Minnesota (USA)","27 October 1989 in Vineyard Haven, Massachusetts (USA)",United States,40934,184 cm,"Yale Bulldogs, New Haven (USA)",,,,,,
1976 Summer Olympics,Male,Russell Burt•Johnson,Russell•Johnson,"21 February 1920 in Minneapolis, Minnesota (USA)",14 September 1991,United States Virgin Islands,42912,175 cm / 68 kg,,,,,,,
1956 Summer Olympics,Male,"John Herbert•Beaumont, Jr.",John•Beaumont,"7 January 1924 in Minneapolis, Minnesota (USA)","19 September 2000 in Honolulu, Hawaii (USA)",United States,44613,193 cm / 105 kg,Hawaii National Guard Gun Club,,,,,,
1988 Summer Olympics,Male,"Daniel Donald ""Dan""•Durben",Dan•Durben,"2 April 1959 in Saint Paul, Minnesota (USA)",,United States,44649,172 cm / 68 kg,"Arizona Wildcats, Tucson (USA)",,,,,,
1968 Summer Olympics; 1972 Summer Olympics,Male,"James Henderson ""Jim""•McNally",Jim•McNally,"5 July 1931 in Duluth, Minnesota (USA)","12 January 2018 in Mesquite, Texas (USA)",United States,44720,183 cm / 95 kg,"US Army, (USA)",,,,,,
1948 Summer Olympics; 1952 Summer Olympics,Male,Emmett Oscar•Swanson,Emmett•Swanson,"17 February 1906 in Minneapolis, Minnesota (USA)","10 December 1968 in Minneapolis, Minnesota (USA)",United States,44774,,,Doc,,,,,
1924 Summer Olympics,Male,William John•Whaling,William•Whaling,"26 February 1894 in St. Cloud, Minnesota (USA)","20 November 1989 in Philadelphia, Pennsylvania (USA)",United States,44790,,"US Marine Corps, (USA)",,,,,,
1972 Summer Olympics,Female,"Kathleen Mary ""Kathy""•Rollo (-Seaman)",Kathy•Rollo,"30 October 1951 in Warroad, Minnesota (USA)",,Canada,45866,167 cm / 51 kg,,,,,,,
1988 Summer Olympics; 1992 Summer Olympics,Male,Darren Thomas•Ward,Darren•Ward,"2 December 1968 in Duluth, Minnesota (USA)",,Canada,46044,187 cm / 83 kg,"Calgary Dinos, Calgary (CAN)",,,,,,
1984 Summer Olympics,Female,Tracy Ann•Caulkins (-Stockwell),Tracy•Caulkins,"11 January 1963 in Winona, Minnesota (USA)",,United States,50983,175 cm / 60 kg,"Florida Gators, Gainesville (USA) / Nashville Aquatic Club, Nashville (USA)",,,,,,
1932 Summer Olympics; 1936 Summer Olympics,Female,Anne Barbara•Govednik (-Van Steinburg),Anne•Govednik,"21 July 1916 in Chisholm, Minnesota (USA)","6 August 1985 in Duluth, Minnesota (USA)",United States,51034,163 cm / 45 kg,Chisholm High School (MN),,,,,,
1988 Summer Olympics,Female,"Katrina Diane ""Trina""•Radke (-Gerry)",Trina•Radke,"17 December 1970 in ?, Minnesota (USA)",,United States,51159,170 cm / 62 kg,"California Golden Bears, Berkeley (USA)",,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Female,Susan Gerard•Rapp (-von der Lippe),Susan•Rapp,"5 July 1965 in Eden Prairie, Minnesota (USA)",,United States,51163,178 cm / 66 kg,"Stanford Cardinal, Stanford (USA)",,,,,,
1972 Summer Olympics,Male,Craig Howard•Lincoln,Craig•Lincoln,"7 October 1950 in Minneapolis, Minnesota (USA)",,United States,51464,183 cm / 75 kg,Gopher Diving Club,,,,,,
1964 Summer Olympics,Male,"Virgil William ""Virg""•Luken",Virg•Luken,"12 September 1942 in Minneapolis, Minnesota (USA)","10 June 2023 in Minnetonka, Minnesota (USA)",United States,51469,175 cm / 82 kg,"Minnesota Golden Gophers, Saint Paul (USA)",,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics,Male,"Thomas Andrew ""Tom""•Malchow",Tom•Malchow,"18 August 1976 in Saint Paul, Minnesota (USA)",,United States,51474,198 cm / 86 kg,Club Wolverine,,,,,,
1932 Summer Olympics,Male,"Edwin Janney•Moles, Jr.",Edwin•Moles,"13 December 1908 in Minneapolis, Minnesota (USA)","16 July 1969 in Ramsey County, Minnesota (USA)",United States,51493,185 cm / 82 kg,"NYAC, New York (USA)",,,,,,
1996 Summer Olympics,Female,"Debra Lynn ""Deb""•Richardson (Luker-)",Deb•Richardson,"17 February 1961 in Minneapolis, Minnesota (USA)",,United States,51966,185 cm,,,,,,,
1956 Summer Olympics; 1960 Summer Olympics,Male,"Robert Martin ""Bob""•Horn",Bob•Horn,"1 November 1931 in Minneapolis, Minnesota (USA)",11 January 2019,United States,54933,190 cm / 84 kg,Southern California Water Polo Club,,,,,,
1976 Summer Olympics,Male,Gary Joseph•Alexander,Gary•Alexander,"10 February 1944 in Minneapolis, Minnesota (USA)",,United States,60559,165 cm / 62 kg,"Minnesota Wrestling Club, (USA)",,,,,,
1976 Summer Olympics; 1984 Summer Olympics,Male,"Daniel Christie ""Dan""•Chandler",Dan•Chandler,"29 November 1951 in Minneapolis, Minnesota (USA)",,United States,60594,185 cm / 82 kg,Haddad Wrestling Club,,,,,,
1976 Summer Olympics,Male,James Evan•Johnson,James•Johnson,"7 April 1954 in Cokato, Minnesota (USA)",,United States,60673,186 cm / 90 kg,"Minnesota Golden Gophers, Saint Paul (USA)",,,,,,
1968 Summer Olympics,Male,Larry Dale•Lyden,Larry•Lyden,"11 November 1943 in Minneapolis, Minnesota (USA)",,United States,60695,175 cm / 78 kg,"Minnesota Wrestling Club, (USA)",,,,,,
1976 Summer Olympics,Male,"Patrick Joel ""Pat""•Marcy",Pat•Marcy,"6 October 1950 in Minneapolis, Minnesota (USA)",,United States,60699,172 cm / 68 kg,"Minnesota Wrestling Club, (USA)",,,,,,
1984 Summer Olympics,Male,"James Michael ""Jim""•Martinez",Jim•Martinez,"14 November 1958 in Osseo, Minnesota (USA)",,United States,60700,167 cm / 71 kg,"Minnesota Wrestling Club, (USA)",,,,,,
