Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1992 Summer Olympics,Male,"William Edward ""Willie""•Adams",Willie•Adams,"8 October 1972 in Gallup, New Mexico (USA)",,United States,3219,198 cm / 93 kg,"Stanford Cardinal, Stanford (USA)",,,,,,
1976 Summer Olympics,Male,Anastacio•Reyes,Anastacio•Reyes,"19 November 1949 in Las Cruces, New Mexico (USA)",,Mexico,6944,198 cm / 88 kg,,Chito,,,,,
1996 Summer Olympics,Male,Kent A.•Bostick,Kent•Bostick,"27 June 1953 in Corrales, New Mexico (USA)",,United States,13688,,Shaklee,,,,,,
1956 Summer Olympics; 1960 Summer Olympics,Male,"Rex Richard ""Dick""•Dyer",Dick•Dyer,"28 December 1929 in Santa Fe, New Mexico (USA)","4 November 2004 in Bryn Mawr, Pennsylvania (USA)",United States,23698,195 cm / 92 kg,"Salle Csiszar, Philadelphia (USA)",,,,,,
1924 Summer Olympics,Male,Edwin Gaines•Fullinwider,Edwin•Fullinwider,"11 December 1900 in Raton, New Mexico (USA)","8 February 1982 in Washington, District of Columbia (USA)",United States,23707,,"US Naval Academy, Annapolis (USA)",,,,,,
1992 Summer Olympics,Male,Trent•Dimas,Trent•Dimas,"10 November 1970 in Albuquerque, New Mexico (USA)",,United States,31313,172 cm / 68 kg,Gold Cup Gymnastics,,,,,,
1996 Summer Olympics,Male,"Albert ""Chainey""•Umphrey",Chainey•Umphrey,"2 August 1970 in Albuquerque, New Mexico (USA)",,United States,31462,,"UCLA Bruins, Los Angeles (USA)",,,,,,
1956 Summer Olympics,Male,Jose Armando•Vega,Armando•Vega,"24 October 1935 in Hurley, New Mexico (USA)",,United States,31463,167 cm / 64 kg,"Los Angeles Turners, Los Angeles (USA)",,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Male,John Richard•Terwilliger,John•Terwilliger,"14 December 1957 in Albuquerque, New Mexico (USA)",,United States,40901,195 cm / 91 kg,CRASH-B,Lurch,,,,,
1972 Summer Olympics,Female,"Catherine L. ""Cathy""•Carr (-West)",Cathy•Carr,"27 May 1954 in Albuquerque, New Mexico (USA)",,United States,50982,170 cm / 52 kg,"Coronado Navy SA, Coronado (USA)",,,,,,
1972 Summer Olympics; 1976 Summer Olympics,Female,"Janet•Ely (-Thorburn, -Lagourgue)",Janet•Ely,"12 September 1953 in Albuquerque, New Mexico (USA)",,United States,51013,163 cm / 54 kg,Bryan Robbins Divers' Club,,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Male,Townsend•Saunders,Townsend•Saunders,"20 April 1967 in White Sands, New Mexico (USA)",,United States,60752,165 cm / 68 kg,"Sunkist Kids Wrestling Club, Scottsdale (USA)",,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Female,Carol Therese•Cady,Carol•Cady,"6 June 1962 in Los Alamos, New Mexico (USA)",,United States,77780,169 cm / 79 kg,"Puma and Energizer Track Club, Santa Monica (USA)",,,,,,
1992 Summer Olympics,Female,Carla Sue•Garrett,Carla•Garrett,"31 July 1967 in Albuquerque, New Mexico (USA)",,United States,77839,186 cm / 60 kg,"Nike Coast Track Club, (USA)",,,,,,
1956 Summer Olympics,Male,"Benjamin Benito ""Benny""•Garcia",Benny•Garcia,"31 July 1933 in La Luz, New Mexico (USA)","13 February 2015 in Phoenix, Arizona (USA)",United States,78436,180 cm / 86 kg,"US Navy, (USA)",,,,,,
1960 Summer Olympics; 1964 Summer Olympics; 1968 Summer Olympics; 1972 Summer Olympics,Male,George L.•Young,George•Young,"24 July 1937 in Roswell, New Mexico (USA)","8 November 2022 in Casa Grande, New Mexico (USA)",United States,79227,175 cm / 67 kg,"NAU Lumberjacks, Flagstaff (USA)",,,,,,
1976 Summer Olympics; 1984 Summer Olympics,Male,David•Gilman,David•Gilman,"6 December 1954 in Roswell, New Mexico (USA)",,United States,86071,186 cm / 75 kg,California Republic/U. S. Army,,,,,,
2000 Summer Olympics; 2004 Summer Olympics,Female,Shelia R.•Burrell,Shelia•Burrell,"15 January 1972 in Albuquerque, New Mexico (USA)",,United States,89103,173 cm / 64 kg,"Nike, Beaverton (USA)",,,,,,
2008 Summer Olympics,Male,"Joseph ""Joey""•Hagerty",Joey•Hagerty,"19 April 1982 in Albuquerque, New Mexico (USA)",,United States,111937,163 cm / 61 kg,U.S. Olympic Training Center,,,,,,
2008 Summer Olympics,Male,"Christopher ""Chris""•Estrada",Chris•Estrada,"14 February 1983 in Hobbs, New Mexico (USA)",,United States,116830,168 cm / 66 kg,"Trampoline and Tumbling Express gym, Lafayette / US Olympic Training Centre",,,,,,
2012 Summer Olympics; 2016 Summer Olympics,Male,Jarrin•Solomon,Jarrin•Solomon,"11 January 1986 in Albuquerque, New Mexico (USA)",,Trinidad and Tobago,125969,165 cm / 73 kg,Memphis Pioneers [Trinidad and Tobago],,,,,,
2012 Summer Olympics,Female,Micah•Lawrence (-Sumrall),Micah•Lawrence,"20 July 1990 in Las Cruces, New Mexico (USA)",,United States,126651,183 cm / 66 kg,"Auburn Tigers, Auburn, Alabama (USA)",,,,,,
2016 Summer Olympics,Female,Gerina Michelle•Piller (Mendoza-),Gerina•Piller,"29 March 1985 in Roswell, New Mexico (USA)",,United States,132095,170 cm / 65 kg,,,,,,,
2016 Summer Olympics,Male,"Shawnacy Campbell ""Shawn""•Barber",Shawn•Barber,"27 May 1994 in Las Cruces, New Mexico (USA)",,Canada,133022,187 cm / 82 kg,"University of Akron, USA",,,,,,
2016 Summer Olympics,Male,Brent•Bookwalter,Brent•Bookwalter,"16 February 1984 in Albuquerque, New Mexico (USA)",,United States,136294,181 cm / 68 kg,BMC Racing [Switzerland],,,,,,
2016 Summer Olympics,Male,Nathan•Schrimsher,Nathan•Schrimsher,"22 May 1992 in Roswell, New Mexico (USA)",,United States,136313,188 cm / 79 kg,,,,,,,
2020 Summer Olympics,Female,Anika•Apostalon,Anika•Apostalon,"9 February 1995 in Albuquerque, New Mexico (USA)",,Czechia,142064,,"USC Trojans, Los Angeles (USA)",Annie,,,,,
2020 Summer Olympics,Female,Andrea•Howard,Andrea•Howard,"12 January 1999 in Albuquerque, New Mexico (USA)",,Italy,144084,168 cm,,,,,,,
2020 Summer Olympics; 2024 Summer Olympics,Female,Mariah•Duran,Mariah•Duran,"14 December 1996 in Albuquerque, New Mexico (USA)",,United States,147249,,,,,,,,
2020 Summer Olympics; 2024 Summer Olympics,Male,Christopher Hunnewell•Blevins,Christopher•Blevins,"14 March 1998 in Albuquerque, New Mexico (USA)",,United States,147407,185 cm,,,,,,,
2024 Summer Olympics,Female,Chase Foster•Jackson (Ealey-),Chase•Jackson,"20 July 1994 in Los Alamos, New Mexico (USA)",,United States,150611,,,,,,,,
