Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1996 Summer Olympics; 2000 Summer Olympics,Female,"Alice Ruth ""Ruthie""•Bolton-Holifield",Ruthie•Bolton-Holifield,"25 May 1967 in Lucedale, Mississippi (USA)",,United States,5152,173 cm / 68 kg,"Sacramento Monarchs, Sacramento (USA)",,,,,,
1988 Summer Olympics,Female,Jennifer•Gillom,Jennifer•Gillom,"13 June 1964 in Abbeville, Mississippi (USA)",,United States,5242,190 cm / 79 kg,"Deborah, Milano (ITA)",Grandmama,,,,,
1976 Summer Olympics,Female,"Lusia Mae ""Lucy""•Harris (-Stewart)",Lucy•Harris,"10 February 1955 in Minter City, Mississippi (USA)","18 January 2022 in Greenwood, Mississippi (USA)",United States,5263,189 cm / 82 kg,"Delta State University, Cleveland, Mississippi (USA)",,,,,,
1992 Summer Olympics,Female,Carolyn•Jones (-Young),Carolyn•Jones,"28 July 1969 in Bay Springs, Mississippi (USA)",,United States,5289,172 cm / 59 kg,"Auburn Tigers, Auburn, Alabama (USA)",,,,,,
1984 Summer Olympics,Female,Janice Faye•Lawrence (-Braxton),Janice•Lawrence,"7 June 1962 in Lucedale, Mississippi (USA)",,United States,5327,190 cm / 73 kg,"Louisiana Tech Lady Techsters, Ruston (USA)",,,,,,
1968 Summer Olympics,Male,Spencer•Haywood,Spencer•Haywood,"22 April 1949 in Silver City, Mississippi (USA)",,United States,6264,203 cm / 102 kg,"University of Detroit, Detroit (USA)",,,,,,
1988 Summer Olympics,Male,"Daniel Ricardo ""Danny""•Manning",Danny•Manning,"17 May 1966 in Hattiesburg, Mississippi (USA)",,United States,6589,208 cm / 104 kg,"Kansas Jayhawks, Lawrence (USA)",,,,,,
1948 Summer Olympics,Male,"Robert C. ""R. C.""•Pitts",R. C.•Pitts,"23 June 1919 in Pontotoc, Mississippi (USA)","29 October 2011 in Baton Rouge, Louisiana (USA)",United States,6876,195 cm / 91 kg,"Phillips 66ers, Bartlesville (USA)",,,,,,
1964 Summer Olympics,Male,George•Wilson,George•Wilson,"9 May 1942 in Meridian, Mississippi (USA)",29 July 2023,United States,7360,203 cm / 95 kg,"Cincinnati Bearcats, Cincinnati (USA)",Jif,,,,,
1960 Summer Olympics,Male,Quincey•Daniels,Quincey•Daniels,"4 August 1941 in Biloxi, Mississippi (USA)",,United States,8650,171 cm / 63 kg,"US Air Force, (USA)",,,,,,
1988 Summer Olympics,Male,Kennedy•McKinney,Kennedy•McKinney,"10 January 1966 in Hernando, Mississippi (USA)",,United States,8730,170 cm / 54 kg,"US Army, (USA)",The King,,,,,
1936 Summer Olympics,Male,"Arthur ""Art""•Oliver",Art•Oliver,"25 March 1911 in Edwards, Mississippi (USA)","1 June 1944 in Robertsdale, Hammond, Indiana (USA)",United States,8744,93 kg,"Savoy Athletic Club, Chicago (USA)",,,,,,
1932 Summer Olympics; 1936 Summer Olympics,Male,Gustave Marinius•Heiss,Gustave•Heiss,"4 November 1904 in Meridian, Mississippi (USA)","7 June 1982 in Arlington, Virginia (USA)",United States,23718,,"Fencers Club, New York (USA)",,,,,,
1972 Summer Olympics,Male,"Fletcher•Abram, Jr.","Fletcher•Abram, Jr.","12 December 1950 in Cary, Mississippi (USA)",,United States,32956,193 cm / 87 kg,"US Army, (USA)",,,,,,
1972 Summer Olympics,Male,"Rudolph ""Matt""•Matthews",Matt•Matthews,"7 November 1945 in Woodville, Mississippi (USA)",,United States,32999,183 cm / 77 kg,"US Army, (USA)",,,,,,
1964 Summer Olympics,Male,"David Archer ""Dave""•Kirkwood",Dave•Kirkwood,"20 September 1935 in Jackson, Mississippi (USA)",,United States,35153,183 cm / 82 kg,"US Air Force, (USA)",,,,,,
1988 Summer Olympics,Male,"Roderick M. ""Rod""•Fitz-Randolph, Jr.",Rod•Fitz-Randolph,"21 January 1959 in Starkville, Mississippi (USA)",,United States,44661,185 cm / 70 kg,University of South Florida College of Medicine,,,,,,
1956 Summer Olympics,Male,John Charles•Forman,John•Forman,"27 April 1925 in Jackson, Mississippi (USA)","24 February 1998 in Port Huron, Michigan (USA)",United States,44662,178 cm / 85 kg,U.S. Border Patrol,,,,,,
1972 Summer Olympics,Male,"Anthony Joseph ""Tony""•Rosetti",Tony•Rosetti,"11 December 1945 in Biloxi, Mississippi (USA)",,United States,44748,175 cm / 73 kg,University of Mississippi,,,,,,
1976 Summer Olympics,Male,John Charles•Satterwhite,John•Satterwhite,"2 December 1943 in Hattiesburg, Mississippi (USA)","21 August 2014 in Roseburg, Oregon (USA)",United States,44754,188 cm / 97 kg,"US Army, (USA)",,,,,,
1984 Summer Olympics,Female,Janna Wendy•Wyland (-VanDerWoude),Wendy•Wyland,"25 November 1964 in Jackson, Mississippi (USA)","27 September 2003 in Rochester, New York (USA)",United States,51247,159 cm / 50 kg,"Mission Viejo Nadadores, Mission Viejo (USA)",,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Male,Kevin George•Robertson,Kevin•Robertson,"2 February 1959 in Biloxi, Mississippi (USA)",,United States,54960,175 cm / 75 kg,"California Golden Bears, Berkeley (USA)",,,,,,
1976 Summer Olympics,Male,"Lee Roy•James, Jr.",Lee•James,"30 October 1953 in Gulfport, Mississippi (USA)","11 February 2023 in Raleigh, North Carolina (USA)",United States,56991,173 cm / 90 kg,"US Army, (USA)",,,,,,
1988 Summer Olympics,Male,"James Henry ""Pete""•Melvin",Pete•Melvin,"11 January 1962 in Jackson, Mississippi (USA)",,United States,62986,178 cm / 68 kg,,,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Female,Valerie Ann•Brisco-Hooks,Valerie•Brisco-Hooks,"6 July 1960 in Greenwood, Mississippi (USA)",,United States,77766,170 cm / 62 kg,Tiger World Class Athletic Club/West Coast Athletic Club,,,,,,
1968 Summer Olympics; 1972 Summer Olympics,Female,Barbara Ann•Ferrell (-Edmonson),Barbara•Ferrell,"28 July 1947 in Hattiesburg, Mississippi (USA)",,United States,77825,159 cm / 47 kg,"Los Angeles Mercurettes, Los Angeles (USA)",,,,,,
1968 Summer Olympics; 1972 Summer Olympics,Female,"Mildrette•Netter (-Bell, -Graves)",Mildrette•Netter,"16 June 1948 in Greenview, Mississippi (USA)",,United States,77926,158 cm / 51 kg,Alcorn A&M College,,,,,,
1948 Summer Olympics,Female,Emma•Reed (-Wright),Emma•Reed,"30 May 1925 in Redwood, Mississippi (USA)","4 April 2014 in Seattle, Washington (USA)",United States,77944,173 cm / 63 kg,"TSU Tigers, Nashville (USA)",,,,,,
1976 Summer Olympics,Female,Sherron Elaine•Walker (-Boyea),Sherron•Walker,"17 April 1956 in Meridian, Mississippi (USA)",,United States,77999,160 cm / 48 kg,"Falcon TC, Seattle (USA)",,,,,,
1956 Summer Olympics; 1960 Summer Olympics; 1964 Summer Olympics; 1968 Summer Olympics; 1972 Summer Olympics,Female,Willye Brown•White,Willye•White,"31 December 1939 in Money, Mississippi (USA)","6 February 2007 in Chicago, Illinois (USA)",United States,78009,163 cm / 56 kg,"Mayor Daley Youth Foundation, Chicago (USA)",Red,,,,,
