Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1984 Summer Olympics; 1988 Summer Olympics,Male,"Peter Waller ""Pete""•Lash, Jr.","Pete•Lash, Jr.","11 August 1959 in Anchorage, Alaska (USA)",,United States,32995,193 cm / 93 kg,,,,,,,
1992 Summer Olympics,Female,Diana Lynn•Olson,Diana•Olson,"27 February 1969 in Anchorage, Alaska (USA)",,United States,40497,178 cm / 73 kg,,,,,,,
1984 Summer Olympics,Female,Kristen Joy•Thorsness,Kristen•Thorsness,"10 March 1960 in Anchorage, Alaska (USA)",,United States,40518,175 cm / 69 kg,Pioneer Valley Rowing Association,,,,,,
1964 Summer Olympics,Male,"Joseph Brian ""Joe""•Amlong",Joe•Amlong,"17 December 1936 in Haines, Alaska (USA)","1 July 2019 in Vero Beach, Florida (USA)",United States,40532,186 cm / 86 kg,"Vesper Boat Club, Philadelphia (USA)",,,,,,
1984 Summer Olympics,Male,"Donald Gene ""Don""•Clary, Jr.",Don•Clary,"29 July 1957 in Anchorage, Alaska (USA)",,United States,78233,175 cm / 74 kg,"adidas, Herzogenaurach (GER)",,,,,,
2004 Summer Olympics,Female,Stacey•Borgman,Stacey•Borgman,"23 April 1975 in Homer, Alaska (USA)",,United States,104206,175 cm / 60 kg,Princeton Training Centre,,,,,,
2004 Summer Olympics,Female,Tela•O'Donnell,Tela•O'Donnell,"16 July 1982 in Homer, Alaska (USA)",,United States,107556,162 cm / 55 kg,Dave Schultz Wrestling Club,,,,,,
2008 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Female,Corey•Cogdell-Unrein,Corey•Cogdell-Unrein,"2 September 1986 in Palmer, Alaska (USA)",,United States,117255,173 cm / 70 kg,Georgia Dive Club,,,,,,
2012 Summer Olympics,Female,Kelsey Rene•Campbell,Kelsey•Campbell,"5 June 1985 in Anchorage, Alaska (USA)",,United States,126710,163 cm / 55 kg,"Sunkist Kids Wrestling Club, Scottsdale (USA)",,,,,,
2020 Summer Olympics,Female,Lydia Alice•Jacoby,Lydia•Jacoby,"29 February 2004 in Anchorage, Alaska (USA)",,United States,147278,,"Seward Tsunami Swim Club, Seward (USA)",,,,,,
2024 Summer Olympics,Female,Kristen•Faulkner,Kristen•Faulkner,"18 December 1992 in Homer, Alaska (USA)",,United States,151681,,Harvard University,,,,,,
