Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1996 Summer Olympics,Male,Warren Randall•Morris,Warren•Morris,"11 January 1974 in Alexandria, Louisiana (USA)",,United States,3245,180 cm / 86 kg,"LSU Tigers, Baton Rouge (USA)",,,,,,
1996 Summer Olympics,Male,Jason Gerald•Williams,Jason•Williams,"18 December 1974 in Baton Rouge, Louisiana (USA)",,United States,3256,172 cm / 82 kg,"LSU Tigers, Baton Rouge (USA)",,,,,,
1996 Summer Olympics,Female,Venus Milette•Lacy,Venus•Lacy,"9 February 1967 in Ruston, Louisiana (USA)",,United States,5321,193 cm / 86 kg,"Louisiana Tech Lady Techsters, Ruston (USA)",,,,,,
1992 Summer Olympics,Male,Clyde Austin•Drexler,Clyde•Drexler,"22 June 1962 in New Orleans, Louisiana (USA)",,United States,6032,200 cm / 101 kg,"Portland Trail Blazers, Portland (USA)",The Glide,,,,,
1968 Summer Olympics,Male,"James H. ""Jim""•King",Jim•King,"9 February 1943 in New Orleans, Louisiana (USA)",,United States,6407,201 cm / 91 kg,Goodyear Wingfoots,,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Male,Karl Anthony•Malone,Karl•Malone,"24 July 1963 in Bernice, Louisiana (USA)",,United States,6586,205 cm / 116 kg,"Utah Jazz, Salt Lake City (USA)",The Mailman,,,,,
1956 Summer Olympics,Male,"William Fenton ""Bill""•Russell",Bill•Russell,"12 February 1934 in Monroe, Louisiana (USA)","31 July 2022 in Mercer Island, Washington (USA)",United States,7008,207 cm / 100 kg,"San Francisco Dons, San Francisco (USA)",,,,,,
1968 Summer Olympics,Male,Glynn•Saulters,Glynn•Saulters,"10 February 1945 in Minden, Louisiana (USA)",,United States,7061,188 cm / 80 kg,"Louisiana–Monroe Warhawks, Monroe (USA)",,,,,,
1964 Summer Olympics,Male,"Jerome Franklin ""Jerry""•Shipp",Jerry•Shipp,"27 September 1935 in Shreveport, Louisiana (USA)","5 October 2021 in Durant, Oklahoma (USA)",United States,7103,198 cm / 89 kg,"Phillips 66ers, Bartlesville (USA)",,,,,,
1972 Summer Olympics,Male,"Timothy Lee ""Tim""•Dement",Tim•Dement,"14 March 1955 in Shreveport, Louisiana (USA)",,United States,8654,179 cm / 51 kg,Toastmasters Club,,,,,,
1932 Summer Olympics,Male,"Edward Loring ""Eddie""•Flynn",Eddie•Flynn,"25 October 1909 in New Orleans, Louisiana (USA)","7 February 1976 in Tampa, Florida (USA)",United States,8667,168 cm / 67 kg,"Loyola Wolfpack, New Orleans (USA)",,,,,,
1952 Summer Olympics,Male,"Louis Anderson ""Lou""•Gage",Lou•Gage,"26 June 1928 in Lake Charles, Louisiana (USA)","24 April 2014 in San Francisco, California (USA)",United States,8674,,,,,,,,
1992 Summer Olympics,Male,Eric Joseph•Griffin,Eric•Griffin,"3 November 1967 in Lafayette, Louisiana (USA)","7 October 2023 in Lafayette, Louisiana (USA)",United States,8681,160 cm / 48 kg,Galena Park Club,,,,,,
1964 Summer Olympics,Male,"James Columbus ""Jimmy""•Rosette",Jimmy•Rosette,"9 July 1938 in Jennings, Louisiana (USA)",26 May 2019,United States,8757,180 cm / 75 kg,"US Navy, (USA)",,,Jimmy James,,,
1992 Summer Olympics,Male,Julian•Wheeler,Julian•Wheeler,"22 April 1971 in Lafayette, Louisiana (USA)",,United States,8800,172 cm / 57 kg,"US Navy, (USA)",,,,,,
1952 Summer Olympics,Male,Walter Conrad•Blattmann,Walter•Blattmann,"23 June 1920 in New Orleans, Louisiana (USA)","10 April 2000 in Charlottesville, Virginia (USA)",United States,31297,,"US Navy, (USA)",,,,,,
1968 Summer Olympics,Male,"Sidney A. ""Sid""•Freudenstein",Sid•Freudenstein,"18 May 1945 in New Orleans, Louisiana (USA)",,United States,31320,168 cm / 69 kg,"California Golden Bears, Berkeley (USA)",,,,,,
