Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1996 Summer Olympics; 2000 Summer Olympics,Female,"Dorothy Gay ""Dot""•Richardson (-Pinto)",Dot•Richardson,"22 September 1961 in Orlando, Florida (USA)",,United States,1426,175 cm / 60 kg,Raybestos Brakettes,,,,,,
1988 Summer Olympics; 1992 Summer Olympics,Male,"Jack Leonard ""Jay""•Barrs, Jr.",Jay•Barrs,"17 July 1962 in Jacksonville, Florida (USA)",,United States,2223,182 cm / 70 kg,,,,,,,
1988 Summer Olympics,Female,"Christine Marie ""Chris""•Evert (-Lloyd, -Mill, -Norman)",Chris•Evert,"21 December 1954 in Fort Lauderdale, Florida (USA)",,United States,2725,167 cm / 57 kg,,The Ice Maiden,,,,,
1992 Summer Olympics,Male,"James Spencer ""Jim""•Courier",Jim•Courier,"17 August 1970 in Sanford, Florida (USA)",,United States,2751,185 cm / 82 kg,,The Rock,,,,,
1992 Summer Olympics,Male,"Charles Edward•Johnson, Jr.",Charles•Johnson,"20 July 1971 in Fort Pierce, Florida (USA)",,United States,3235,188 cm / 95 kg,"Miami Hurricanes, Coral Gables (USA)",,,,,,
1992 Summer Olympics,Male,"Christopher E. ""Chris""•Roberts",Chris•Roberts,"25 June 1971 in Green Cove Springs, Florida (USA)",,United States,3250,183 cm / 84 kg,"Florida State Seminoles, Tallahassee (USA)",,,,,,
1988 Summer Olympics,Female,Bridgette C.•Gordon,Bridgette•Gordon,"27 April 1967 in Deland, Florida (USA)",,United States,5247,183 cm / 72 kg,"Tennessee Volunteers, Knoxville (USA)",,,,,,
1992 Summer Olympics,Female,Tammy Eloise•Jackson,Tammy•Jackson,"3 December 1962 in Gainesville, Florida (USA)",,United States,5280,190 cm / 81 kg,"Chanson Cosmetics, Shizuoka (JPN)",,,,,,
1988 Summer Olympics; 1996 Summer Olympics,Male,"Mitchell James ""Mitch""•Richmond, III",Mitch•Richmond,"30 June 1965 in Fort Lauderdale, Florida (USA)",,United States,6955,195 cm / 98 kg,"Kansas State Wildcats, Manhattan (USA) / Sacramento Kings, Sacramento (USA)",The Rock,,,,,
1988 Summer Olympics; 1992 Summer Olympics; 1996 Summer Olympics,Male,David Maurice•Robinson,David•Robinson,"6 August 1965 in Key West, Florida (USA)",,United States,6972,216 cm / 107 kg,"San Antonio Spurs, San Antonio (USA)",The Admiral,,,,,
1996 Summer Olympics; 2004 Summer Olympics,Male,Daniel Gregg•Santiago Lynn,Daniel•Santiago,"24 June 1976 in Tarpon Springs, Florida (USA)",,Puerto Rico,7048,213 cm / 111 kg,"Vaqueros de Bayamón, Bayamón (PUR) / Milwaukee Bucks, Milwaukee (USA)",,,,,,
1948 Summer Olympics,Male,"Horace ""Hank""•Herring",Hank•Herring,"19 June 1922 in St. Petersburg, Florida (USA)","18 May 1999 in Lemoore, California (USA)",United States,8691,,"US Navy, (USA)",,,,,,
1988 Summer Olympics,Male,"Roy Levesta•Jones, Jr.","Roy•Jones, Jr.","16 January 1969 in Pensacola, Florida (USA)",,United States,8704,180 cm / 71 kg,,Junior,,,,,
1988 Summer Olympics,Male,"Raymond A. ""Ray""•Mercer",Ray•Mercer,"4 April 1961 in Jacksonville, Florida (USA)",,United States,8732,185 cm / 91 kg,"US Army, (USA)",Merciless,,,,,
1996 Summer Olympics,Male,Antonio Deon•Tarver,Antonio•Tarver,"21 November 1968 in Orlando, Florida (USA)",,United States,8783,188 cm / 81 kg,Frontline Boxing Club,Magic Man,,,,,
1964 Summer Olympics; 1968 Summer Olympics; 1972 Summer Olympics,Female,"Kathryn Hallowell ""Kathy""•Kusner",Kathy•Kusner,"21 March 1940 in Gainesville, Florida (USA)",,United States,11382,152 cm / 45 kg,,,,,,,
