Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1960 Summer Olympics,Male,"Walter Jones ""Walt""•Bellamy, Jr.",Walt•Bellamy,"24 July 1937 in New Bern, North Carolina (USA)","2 November 2013 in Atlanta, Georgia (USA)",United States,5704,211 cm / 98 kg,"Indiana Hoosiers, Bloomington (USA)",Bells,,,,,
1972 Summer Olympics,Male,"Thomas Loren ""Tommy""•Burleson",Tommy•Burleson,"24 February 1952 in Crossnore, North Carolina (USA)",,United States,5804,223 cm / 102 kg,"NC State Wolfpack, Raleigh (USA)",,,,,,
1976 Summer Olympics,Male,Walter Paul•Davis,Walter•Davis,"9 September 1954 in Pineville, North Carolina (USA)","2 November 2023 in Charlotte, North Carolina (USA)",United States,5960,195 cm / 86 kg,"North Carolina Tar Heels, Chapel Hill (USA)",,,,,,
1976 Summer Olympics,Male,"Philip Jackson ""Phil""•Ford, Jr.",Phil•Ford,"9 February 1956 in Rocky Mount, North Carolina (USA)",,United States,6127,188 cm / 77 kg,"North Carolina Tar Heels, Chapel Hill (USA)",,,,,,
1972 Summer Olympics,Male,"Robert Clyde ""Bobby""•Jones",Bobby•Jones,"18 December 1951 in Charlotte, North Carolina (USA)",,United States,6340,203 cm / 93 kg,"North Carolina Tar Heels, Chapel Hill (USA)",,,,,,
1992 Summer Olympics,Male,Sam•Shepherd,Sam•Shepherd,"21 April 1953 in La Grange, North Carolina (USA)",,Venezuela,7096,180 cm,Panteras de Miranda/Lara/Zulia,El Mago,,,,,
1956 Summer Olympics,Male,"James Felton ""Jim""•Boyd",Jim•Boyd,"30 November 1930 in Rocky Mount, North Carolina (USA)","25 January 1997 in Baltimore, Maryland (USA)",United States,8626,180 cm / 79 kg,"US Army, (USA)",,,,,,
1976 Summer Olympics,Male,"Ray Charles ""Sugar Ray""•Leonard",Sugar Ray•Leonard,"17 May 1956 in Wilmington, North Carolina (USA)",,United States,8719,178 cm / 62 kg,,,,,,,
1952 Summer Olympics,Male,Floyd•Patterson,Floyd•Patterson,"4 January 1935 in Waco, North Carolina (USA)","11 May 2006 in New Paltz, New York (USA)",United States,8746,183 cm / 75 kg,,,,,,,
1936 Summer Olympics,Male,"George G. ""Jackie""•Wilson",Jackie•Wilson,"17 January 1918 in Spencer, North Carolina (USA)","10 March 1956 in Cleveland, Ohio (USA)",United States,8802,182 cm / 54 kg,,,,,,,
1984 Summer Olympics,Male,Conrad E.•Homfeld,Conrad•Homfeld,"25 December 1951 in Pinehurst, North Carolina (USA)",,United States,12131,185 cm / 64 kg,,,,,,,
1936 Summer Olympics,Male,"Cornelius Comegys•Jadwin, II",Cornelius•Jadwin,"22 March 1896 in Wilmington, North Carolina (USA)","3 March 1982 in Warrenton, Virginia (USA)",United States,12166,,"US Army, (USA)",,,,,,
1932 Summer Olympics,Male,John William•Wofford,John W.•Wofford,"1 January 1898 in High Point, North Carolina (USA)","27 February 1955 in Rochester, Minnesota (USA)",United States,13014,,"US Army, (USA)",,,,,,
1996 Summer Olympics,Male,Brian Sean•McDonough,Brian•McDonough,"16 August 1965 in Winston-Salem, North Carolina (USA)",,United States,15571,175 cm / 77 kg,,,,,,,
1992 Summer Olympics,Male,"Timothy Todd ""Timm""•Peddie",Timm•Peddie,"8 April 1970 in Raleigh, North Carolina (USA)",,United States,16045,180 cm / 66 kg,,,,,,,
1992 Summer Olympics,Male,Nathan•Sheafor,Nathan•Sheafor,"16 November 1961 in Fort Bragg, North Carolina (USA)",,United States,16555,185 cm / 71 kg,,,,,,,
1996 Summer Olympics,Male,"George Edward ""Eddie""•Pope",Eddie•Pope,"24 December 1973 in Greensboro, North Carolina (USA)",,United States,27806,186 cm / 86 kg,"D.C. United, Washington (USA)",,,,,,
1984 Summer Olympics; 1988 Summer Olympics; 1992 Summer Olympics,Female,"Leora Samuela ""Sam""•Jones",Sam•Jones,"18 November 1960 in Mount Olive, North Carolina (USA)",,United States,32941,172 cm / 73 kg,,,,,,,
1996 Summer Olympics,Male,Steven Parnell•Penn,Steve•Penn,"19 November 1968 in Hendersonville, North Carolina (USA)",,United States,33007,178 cm / 84 kg,"National Team, (USA)",,,,,,
1964 Summer Olympics,Male,George Lee•Harris,George•Harris,"15 January 1933 in Kittrell, North Carolina (USA)","7 January 2011 in Brick, New Jersey (USA)",United States,33817,189 cm / 100 kg,Travis Judo Club,,,,,,
1996 Summer Olympics,Female,"Theresa E. ""Terry""•DeWitt (Wentzel-)",Terry•DeWitt,"15 April 1963 in Fort Bragg, North Carolina (USA)",,United States,44574,170 cm / 66 kg,"US Army Marksmanship Unit, Fort Benning, Georgia (USA)",,,,,,
1964 Summer Olympics,Male,"Edwin Lee ""Ed""•Teague",Ed•Teague,"26 October 1934 in Greensboro, North Carolina (USA)","25 April 2023 in Tempe, Arizona (USA)",United States,44777,170 cm / 66 kg,"US Air Force, (USA)",,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Male,Anthony Todd•Torres Bost,Todd•Torres,"11 June 1968 in Davidson, North Carolina (USA)",,Puerto Rico,49912,,,,,,,,
1972 Summer Olympics,Female,Mary Coulter•Montgomery,Mary•Montgomery,"30 August 1956 in Asheville, North Carolina (USA)","24 August 2017 in Asheville, North Carolina (USA)",United States,51129,170 cm / 57 kg,Asheville Aquatic Club,,,,,,
1968 Summer Olympics; 1972 Summer Olympics; 1976 Summer Olympics,Male,"Gary Wayne•Hall, Sr.",Gary•Hall,"7 August 1951 in Fayetteville, North Carolina (USA)",,United States,51379,186 cm / 74 kg,"Cincinnati Marlins, Cincinnati (USA)",,,,,,
1964 Summer Olympics; 1968 Summer Olympics,Male,"Donald Arthur ""Don""•Schollander",Don•Schollander,"30 April 1946 in Charlotte, North Carolina (USA)",,United States,51552,180 cm / 79 kg,"Santa Clara SC, Santa Clara (USA) / Yale Bulldogs, New Haven (USA)",,,,,,
1988 Summer Olympics; 1992 Summer Olympics,Male,"Melvin ""Mel""•Stewart (-Monroe)",Mel•Stewart,"16 November 1968 in Gastonia, North Carolina (USA)",,United States,51578,188 cm / 83 kg,"Mercersburg Academy, Lancaster (USA) / Tennessee Volunteers, Knoxville (USA)",,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics; 2008 Summer Olympics,Male,"Charles S. ""Charlie""•Ogletree",Charlie•Ogletree,"11 October 1967 in Greenville, North Carolina (USA)",,United States,63174,175 cm / 70 kg,Newport Beach,,,,,,
1996 Summer Olympics,Female,"Kimberly Elaine ""Kim""•Graham (-Miller)",Kim•Graham,"26 March 1971 in Durham, North Carolina (USA)",,United States,77845,163 cm / 58 kg,Asics,,,,,,
1996 Summer Olympics,Female,Marieke Karen•Veltman (-Miller),Marieke•Veltman,"18 September 1971 in Charlotte, North Carolina (USA)",,United States,77995,170 cm / 60 kg,Reebok Running Club,,,,,,
1924 Summer Olympics,Male,"Louis Alfred ""Pinky""•Clarke",Pinky•Clarke,"23 November 1901 in Statesville, North Carolina (USA)","24 February 1977 in Fishkill, New York (USA)",United States,78232,178 cm / 70 kg,"Johns Hopkins Blue Jays, Baltimore (USA)",,,,,,
1976 Summer Olympics,Male,Charles Wayne•Foster,Charles W.•Foster,"2 July 1953 in Greensboro, North Carolina (USA)","31 March 2019 in Chapel Hill, North Carolina (USA)",United States,78409,180 cm / 72 kg,"Philadelphia Pioneer Club, Philadelphia (USA)",,,,,,
1972 Summer Olympics,Male,"John Franks ""Jeff""•Galloway",Jeff•Galloway,"12 July 1945 in Raleigh, North Carolina (USA)",,United States,78435,183 cm / 63 kg,"FTC, Gainesville (USA)",,,,,,
