Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Summer Olympics,Female,Jennifer Walker•Corbet,Jennifer•Corbet,"27 May 1965 in Jackson Hole, Wyoming (USA)",,United States,40445,180 cm / 75 kg,,,,,,,
1996 Summer Olympics; 2000 Summer Olympics,Female,Monica Joan•Tranel Michini,Monica•Tranel Michini,"4 May 1966 in Big Horn, Wyoming (USA)",,United States,40521,183 cm / 75 kg,"Gonzaga Bulldogs, Spokane (USA)",,,,,,
1996 Summer Olympics,Male,David Santos•Zuniga,David•Zuniga,"1 March 1968 in Worland, Wyoming (USA)",,United States,60807,165 cm / 62 kg,Minnesota Storm,,,,,,
1960 Summer Olympics,Male,"Richard Aldrich ""Rink""•Babka",Rink•Babka,"23 September 1936 in Cheyenne, Wyoming (USA)",14 January 2022,United States,78060,195 cm / 121 kg,"Southern California Striders, Anaheim (USA)",,,,,,
1988 Summer Olympics; 1992 Summer Olympics; 1996 Summer Olympics; 2000 Summer Olympics,Male,Lance Earl•Deal,Lance•Deal,"21 August 1961 in Riverton, Wyoming (USA)",,United States,78309,188 cm / 116 kg,"NYAC, New York (USA)",,,,,,
1932 Summer Olympics,Male,"Edwin Thomas ""Ned""•Turner",Ned•Turner,"15 September 1912 in Casper, Wyoming (USA)","17 August 1967 in Burlington Township, Michigan (USA)",United States,79143,175 cm / 65 kg,"Michigan Wolverines, Ann Arbor (USA)",,,,,,
2000 Summer Olympics; 2004 Summer Olympics,Male,Rulon Ellis•Gardner,Rulon•Gardner,"16 August 1971 in Afton, Wyoming (USA)",,United States,95170,187 cm / 120 kg,"Sunkist Kids Wrestling Club, Scottsdale (USA)",,,,,,
