Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1976 Summer Olympics,Male,"William Henry ""Bill""•Rodgers",Bill•Rodgers,"23 December 1947 in Hartford, Connecticut (USA)",,United States,78970,175 cm / 59 kg,Greater Boston Track Club,King of the Roads,,,,,
1928 Summer Olympics,Male,"Joseph Paul ""Joe""•Tierney",Joe•Tierney,"8 February 1903 in New Haven, Connecticut (USA)","8 April 2004 in Hamden, Connecticut (USA)",United States,79128,178 cm / 61 kg,"NYAC, New York (USA)",,,,,,
1932 Summer Olympics,Male,Karl DeWitt•Warner,Karl•Warner,"23 June 1908 in Woodbury, Connecticut (USA)","5 September 1995 in Rochester, New York (USA)",United States,79167,176 cm / 71 kg,"Yale Bulldogs, New Haven (USA)",,,,,,
1928 Summer Olympics,Male,Frederick Ernest “Fred”•Weicker,Fred•Weicker,"1 August 1906 in Stamford, Connecticut (USA)","7 March 1955 in Saint-Gérard-des-Laurentides, Québec (CAN)",United States,79188,180 cm / 79 kg,"NYAC, New York (USA)",,,,,,
2000 Summer Olympics,Female,Karen Patricia•Scavotto,Karen•Scavotto,"17 April 1982 in Danbury, Connecticut (USA)",,United States,83204,167 cm / 54 kg,"Manchester, Connecticut",,,,,,
2000 Summer Olympics,Male,"Andrew M. ""Andy""•Bloom",Andy•Bloom,"11 August 1973 in Stamford, Connecticut (USA)",,United States,89100,185 cm / 125 kg,"Nike, Beaverton (USA)",,,,,,
2000 Summer Olympics,Male,Brandan Allan•Greczkowski,Brandan•Greczkowski,"18 July 1977 in Putnam, Connecticut (USA)",,United States,92445,170 cm / 60 kg,"Olympic Training Center, Colorado Springs",,,,,,
2000 Summer Olympics,Female,Christine•Collins (Smith-),Christine•Collins,"9 September 1969 in Darien, Connecticut (USA)",,United States,92714,170 cm / 58 kg,"Trinity Boat Club, Cambridge (GBR)",,,,,,
2000 Summer Olympics,Male,Conal P.•Groom,Conal•Groom,"16 May 1973 in New Haven, Connecticut (USA)",,United States,92719,185 cm / 73 kg,"Potomac BC, Washington (USA)",,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Female,Michelle•Guerette,Michelle•Guerette,"6 October 1980 in Bristol, Connecticut (USA)",,United States,104229,180 cm / 77 kg,Princeton Training Centre/Radcliffe Association of Rowing Alumnae,,,,,,
2004 Summer Olympics,Female,"Samantha ""Sam""•Magee",Sam•Magee,"10 July 1983 in Hartford, Connecticut (USA)",,United States,104238,182 cm / 83 kg,Sanford University,,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Male,"Patrick ""Pat""•Todd",Pat•Todd,"14 November 1979 in Danbury, Connecticut (USA)",,United States,104426,180 cm / 72 kg,Princeton Training Centre,,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Female,Emily•Caruso,Emily•Caruso,"4 June 1977 in Stamford, Connecticut (USA)",,United States,104666,157 cm / 52 kg,,,,,,,
2004 Summer Olympics,Female,Anna•Mahon (Nordgren-),Anna•Mahon,"19 December 1974 in Stamford, Connecticut (USA)",,United States,105353,180 cm / 81 kg,"Nike, Beaverton (USA)",,,,,,
2004 Summer Olympics,Female,Teresa•Vaill,Teresa•Vaill,"20 November 1962 in Torrington, Connecticut (USA)",,United States,105384,162 cm / 48 kg,Walk USA,,,,,,
2004 Summer Olympics,Male,Christian•Stahl,Christian•Stahl,"24 May 1983 in Bethany, Connecticut (USA)",,United States,106917,177 cm / 88 kg,,,,,,,
2008 Summer Olympics,Male,Daniel•Walsh,Daniel•Walsh,"31 May 1979 in Norwalk, Connecticut (USA)",,United States,118136,201 cm / 100 kg,"Caspersen TC, West Windsor (USA)",,,,,,
1956 Summer Olympics,Female,Joan Ann•Rosazza,Joan•Rosazza,"19 May 1937 in Torrington, Connecticut (USA)",,United States,120017,170 cm / 59 kg,"Lafayette Swim Club, Lafayette (USA) / Purdue Boilermakers, West Lafayette (USA)",,,,,,
2012 Summer Olympics,Female,Lisa Christina•Stublić (-Nemec),Lisa Christina•Stublić,"18 May 1984 in Waterbury, Connecticut (USA)",,Croatia,121284,158 cm / 44 kg,"AK Zagreb, Zagreb (CRO)",,,,,,
