Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1992 Summer Olympics,Male,"Richard Allen ""Rick""•Helling",Rick•Helling,"15 December 1970 in Devil's Lake, North Dakota (USA)",,United States,3233,188 cm / 95 kg,"Stanford Cardinal, Stanford (USA)",,,,,,
1988 Summer Olympics,Male,Brent A.•Goulet,Brent•Goulet,"19 June 1964 in Cavalier, North Dakota (USA)",,United States,27748,178 cm / 77 kg,"AFC Bournemouth, Bournemouth (GBR)",,,,,,
1952 Summer Olympics,Male,Robert Keith•Sandager,Robert•Sandager,"24 December 1914 in Lisbon, North Dakota (USA)","25 March 2010 in Minneapolis, Minnesota (USA)",United States,44753,,,Sandy,,,,,
1968 Summer Olympics,Male,"Thomas Allen ""Tom""•Haine",Tom•Haine,"6 January 1933 in Minot, North Dakota (USA)","10 September 1994 in Honolulu, Hawaii (USA)",United States,53292,186 cm / 93 kg,"Outrigger Canoe Club, Honolulu (USA)",Daddy,,,,,
1960 Summer Olympics; 1964 Summer Olympics,Male,"Charles Raymond ""Chick""•McIlroy",Chick•McIlroy,"1 August 1938 in Minot, North Dakota (USA)",,United States,54950,180 cm / 74 kg,El Segundo Swim Club,Chic,,,,,
1964 Summer Olympics,Male,Ned Leroy•McIlroy,Ned•McIlroy,"26 July 1939 in Noonan, North Dakota (USA)",,United States,54951,178 cm / 75 kg,El Segundo Swim Club,,,,,,
1928 Summer Olympics,Female,"Ethel Hannah•Catherwood (-McLaren, -Mitchell)",Ethel•Catherwood,"28 April 1908 in Hannah, North Dakota (USA)","26 September 1987 in Grass Valley, California (USA)",Canada,65828,178 cm / 58 kg,"Parkdale Ladies' AC, Toronto (CAN)",The Saskatoon Lily,,,,,
1956 Summer Olympics,Male,John Dale•Bennett,John•Bennett,"14 November 1930 in Grand Forks, North Dakota (USA)",,United States,78104,172 cm / 68 kg,"US Army, (USA)",,,,,,
1924 Summer Olympics,Male,Verne Hobson•Booth,Verne•Booth,"27 October 1898 in Sawyer, North Dakota (USA)","27 September 1979 in Hendersonville, North Carolina (USA)",United States,78128,185 cm / 68 kg,"Johns Hopkins Blue Jays, Baltimore (USA)",Man O'War,,,,,
2008 Summer Olympics,Male,"Jacob ""Jake""•Deitchler",Jake•Deitchler,"1 December 1989 in Mayville, North Dakota (USA)",,United States,117169,173 cm / 66 kg,Minnesota Storm,,,,,,
