Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1972 Summer Olympics,Male,Dennis J.•McComak,Dennis•McComak,"2 January 1952 in Columbus, Kansas (USA)",,United States,2239,180 cm / 73 kg,"Kansas State Wildcats, Manhattan (USA)",,,,,,
1992 Summer Olympics,Male,Darren James•Dreifort,Darren•Dreifort,"3 May 1972 in Wichita, Kansas (USA)",,United States,3224,188 cm / 91 kg,"Wichita State Shockers, Wichita (USA)",,,,,,
1996 Summer Olympics,Male,Seth Adam•Greisinger,Seth•Greisinger,"29 July 1975 in Kansas City, Kansas (USA)",,United States,3230,193 cm / 89 kg,"Virginia Cavaliers, Charlottesville (USA)",,,,,,
1992 Summer Olympics,Male,"Christopher S. ""Chris""•Wimmer",Chris•Wimmer,"25 September 1970 in Wichita, Kansas (USA)",,United States,3258,180 cm / 75 kg,"Wichita State Shockers, Wichita (USA)",,,,,,
1984 Summer Olympics,Female,Lynette•Woodard,Lynette•Woodard,"12 August 1959 in Wichita, Kansas (USA)",,United States,5546,180 cm / 70 kg,"Kansas Jayhawks, Lawrence (USA)",,,,,,
1952 Summer Olympics; 1956 Summer Olympics,Male,"William Marion ""Bill""•Hougland",Bill•Hougland,"20 June 1930 in Caldwell, Kansas (USA)","6 March 2017 in Lawrence, Kansas (USA)",United States,6295,195 cm / 86 kg,"Kansas Jayhawks, Lawrence (USA) / Phillips 66ers, Bartlesville (USA)",,,,,,
1936 Summer Olympics,Male,Francis Lee•Johnson,Francis•Johnson,"5 August 1910 in Hartford, Kansas (USA)","18 April 1997 in Chesterfield, Missouri (USA)",United States,6337,180 cm / 79 kg,"McPherson Oilers, McPherson, Kansas (USA)",,,,,,
1952 Summer Olympics,Male,John Frederick•Keller,John•Keller,"10 November 1928 in Page City, Kansas (USA)","6 October 2000 in Great Bend, Kansas (USA)",United States,6381,190 cm / 84 kg,"Kansas Jayhawks, Lawrence (USA)",,,,,,
1952 Summer Olympics,Male,Melvin Dean•Kelley,Dean•Kelley,"23 September 1931 in Monmouth, Kansas (USA)","13 January 1996 in Morton, Illinois (USA)",United States,6383,180 cm / 75 kg,"Kansas Jayhawks, Lawrence (USA)",,,,,,
1952 Summer Olympics,Male,"Robert Earl ""Bob""•Kenney",Bob•Kenney,"23 June 1931 in Arkansas City, Kansas (USA)","27 October 2014 in Scottsdale, Arizona (USA)",United States,6384,188 cm / 84 kg,"Kansas Jayhawks, Lawrence (USA)",,,,,,
1936 Summer Olympics,Male,Jack Williamson•Ragland,Jack•Ragland,"9 October 1913 in Hutchinson, Kansas (USA)","14 June 1996 in Tucson, Arizona (USA)",United States,6921,183 cm / 79 kg,"McPherson Oilers, McPherson, Kansas (USA)",,,,,,
1936 Summer Olympics,Male,"William John ""Bill""•Wheatley",Bill•Wheatley,"5 July 1909 in Gypsum, Kansas (USA)","5 February 1992 in El Cerrito, California (USA)",United States,7354,188 cm / 79 kg,"McPherson Oilers, McPherson, Kansas (USA)",,,,,,
1952 Summer Olympics,Male,"Robert Leroy ""Bobby""•Bickle",Bobby•Bickle,"27 March 1929 in Hoisington, Kansas (USA)","28 May 1974 in Kansas City, Missouri (USA)",United States,8619,,,,,,,,
1972 Summer Olympics,Female,Nancy Carol•Purvis,Nancy•Purvis,"6 August 1949 in Topeka, Kansas (USA)",,United States,11048,165 cm / 64 kg,"Washington Canoe Club, Washington (USA)",,,,,,
