Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1972 Summer Olympics; 1976 Summer Olympics,Female,Wendy Carol•Koenig-Knudson,Wendy•Koenig-Knudson,"28 May 1955 in Boulder, Colorado (USA)",,United States,77891,172 cm / 55 kg,"Colorado State Rams, Fort Collins (USA)",,,,,,
1952 Summer Olympics,Male,Jerome Cousins•Biffle,Jerome•Biffle,"20 March 1928 in Denver, Colorado (USA)","4 September 2002 in Denver, Colorado (USA)",United States,78111,184 cm / 79 kg,"US Army, (USA)",,,,,,
1936 Summer Olympics,Male,Glenn Edward•Morris,Glenn•Morris,"18 June 1912 in Simla, Colorado (USA)","31 January 1974 in Palo Alto, California (USA)",United States,78811,188 cm / 84 kg,"Denver Athletic Club, Denver (USA)",,,,,,
1968 Summer Olympics,Male,Conrad Keith•Nightingale,Conrad•Nightingale,"24 September 1945 in Colorado Springs, Colorado (USA)",,United States,78844,186 cm / 70 kg,"Kansas State Wildcats, Manhattan (USA)",,,,,,
1932 Summer Olympics,Male,"Thomas Edward ""Eddie""•Tolan, Jr.",Eddie•Tolan,"29 September 1908 in Denver, Colorado (USA)","31 January 1967 in Detroit, Michigan (USA)",United States,79132,170 cm / 65 kg,,,,,,,
2000 Summer Olympics; 2004 Summer Olympics,Female,Elva•Dryer (Martinez-),Elva•Dryer,"26 September 1971 in Durango, Colorado (USA)",,United States,89150,165 cm / 51 kg,"Nike, Beaverton (USA)",,,,,,
2000 Summer Olympics,Male,Travis•Brown,Travis•Brown,"7 August 1969 in Durango, Colorado (USA)",,United States,90542,183 cm / 74 kg,,,,,,,
2000 Summer Olympics,Female,Siri Lynn•Mullinix,Siri•Mullinix,"22 May 1978 in Denver, Colorado (USA)",,United States,90953,170 cm / 63 kg,"North Carolina Tar Heels, Chapel Hill (USA)",SeerDog,,,,,
2004 Summer Olympics,Female,Atalanti Maria•Tasouli,Atalanti•Tasouli,"28 September 1976 in Colorado Springs, Colorado (USA)",,Greece,103136,178 cm / 68 kg,"Sporting, Athinai",,,,,Αταλάντη•Τασούλη,
2004 Summer Olympics; 2008 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Female,Shalane•Flanagan (-Edwards),Shalane•Flanagan,"8 July 1981 in Boulder, Colorado (USA)",,United States,104996,166 cm / 47 kg,"Nike, Beaverton (USA)",,,,,,
2004 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Male,John Hamilton•Nunn,John•Nunn,"3 February 1978 in Durango, Colorado (USA)",,United States,105543,188 cm / 78 kg,"US Army, (USA)",,,,,,
2004 Summer Olympics,Male,Charlie•Gruber,Charlie•Gruber,"6 August 1978 in Wheat Ridge, Colorado (USA)",,United States,105617,183 cm / 75 kg,"Nike, Beaverton (USA)",,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Male,Casey•Malone,Casey•Malone,"6 April 1977 in Wheat Ridge, Colorado (USA)",,United States,105714,203 cm / 109 kg,"Nike, Beaverton (USA)",,,,,,
2004 Summer Olympics,Female,Kimiko•Soldati (Hirai-),Kimiko•Soldati,"10 April 1974 in Longmont, Colorado (USA)",,United States,107942,154 cm / 50 kg,"Woodlands Diving Team, The Woodlands (USA)",,,,,,
2004 Summer Olympics,Male,Jeremy•Horgan-Kobelski,Jeremy•Horgan-Kobelski,"11 August 1978 in Denver, Colorado (USA)",,United States,108003,185 cm / 70 kg,RLX Polo Sport,,,,,,
2004 Summer Olympics,Male,"Clinton Wayne ""Clint""•Zavaras",Clint•Zavaras,"4 January 1967 in Denver, Colorado (USA)",,Greece,108325,189 cm / 86 kg,"Calgary Cannons, Calgary (CAN)",,,,,,
2004 Summer Olympics,Male,Colby•Pearce,Colby•Pearce,"12 June 1972 in Boulder, Colorado (USA)",,United States,109490,175 cm / 63 kg,,,,,,,
2008 Summer Olympics,Female,"Rebecca Claire ""Becca""•Ward",Becca•Ward,"7 February 1990 in Grand Junction, Colorado (USA)",,United States,112551,170 cm / 61 kg,"Oregon Fencing Alliance, Portland (USA)",,,,,,
2008 Summer Olympics,Male,Ryan•Reser,Ryan•Reser,"16 April 1980 in Denver, Colorado (USA)",,United States,112807,178 cm / 73 kg,,,,,,,
2008 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Male,Taylor Charles•Phinney,Taylor•Phinney,"27 June 1990 in Boulder, Colorado (USA)",,United States,113232,196 cm / 81 kg,"CCC Team, Santa Rosa (USA)",Mini-Phinney,,,,,
2008 Summer Olympics,Female,Janet•Culp,Janet•Culp,"24 February 1982 in Denver, Colorado (USA)",,United States,116376,160 cm / 49 kg,"Santa Clara Aquamaids, Santa Clara (USA)",,,,,,
2008 Summer Olympics,Male,Henry Carlos•Cejudo,Henry•Cejudo,"9 February 1987 in Colorado Springs, Colorado (USA)",,United States,117037,165 cm / 55 kg,"Sunkist Kids Wrestling Club, Scottsdale (USA)",,,,,,
2012 Summer Olympics,Male,Brodie•Buckland,Brodie•Buckland,"12 December 1983 in Longmont, Colorado (USA)",,Australia,123827,196 cm / 98 kg,"Sydney University Rowing Club, Australia",,,,,,
2012 Summer Olympics,Female,Chelsea Blaine•Stewart,Chelsea•Stewart,"28 April 1990 in Denver, Colorado (USA)",,Canada,124765,165 cm / 54 kg,"UCLA Bruins, Los Angeles (USA)",,,,,,
2012 Summer Olympics,Male,David•Herman,David•Herman,"9 May 1988 in Lakewood, Colorado (USA)",,United States,126549,173 cm / 68 kg,Free Agent BMX,The Hermanator,,,,,
2012 Summer Olympics,Male,David William•McKienzie,David•McKienzie,"5 July 1979 in Denver, Colorado (USA)",,United States,126610,193 cm / 95 kg,"Al-Kuwait, Madinat al-Kuwait (KUW)",,,,,,
2012 Summer Olympics,Male,Ross•James,Ross•James,"17 August 1987 in Alamosa, Colorado (USA)",,United States,126624,196 cm / 89 kg,,,,,,,
2012 Summer Olympics,Male,Grant•James,Grant•James,"17 August 1987 in Alamosa, Colorado (USA)",,United States,126625,196 cm / 89 kg,,,,,,,
2012 Summer Olympics,Male,"Timothy ""Timmy""•Duggan",Timmy•Duggan,"14 November 1982 in Boulder, Colorado (USA)",,United States,126670,173 cm / 60 kg,"Cannondale, (ITA)",,,,,,
2012 Summer Olympics,Female,Taylor•Ritzel,Taylor•Ritzel,"4 September 1988 in Aurora, Colorado (USA)",,United States,126747,188 cm / 84 kg,,,,,,,
2012 Summer Olympics; 2016 Summer Olympics; 2020 Summer Olympics,Female,Emma Jane•Coburn (-Bosshard),Emma•Coburn,"19 October 1990 in Boulder, Colorado (USA)",,United States,126782,173 cm / 54 kg,"Colorado Buffaloes, Boulder (USA)",,,,,,
2016 Summer Olympics; 2020 Summer Olympics,Female,Janine Elizabeth•Beckie,Janine•Beckie,"20 August 1994 in Littleton, Colorado (USA)",,Canada,129458,173 cm / 63 kg,"Houston Dash, Houston (USA)",,,,,,
2016 Summer Olympics,Female,Danielle Nicole•Page,Danielle•Page,"14 November 1986 in Colorado Springs, Colorado (USA)",,Serbia,131698,188 cm / 77 kg,UNIQUA Sopron [Hungary],,,,,Данијел Никол•Пејџ,
2016 Summer Olympics,Female,Chloe•Woodruff,Chloe•Woodruff,"21 July 1987 in Denver, Colorado (USA)",,United States,132067,158 cm / 51 kg,Stan's NoTubes-Pivot Team [United States of America],,,,,,
2016 Summer Olympics,Female,Mara Katherine•Abbott,Mara•Abbott,"14 November 1985 in Boulder, Colorado (USA)",,United States,132070,163 cm / 52 kg,"Wiggle High5 Pro Cycling, (GBR)",,,,,,
2016 Summer Olympics; 2020 Summer Olympics; 2024 Summer Olympics,Female,Lindsey Michelle•Horan,Lindsey•Horan,"26 May 1994 in Wheat Ridge, Colorado (USA)",,United States,132090,175 cm / 75 kg,"Portland Thorns FC, Portland (USA)",,,,,,
2016 Summer Olympics; 2024 Summer Olympics,Female,Mallory Diane•Pugh (-Swanson),Mallory•Pugh,"29 April 1998 in Littleton, Colorado (USA)",,United States,132091,163 cm / 55 kg,"UCLA Bruins, Los Angeles (USA)",,,,,,
2016 Summer Olympics; 2020 Summer Olympics,Female,Adeline Maria•Gray (-Sanders),Adeline•Gray,"15 January 1991 in Denver, Colorado (USA)",,United States,132192,173 cm / 77 kg,"NYAC, New York (USA)",,,,,,
2016 Summer Olympics,Male,Jeremy•Dodson,Jeremy•Dodson,"30 August 1987 in Denver, Colorado (USA)",,Samoa,135836,180 cm / 72 kg,"ALTIS, USA",,,,,,
2016 Summer Olympics,Male,Boris Alexander•Berian,Boris•Berian,"19 December 1992 in Colorado Springs, Colorado (USA)",,United States,136232,183 cm / 70 kg,New Balance,Boris Gump,,,,,
2016 Summer Olympics,Male,Howard•Grotts,Howard•Grotts,"12 January 1993 in Durango, Colorado (USA)",,United States,136296,171 cm / 58 kg,Specialized [United States of America],,,,,,
2016 Summer Olympics; 2020 Summer Olympics; 2024 Summer Olympics,Male,Rajeev•Ram,Rajeev•Ram,"18 March 1984 in Denver, Colorado (USA)",,United States,136374,193 cm / 84 kg,,,,,,,
2016 Summer Olympics,Male,"Robert Timothy David ""Robby""•Smith",Robby•Smith,"30 January 1987 in Colorado Springs, Colorado (USA)",,United States,136405,183 cm / 127 kg,"NYAC, New York (USA)",,,,,,
2020 Summer Olympics,Female,Annie Elizabeth•Kunz,Annie•Kunz,"16 February 1993 in Denver, Colorado (USA)",,United States,147099,181 cm,,,,,,,
2020 Summer Olympics; 2024 Summer Olympics,Female,Valerie•Constien,Valerie•Constien,"21 March 1996 in Vail, Colorado (USA)",,United States,147135,,,,,,,,
2020 Summer Olympics; 2024 Summer Olympics,Female,Brooke•Raboutou,Brooke•Raboutou,"9 April 2001 in Boulder, Colorado (USA)",,United States,147160,,"San Diego Toreros, San Diego (USA)",,,,,,
2020 Summer Olympics,Female,"Madalyn ""Maddie""•Godby",Maddie•Godby,"5 September 1992 in Boulder, Colorado (USA)",,United States,147164,,,,,,,,
2020 Summer Olympics,Female,Erin•Huck,Erin•Huck,"17 June 1981 in Boulder, Colorado (USA)",,United States,147167,154 cm / 52 kg,,,,,,,
2020 Summer Olympics,Female,Summer•Rappaport (Cook-),Summer•Rappaport,"25 July 1991 in Denver, Colorado (USA)",,United States,147289,175 cm,,,,,,,
