Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1992 Summer Olympics,Female,Monique Alicia•Javer (-Dias),Monique•Javer,"22 July 1967 in Burlingame, California (USA)",,Great Britain,55,177 cm / 64 kg,,,,,,,
1988 Summer Olympics,Female,María Xóchitl•Escobedo Alcalde,Xóchitl•Escobedo,"17 September 1968 in West Covina, California (USA)",,Mexico,964,170 cm / 60 kg,,,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Female,Angélica•Gavaldón Loaiza (-Verdieck),Angélica•Gavaldón,"3 October 1973 in El Centro, California (USA)",,Mexico,965,160 cm / 54 kg,,,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics; 2008 Summer Olympics,Female,Laura Kay•Berg,Laura•Berg,"6 January 1975 in Santa Fe Springs, California (USA)",,United States,1352,168 cm / 61 kg,"Fresno State Bulldogs, Fresno (USA)",,,,,,
1996 Summer Olympics,Female,Gillian Dewey•Boxx,Gillian•Boxx,"1 September 1973 in Fontana, California (USA)",,United States,1353,170 cm,"California Golden Bears, Berkeley (USA)",,,,,,
1996 Summer Olympics; 2000 Summer Olympics,Female,Sheila Marie•Cornell-Douty,Sheila•Cornell-Douty,"26 February 1962 in Encino, California (USA)",,United States,1363,175 cm / 81 kg,California Commotion,,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics,Female,Lisa M.•Fernandez (-Lujan),Lisa•Fernandez,"22 February 1971 in Long Beach, California (USA)",,United States,1372,167 cm / 77 kg,California Commotion,,,,,,
1996 Summer Olympics,Female,Michele M.•Granger,Michele•Granger,"15 January 1970 in Placentia, California (USA)",,United States,1378,180 cm,"California Golden Bears, Berkeley (USA)",,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics,Female,Lori D.•Harrigan (-Mack),Lori•Harrigan,"5 September 1970 in Anaheim, California (USA)",,United States,1382,182 cm / 99 kg,California Commotion,,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics,Female,Leah Marie•O'Brien-Amico,Leah•O'Brien-Amico,"9 September 1974 in Garden Grove, California (USA)",,United States,1415,175 cm / 65 kg,California Commotion,,,,,,
1996 Summer Olympics,Female,Julie M.•Smith,Julie•Smith,"10 May 1968 in Glendora, California (USA)",,United States,1433,162 cm,,,,,,,
1996 Summer Olympics,Female,Shelly B.•Stokes,Shelly•Stokes,"26 October 1967 in Sacramento, California (USA)",,United States,1440,165 cm,,,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics,Female,"Adrienne Cornelia ""Janet""•Dykman",Janet•Dykman,"17 January 1954 in Monterey Park, California (USA)",,United States,2207,167 cm / 65 kg,,,,,,,
1976 Summer Olympics,Female,Luann Marie•Ryon,Luann•Ryon,"13 January 1953 in Long Beach, California (USA)","27 December 2022 in Riverside, California (USA)",United States,2217,175 cm / 72 kg,State Archers of California,,,,,,
1996 Summer Olympics,Male,Justin Grant•Huish,Justin•Huish,"9 January 1975 in Fountain Valley, California (USA)",,United States,2234,177 cm / 79 kg,,,,,,,
1996 Summer Olympics,Female,Lindsay A.•Langston (-Shriner),Lindsay•Langston,"2 February 1979 in Modesto, California (USA)",,United States,2237,,,,,,,,
1924 Summer Olympics,Male,Hans Georg•Sÿz,Hans•Sÿz,"15 October 1891 in Alameda, California (USA)","23 December 1954 in Zürich, Zürich (SUI)",Switzerland,2578,,,,,,,,
1996 Summer Olympics; 2000 Summer Olympics; 2004 Summer Olympics; 2008 Summer Olympics,Female,Tamarine•Tanasugarn,Tamarine•Tanasugarn,"24 May 1977 in Los Angeles, California (USA)",,Thailand,2671,165 cm / 60 kg,,Tammy,,,,แทมมารีน•ธนสุกาญจน์,
1996 Summer Olympics; 2000 Summer Olympics; 2008 Summer Olympics,Female,Lindsay Ann•Davenport (-Leach),Lindsay•Davenport,"8 June 1976 in Palos Verdes, California (USA)",,United States,2724,191 cm / 79 kg,,,,,,,
1988 Summer Olympics; 1992 Summer Olympics,Female,Diana Kay•Gee (-McDonnell),Diana•Gee,"21 December 1968 in Burlingame, California (USA)",,United States,2731,162 cm / 45 kg,,,,,,,
1992 Summer Olympics,Female,Joy Ellen•Kitzmiller,Joy•Kitzmiller,"12 May 1964 in Manhattan Beach, California (USA)",,United States,2737,172 cm / 59 kg,,,,,,,
1924 Summer Olympics,Female,Hazel Virginia•Wightman (Hotchkiss-),Hazel•Wightman,"20 December 1886 in Healdsburg, California (USA)","5 December 1974 in Chesnut Hill, Massachusetts (USA)",United States,2743,,"California Golden Bears, Berkeley (USA)",,,,,,
1924 Summer Olympics; 1932 Summer Olympics,Female,"Helen Newington•Wills (-Moody, -Roark)",Helen•Wills,"6 October 1905 in Centerville, Fremont, California (USA)","1 January 1998 in Carmel-by-the-Sea, California (USA)",United States,2744,,"Berkeley Tennis Club/University of California, Berkeley",Little Miss Poker Face,,,,,
1988 Summer Olympics,Male,"Bradley N. ""Brad""•Gilbert",Brad•Gilbert,"9 August 1961 in Oakland, California (USA)",,United States,2762,185 cm / 79 kg,,The Beej,,,,,
1992 Summer Olympics,Male,"Christopher Hendrik ""Chris""•Jogis",Chris•Jogis,"24 May 1965 in Palo Alto, California (USA)",,United States,2767,183 cm / 73 kg,Manhattan Beach Badminton Club,,,,,,
1992 Summer Olympics,Male,Anthony Nomar•Garciaparra,Nomar•Garciaparra,"23 July 1973 in Whittier, California (USA)",,United States,3225,180 cm / 68 kg,"Georgia Tech Yellow Jackets, Atlanta (USA)",,,,,,
1992 Summer Olympics,Male,Jason Gilbert•Giambi,Jason•Giambi,"8 January 1971 in West Covina, California (USA)",,United States,3226,188 cm / 89 kg,"Long Beach State 49ers, Long Beach (USA)",,,,,,
1996 Summer Olympics,Male,Troy Edward•Glaus,Troy•Glaus,"3 August 1976 in Tarzana, California (USA)",,United States,3227,195 cm / 98 kg,"UCLA Bruins, Los Angeles (USA)",,,,,,
1996 Summer Olympics,Male,Jacque Dewayne•Jones,Jacque•Jones,"25 April 1975 in San Diego, California (USA)",,United States,3236,178 cm / 77 kg,"USC Trojans, Los Angeles (USA)",,,,,,
1992 Summer Olympics,Male,Daron Jon•Kirkreit,Daron•Kirkreit,"7 August 1972 in Anaheim, California (USA)",,United States,3237,198 cm / 102 kg,"Riverside Highlanders, Riverside (USA)",,,,,,
1996 Summer Olympics,Male,Mark Steven•Kotsay,Mark•Kotsay,"2 December 1975 in Whittier, California (USA)",,United States,3239,183 cm / 84 kg,"Cal State Fullerton Titans, Fullerton (USA)",,,,,,
