Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Summer Olympics,Female,"Cynthia Louise ""Cindy""•Brown",Cindy•Brown,"16 March 1965 in Portland, Oregon (USA)",,United States,5162,188 cm / 75 kg,"Long Beach State 49ers, Long Beach (USA)",,,,,,
1984 Summer Olympics,Female,Carol Jean•Menken-Schaudt,Carol•Menken-Schaudt,"23 November 1957 in Albany, Oregon (USA)",,United States,5369,195 cm / 77 kg,"Oregon State Beavers, Corvallis (USA)",,,,,,
1996 Summer Olympics,Female,"Kathryn Suzanne ""Katy""•Steding",Katy•Steding,"11 December 1967 in Portland, Oregon (USA)",,United States,5496,183 cm / 73 kg,"Stanford Cardinal, Stanford (USA)",,,,,,
1948 Summer Olympics,Male,"Lewis William ""Lew""•Beck, Jr.",Lew•Beck,"19 April 1922 in Portland, Oregon (USA)","3 April 1970 in Great Falls, Montana (USA)",United States,5695,183 cm / 75 kg,"Phillips 66ers, Bartlesville (USA)",,,,,,
1964 Summer Olympics,Male,"Melvin Grant ""Mel""•Counts",Mel•Counts,"16 October 1941 in Coos Bay, Oregon (USA)",,United States,5919,213 cm / 102 kg,"Oregon State Beavers, Corvallis (USA)",,,,,,
1964 Summer Olympics,Male,Louis Henry•Johnson,Louis•Johnson,"4 November 1938 in Portland, Oregon (USA)",,United States,8699,168 cm / 55 kg,"US Air Force, (USA)",,,,,,
1996 Summer Olympics; 2000 Summer Olympics,Male,John P.•Mooney,John•Mooney,"6 August 1964 in Eugene, Oregon (USA)",,United States,11132,177 cm / 79 kg,,,,,,,
1964 Summer Olympics; 1968 Summer Olympics; 1972 Summer Olympics,Male,Kevin John•Freeman,Kevin•Freeman,"21 October 1941 in Portland, Oregon (USA)","10 March 2023 in Portland, Oregon (USA)",United States,11982,171 cm / 68 kg,,,,,,,
1952 Summer Olympics,Male,John Earl•Millman,John•Millman,"4 August 1930 in Portland, Oregon (USA)","12 June 2021 in Middlesbrough, England (GBR)",Canada,15674,,,,,,,,
1984 Summer Olympics; 1988 Summer Olympics; 1992 Summer Olympics; 1996 Summer Olympics,Male,"Michael Anthony ""Mike""•Marx",Mike•Marx,"7 July 1958 in Portland, Oregon (USA)",,United States,23750,180 cm / 77 kg,Rochester Fencing Centre,,,,,,
1984 Summer Olympics; 1988 Summer Olympics; 1992 Summer Olympics,Male,Robert Gabriel•Marx,Robert•Marx,"25 September 1956 in Portland, Oregon (USA)",,United States,23751,188 cm / 82 kg,"Salle Auriol, Seattle (USA)",,,,,,
1996 Summer Olympics; 2000 Summer Olympics,Female,Tiffeny Carleen•Milbrett,Tiffeny•Milbrett,"23 October 1972 in Portland, Oregon (USA)",,United States,27681,155 cm / 56 kg,"Shiroki Serena, JPN/New York Power",,,,,,
1972 Summer Olympics; 1976 Summer Olympics,Male,Richard Neal•Abrahamson,Richard•Abrahamson,"21 October 1947 in McMinnville, Oregon (USA)",,United States,32955,190 cm / 88 kg,"US Army, (USA)",,,,,,
1972 Summer Olympics; 1976 Summer Olympics,Male,Roger Lewis•Baker,Roger•Baker,"10 August 1946 in Hood River, Oregon (USA)",,United States,32958,196 cm / 92 kg,,,,,,,
1972 Summer Olympics,Male,Scott Lee•Taylor,Scott•Taylor,"8 May 1945 in Portland, Oregon (USA)",14 September 2023,United States,35171,188 cm / 69 kg,"US Army, (USA)",,,,,,
1996 Summer Olympics; 2004 Summer Olympics,Female,Jennifer•Devine,Jennifer•Devine,"19 December 1968 in Portland, Oregon (USA)",,United States,40448,170 cm / 69 kg,"Pocock Rowing Centre, Seattle",,,,,,
1952 Summer Olympics,Male,James Judson•Beggs,James•Beggs,"6 January 1924 in Portland, Oregon (USA)","4 May 2011 in Watsonville, California (USA)",United States,40550,,"Stanford Cardinal, Stanford (USA)",,,,,,
1932 Summer Olympics,Male,"Norris James ""Norey""•Graham",Norey•Graham,"25 October 1906 in Portland, Oregon (USA)","9 July 1980 in Tuolumne City, California (USA)",United States,40676,166 cm / 55 kg,"California Golden Bears, Berkeley (USA)",,,,,,
1984 Summer Olympics,Male,"Douglas John ""Doug""•Herland",Doug•Herland,"19 August 1951 in Bend, Oregon (USA)",26 March 1991,United States,40698,142 cm / 50 kg,Michigan Rowing Association,,,,,,
1960 Summer Olympics,Male,"Robert Peck ""Bob""•Rogers",Bob•Rogers,"28 March 1934 in Portland, Oregon (USA)","9 July 2017 in Edmonds, Washington (USA)",United States,40849,190 cm / 83 kg,"Lake Washington RC, Seattle (USA)",,,,,,
1988 Summer Olympics,Male,John Robert•Walters,John•Walters,"18 July 1963 in Portland, Oregon (USA)",,United States,40923,195 cm / 93 kg,,,,,,,
1992 Summer Olympics,Female,Debra Lynn•Sinclair (-Engers),Debra•Sinclair,"11 March 1969 in Portland, Oregon (USA)",,United States,44589,157 cm / 61 kg,,,,,,,
1996 Summer Olympics,Male,Neal John•Caloia,Neal•Caloia,"9 April 1970 in Cottage Grove, Oregon (USA)",,United States,44629,185 cm / 82 kg,,,,,,,
