Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1988 Summer Olympics,Female,"Pamela Howard ""Pam""•Shriver (-Shapiro, -Lazenby)",Pam•Shriver,"4 July 1962 in Baltimore, Maryland (USA)",,United States,2740,183 cm / 70 kg,,,,,,,
1976 Summer Olympics,Female,Nancy Lynn•Dunkle,Nancy•Dunkle,"10 January 1955 in Bainbridge, Maryland (USA)",,United States,5225,188 cm / 70 kg,"Cal State Fullerton Titans, Fullerton (USA)",,,,,,
1968 Summer Olympics,Male,Harlan Joseph•Marbley,Harlan•Marbley,"11 October 1943 in White Oak, Maryland (USA)","13 May 2008 in Clinton, Maryland (USA)",United States,8723,162 cm / 48 kg,"US Army, (USA)",Peewee,,,,,
1988 Summer Olympics,Male,Andrew Lester•Maynard,Andrew•Maynard,"8 April 1964 in Cheverly, Maryland (USA)",,United States,8726,183 cm / 81 kg,"US Army, (USA)",Boxing Andrew Maynard (BAM),,,,,
1992 Summer Olympics; 2000 Summer Olympics,Male,"Jacob Alexander ""Lecky""•Haller",Lecky•Haller,"2 August 1957 in Glencoe, Maryland (USA)",,United States,11087,180 cm / 79 kg,,,,,,,
1992 Summer Olympics; 1996 Summer Olympics; 2000 Summer Olympics,Male,"David Carter ""Davey""•Hearn",Davey•Hearn,"17 April 1959 in Bethesda, Maryland (USA)",,United States,11096,175 cm / 72 kg,,,,,,,
1972 Summer Olympics; 1992 Summer Olympics,Male,"James Patrick ""Jamie""•McEwan",Jamie•McEwan,"24 September 1952 in Olney, Maryland (USA)",14 June 2014,United States,11125,183 cm / 77 kg,,,,,,,
1952 Summer Olympics,Male,James George “Jimmy”•Lauf,Jimmy•Lauf,"1 November 1927 in Baltimore, Maryland (USA)",,United States,15249,,U.S. Coast Guard,,,,,,
1948 Summer Olympics,Male,"Frederic Maxcy ""Fred""•Hewitt",Fred•Hewitt,"16 September 1916 in Baltimore, Maryland (USA)","26 September 2010 in Annapolis, Maryland (USA)",United States,20403,,Mt. Washington Club,Rip,,,,,
1996 Summer Olympics,Male,"Steven Michael ""Steve""•Jennings",Steve•Jennings,"24 July 1969 in Bethesda, Maryland (USA)",,United States,20405,170 cm / 73 kg,,,,,,,
1948 Summer Olympics; 1956 Summer Olympics,Male,Harry Byron•Marcoplos,Harry•Marcoplos,"28 January 1926 in Baltimore, Maryland (USA)",,United States,20414,183 cm / 73 kg,"Baltimore Field Hockey Club, Baltimore (USA)",,,,,,
1932 Summer Olympics; 1936 Summer Olympics,Male,"John Iglehart ""Jack""•Turnbull",Jack•Turnbull,"30 June 1910 in Baltimore, Maryland (USA)",18 October 1944 in ? (BEL),United States,20437,,"Johns Hopkins Blue Jays, Baltimore (USA)",,,,,,
1956 Summer Olympics,Male,"Raymond Charles ""Ray""•Wittelsberger",Ray•Wittelsberger,"16 March 1925 in Baltimore, Maryland (USA)","29 August 1980 in Baltimore, Maryland (USA)",United States,20447,175 cm / 82 kg,"Baltimore Field Hockey Club, Baltimore (USA)",,,,,,
1996 Summer Olympics,Female,"Margaret Suzanne ""Suzie""•Paxton",Suzie•Paxton,"27 December 1969 in Baltimore, Maryland (USA)",,United States,21014,162 cm / 58 kg,,,,,,,
1972 Summer Olympics,Female,Ruth Carlita•White (-Hooker),Ruth•White,"16 July 1951 in Baltimore, Maryland (USA)",,United States,21020,170 cm / 59 kg,"Fencers Club, New York (USA)",,,,,,
1992 Summer Olympics,Male,John Merrill•Friedberg,John•Friedberg,"9 March 1961 in Baltimore, Maryland (USA)",,United States,23705,172 cm / 70 kg,,,,,,,
1988 Summer Olympics,Male,Paul Ronald•Friedberg,Paul•Friedberg,"14 December 1959 in Baltimore, Maryland (USA)",,United States,23706,170 cm / 66 kg,"Penn Quakers, Philadelphia (USA)",,,,,,
1992 Summer Olympics,Male,Yari C.•Allnutt,Yari•Allnutt,"17 February 1970 in Baltimore, Maryland (USA)",,United States,27688,180 cm / 73 kg,"Portland Pilots, Portland (USA)",,,,,,
1992 Summer Olympics,Male,Erik Bradley•Imler,Erik•Imler,"1 June 1971 in Silver Spring, Maryland (USA)",,United States,27757,175 cm / 73 kg,"Virginia Cavaliers, Charlottesville (USA)",,,,,,
1988 Summer Olympics,Male,Bruce Edward•Murray,Bruce•Murray,"25 January 1966 in Germantown, Maryland (USA)",,United States,27796,185 cm / 77 kg,"Washington Stars, Fairfax (USA)",,,,,,
1996 Summer Olympics,Male,Clint Eastwood•Peay,Clint•Peay,"16 September 1973 in Columbia, Maryland (USA)",,United States,27802,183 cm / 75 kg,"D.C. United, Washington (USA)",,,,,,
1952 Summer Olympics,Male,"Lawrence Carmen ""Larry""•Surock",Larry•Surock,"9 November 1930 in Baltimore, Maryland (USA)","26 September 2007 in Baltimore, Maryland (USA)",United States,27830,,Pompeii Soccer Club,,,,,,
1992 Summer Olympics,Male,Dante Deneen•Washington,Dante•Washington,"21 November 1970 in Baltimore, Maryland (USA)",,United States,27837,180 cm / 86 kg,"Radford Highlanders, Radford (USA)",,,,,,
1992 Summer Olympics; 1996 Summer Olympics; 2000 Summer Olympics,Female,Dominique Margaux•Dawes (-Thompson),Dominique•Dawes,"20 November 1976 in Silver Spring, Maryland (USA)",,United States,29238,158 cm / 54 kg,"Hill's Gymnastics, Maryland",,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Female,"Elizabeth Ann ""Betsy""•Beard (-Stillings)",Betsy•Beard,"16 September 1961 in Baltimore, Maryland (USA)",,United States,40433,155 cm / 42 kg,,,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Female,Michelle D.•Knox-Zaloom,Michelle•Knox-Zaloom,"17 November 1964 in Mayo, Maryland (USA)",,United States,40476,178 cm / 68 kg,"Potomac BC, Washington (USA)",,,,,,
1976 Summer Olympics,Male,Kenneth Glen•Foote,Kenneth•Foote,"2 August 1948 in Baltimore, Maryland (USA)",,United States,40656,193 cm / 93 kg,"Narragansett Boat Club, Providence (USA)",,,,,,
1924 Summer Olympics,Male,"Robert Buchanan ""Bob""•Gerhardt",Bob•Gerhardt,"3 October 1903 in Baltimore, Maryland (USA)","23 January 1989 in Erdenheim, Pennsylvania (USA)",United States,40671,190 cm,"Pennsylvania Barge Club, Philadelphia (USA)",,,,,,
1988 Summer Olympics,Male,"Christopher B. ""Chris""•Huntington",Chris•Huntington,"22 September 1960 in Bethesda, Maryland (USA)",,United States,40713,198 cm / 95 kg,"University of Oxford, Oxford (GBR) / California Golden Bears, Berkeley (USA)",,,,,,
1984 Summer Olympics; 1988 Summer Olympics,Male,"Andrew Hancock ""Andy""•Sudduth",Andy•Sudduth,"21 November 1961 in Baltimore, Maryland (USA)","15 July 2006 in Marion, Massachusetts (USA)",United States,40897,191 cm / 91 kg,"Harvard Crimson, Cambridge (USA)",,,,,,
1996 Summer Olympics,Male,"Robert E. ""Rob""•Harbison",Rob•Harbison,"27 June 1966 in Fallston, Maryland (USA)",,United States,44680,172 cm / 73 kg,"US Army, (USA)",,,,,,
1968 Summer Olympics,Male,Earl Francis•Herring,Earl•Herring,"28 December 1931 in Emmittsburg, Maryland (USA)",,United States,44683,178 cm / 70 kg,"US Air Force, (USA)",,,,,,
1952 Summer Olympics; 1960 Summer Olympics; 1964 Summer Olympics; 1968 Summer Olympics; 1972 Summer Olympics; 1976 Summer Olympics,Male,"William Willard ""Bill""•McMillan",Bill•McMillan,"29 January 1929 in Frostburg, Maryland (USA)","6 June 2000 in Encinitas, California (USA)",United States,44719,183 cm / 91 kg,"US Marine Corps, (USA)",,,,,,
1948 Summer Olympics,Male,"Frank Toadvine•Parsons, Jr.","Frank•Parsons, Jr.","10 January 1906 in Baltimore, Maryland (USA)","21 March 1957 in Washington, District of Columbia (USA)",United States,44733,,"George Washington Colonials, Washington (USA)",,,,,,
1988 Summer Olympics,Male,"Webster M.•Wright, III",Webster•Wright,"19 March 1967 in Annapolis, Maryland (USA)",,United States,44796,183 cm / 68 kg,"West Virginia Mountaineers, Morgantown (USA)",,,,,,
1996 Summer Olympics,Female,"Elizabeth Anne ""Beth""•Botsford",Beth•Botsford,"21 May 1981 in Baltimore, Maryland (USA)",,United States,50971,165 cm / 49 kg,"NBAC, Baltimore (USA)",,,,,,
1992 Summer Olympics,Female,Jill Kristen•Johnson (-Chasson),Jill•Johnson,"8 June 1969 in Lutherville, Maryland (USA)",,United States,51071,172 cm / 66 kg,,,,,,,
1932 Summer Olympics; 1936 Summer Olympics,Female,Lenore M.•Kight-Wingard,Lenore•Kight-Wingard,"26 September 1911 in Frostburg, Maryland (USA)","9 February 2000 in Cincinnati, Ohio (USA)",United States,51082,,"Carnegie Library Athletic Club, Homestead (USA)",,,,,,
1968 Summer Olympics,Female,"Deborah Elizabeth ""Debbie""•Meyer (-Weber)",Debbie•Meyer,"14 August 1952 in Annapolis, Maryland (USA)",,United States,51124,170 cm / 52 kg,"Arden Hills Swim Club, Sacramento (USA)",,,,,,
1996 Summer Olympics,Female,Jill Sabrina•Sudduth,Jill•Sudduth,"9 September 1971 in Baltimore, Maryland (USA)",,United States,51210,172 cm / 54 kg,"Santa Clara SC, Santa Clara (USA)",,,,,,
1976 Summer Olympics,Female,"Wendy Elizabeth•Weinberg (-Farber, -Weil)",Wendy•Weinberg,"27 June 1958 in Baltimore, Maryland (USA)",,United States,51234,168 cm / 57 kg,Homewood Aquatics Club,,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Male,"Gregory Stewart ""Greg""•Burgess",Greg•Burgess,"11 January 1972 in Baltimore, Maryland (USA)",,United States,51282,193 cm / 93 kg,Bolles Sharks,,,,,,
1996 Summer Olympics; 2000 Summer Olympics,Male,Bradley Darrell•Schumacher,Brad•Schumacher,"6 March 1974 in Bowie, Maryland (USA)",,United States,51555,193 cm / 90 kg,Tiger Aquatics,,,,,,
1932 Summer Olympics,Male,"Raymond Webb•Thompson, Jr.",Raymond•Thompson,"12 March 1911 in Baltimore, Maryland (USA)","14 February 1999 in Bethesda, Maryland (USA)",United States,51588,,"US Naval Academy, Annapolis (USA)",,,,,,
1976 Summer Olympics,Male,Kerry•Klostermann,Kerry•Klostermann,"19 August 1947 in Bethesda, Maryland (USA)",,Canada,51892,184 cm / 82 kg,,,,,,,
1932 Summer Olympics,Male,Albert Henry•Manger,Albert•Manger,"21 May 1899 in Baltimore, Maryland (USA)","March 1985 in Baltimore, Maryland (USA)",United States,57000,,Baltimore YMCA (Young Men's Christian Association),,,,,,
1956 Summer Olympics,Male,"William Ernest Thomas ""Ernie""•Fischer",Ernie•Fischer,"12 July 1930 in Baltimore, Maryland (USA)",18 April 2019,United States,60627,,"US Air Force, (USA)",,,,,,
1976 Summer Olympics,Male,"Lloyd Weldon ""Butch""•Keaser",Butch•Keaser,"9 February 1950 in Pumphrey, Maryland (USA)",,United States,60676,170 cm / 68 kg,"US Marine Corps, (USA)",,,,,,
1932 Summer Olympics,Male,Francis Pierpont•Davis,Pierpont•Davis,"27 December 1884 in Baltimore, Maryland (USA)","15 July 1953 in Los Angeles, California (USA)",United States,61742,,"California Yacht Club, Los Angeles (USA)",,,,,,
1968 Summer Olympics; 1976 Summer Olympics,Male,James Howard•Fairbank,James•Fairbank,"18 December 1925 in Ellicott City, Maryland (USA)","16 December 2010 in San Juan, Puerto Rico (PUR)",Puerto Rico,61967,193 cm / 96 kg,,,,,,,
1956 Summer Olympics,Male,"Robert•Stinson, Jr.",Robert•Stinson,"8 November 1932 in Baltimore, Maryland (USA)",September 2021,United States,63780,185 cm / 86 kg,"Vineyard Haven Yacht Club, Vineyard Haven (USA)",,,,,,
1992 Summer Olympics,Female,Tanya Yvette•Hughes (-Jones),Tanya•Hughes,"25 January 1972 in Baltimore, Maryland (USA)",,United States,77869,184 cm / 59 kg,"Nike Coast Track Club, (USA)",,,,,,
1964 Summer Olympics,Female,"Deborah Ann ""Debbie""•Thompson (-Brown)",Debbie•Thompson,"5 July 1947 in Frederick, Maryland (USA)",17 November 2019,United States,77987,168 cm / 58 kg,Frederick Track Club,,,,,,
1952 Summer Olympics,Male,"Arthur George ""Art""•Bragg",Art•Bragg,"3 December 1930 in Baltimore, Maryland (USA)",25 August 2018,United States,78138,175 cm / 70 kg,"Morgan State Bears, Baltimore (USA)",,,,,,
1984 Summer Olympics,Male,"William Ernest ""Bill""•Green",Bill•Green,"28 April 1960 in Laurel, Maryland (USA)",,United States,78476,186 cm / 109 kg,Stars and Stripes Track Club,,,,,,
1972 Summer Olympics,Male,"Robert Tomlinson ""Bob""•Wheeler, III",Bob•Wheeler,"11 January 1952 in Baltimore, Maryland (USA)","19 November 2010 in Mountain View, California (USA)",United States,79183,183 cm / 68 kg,"Duke Blue Devils, Durham (USA)",,,,,,
2000 Summer Olympics; 2004 Summer Olympics,Male,James•Carter,James•Carter,"7 May 1978 in Baltimore, Maryland (USA)",,United States,89105,185 cm / 77 kg,Maryland Elite/Nike,,,,,,
2000 Summer Olympics; 2004 Summer Olympics,Male,"Bernard Rollen•Williams, III","Bernard•Williams, III","19 January 1978 in Baltimore, Maryland (USA)",,United States,89173,183 cm / 81 kg,"Florida Gators, Gainesville (USA) / Nike, Beaverton (USA) / HSI, Irvine (USA)",Hollywood,,,,,
2000 Summer Olympics,Male,"Akhnaten A. ""Akhi""•Spencer-El",Akhi•Spencer-El,"13 April 1979 in Baltimore, Maryland (USA)",,United States,90867,180 cm / 84 kg,"Peter Westbrook Foundation, Fencers Club of New York",,,,,,
2000 Summer Olympics,Male,"Thomas G. ""Tommy""•Hannan",Tommy•Hannan,"14 January 1980 in Baltimore, Maryland (USA)",,United States,93854,188 cm / 91 kg,"Texas Longhorns, Austin (USA)",,,,,,
2000 Summer Olympics; 2004 Summer Olympics; 2008 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Male,"Michael Fred•Phelps, II",Michael•Phelps,"30 June 1985 in Baltimore, Maryland (USA)",,United States,93860,193 cm / 91 kg,"NBAC, Baltimore (USA) / Michigan Wolverines, Ann Arbor (USA)",The Baltimore Bullet,,,,,
2000 Summer Olympics,Female,Joanna Sue•Zeiger,Joanna•Zeiger,"4 May 1970 in Baltimore, Maryland (USA)",,United States,94336,163 cm / 52 kg,,,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Female,"Kathryn Elise ""Katie""•Hoff (-Anderson)",Katie•Hoff,"3 June 1989 in Abingdon, Maryland (USA)",,United States,103232,175 cm / 64 kg,"NBAC, Baltimore (USA)",,,,,,
2004 Summer Olympics,Female,Carol•Cronin,Carol•Cronin,"23 June 1964 in Bethesda, Maryland (USA)",,United States,103964,157 cm / 59 kg,Sail Newport,,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Male,Wyatt•Allen,Wyatt•Allen,"11 January 1979 in Baltimore, Maryland (USA)",,United States,104500,193 cm / 98 kg,"Virginia Cavaliers, Charlottesville (USA)",,,,,,
2004 Summer Olympics,Male,Rhadi Bullard•Ferguson,Rhadi•Ferguson,"3 April 1973 in Rockville, Maryland (USA)",,United States,106759,175 cm / 99 kg,US Olympic Training Centre Judo Club,,,,,,
2004 Summer Olympics,Female,Sara•McMann,Sara•McMann,"24 September 1980 in Takoma Park, Maryland (USA)",,United States,107563,167 cm / 62 kg,"Sunkist Kids Wrestling Club, Scottsdale (USA)",,,,,,
2008 Summer Olympics; 2012 Summer Olympics,Female,Georgia•Gould (-LaBarr),Georgia•Gould,"5 January 1980 in Baltimore, Maryland (USA)",,United States,113130,175 cm / 61 kg,Luna Chix mountain bike team,,,,,,
2008 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Male,"Robert ""Bobby""•Lea",Bobby•Lea,"17 October 1983 in Easton, Maryland (USA)",,United States,113230,188 cm / 77 kg,"Rite Aid Pro Cycling, (USA) / Maloja Pushbikers, Holzkirchen (GER)",,,,,,
2008 Summer Olympics,Female,Mechelle Chanai•Lewis,Mechelle•Lewis,"20 September 1980 in Fort Washington, Maryland (USA)",,United States,115253,168 cm / 64 kg,"Nike, Beaverton (USA)",,,,,,
2008 Summer Olympics,Male,José Emmanuel•Crescimbeni Barrantes,Emmanuel•Crescimbeni,"25 June 1990 in Gaithersburg, Maryland (USA)",,Peru,115779,175 cm / 73 kg,,,,,,,
2012 Summer Olympics,Female,Afia Neliah•Charles,Afia•Charles,"22 July 1992 in Greenbelt, Maryland (USA)",,Antigua and Barbuda,120123,170 cm / 57 kg,"UCF Knights, Orlando (USA)",,,,,,
2012 Summer Olympics,Female,"Temitope ""Temi""•Fagbenle",Temi•Fagbenle,"8 September 1992 in Baltimore, Maryland (USA)",,Great Britain,123014,192 cm / 79 kg,"Harvard Crimson, Cambridge (USA)",,,,,,
2012 Summer Olympics,Male,Jamele•Mason,Jamele•Mason,"19 October 1989 in Texas, Maryland (USA)",,Puerto Rico,124637,190 cm / 85 kg,,,,,,,
2012 Summer Olympics,Female,Julie Ashley•Zetlin,Julie•Zetlin,"30 June 1990 in Silver Spring, Maryland (USA)",,United States,126515,168 cm / 55 kg,,,,,,,
2012 Summer Olympics; 2016 Summer Olympics; 2020 Summer Olympics,Male,"Matthew Gerald•Centrowitz, Jr.","Matthew•Centrowitz, Jr.","18 October 1989 in Beltsville, Maryland (USA)",,United States,126529,176 cm / 65 kg,"Nike Oregon Project [Portland, OR, USA]",,,,,,
2012 Summer Olympics; 2016 Summer Olympics,Female,Angel Lajuane•McCoughtry,Angel•McCoughtry,"10 September 1986 in Baltimore, Maryland (USA)",,United States,126575,185 cm / 70 kg,"Atlanta Dream, Atlanta (USA)",,,,,,
2012 Summer Olympics,Male,Andrew Douglas•Gemmell,Andrew•Gemmell,"20 February 1991 in Columbia, Maryland (USA)",,United States,126683,183 cm / 73 kg,"Georgia Bulldogs, Athens (USA)",,,,,,
2012 Summer Olympics; 2020 Summer Olympics,Female,Farrah•Hall,Farrah•Hall,"1 November 1981 in Annapolis, Maryland (USA)",,United States,126689,170 cm / 58 kg,"Annapolis YC, Annapolis (USA)",,,,,,
2012 Summer Olympics,Female,Natalie•Dell,Natalie•Dell,"20 February 1985 in Silver Spring, Maryland (USA)",,United States,126804,175 cm / 75 kg,"Riverside Boat Club, Cambridge (USA)",,,,,,
2012 Summer Olympics,Female,Allison•Randall,Allison•Randall,"25 February 1988 in Baltimore, Maryland (USA)",,Jamaica,127136,178 cm / 86 kg,,,,,,,
2016 Summer Olympics,Female,Tanja•Kylliäinen,Tanja•Kylliäinen,"30 January 1993 in Baltimore, Maryland (USA)",,Finland,130072,155 cm / 57 kg,Lappeenrannan Uimarit,,,,,,
2016 Summer Olympics,Female,Jennifer Dugwen•Chieng,Jennifer•Chieng,"29 April 1986 in ?, Maryland (USA)",,Federated States of Micronesia,130193,161 cm / 60 kg,,,,,,,
2016 Summer Olympics,Female,Toni-Ann Natasha•Williams,Toni-Ann•Williams,"20 November 1995 in Randallstown, Maryland (USA)",,Jamaica,130738,155 cm / 52 kg,University of California Golden Bears / United Gymnastix (USA),,,,,,
2016 Summer Olympics,Female,Deajah•Stevens,Deajah•Stevens,"19 May 1995 in Baltimore, Maryland (USA)",,United States,132027,175 cm / 65 kg,University of Oregon,,,,,,
