Games,Sex,Full name,Used name,Born,Died,NOC,athlete_id,Measurements,Affiliations,Nick/petnames,Title(s),Other names,Nationality,Original name,Name order
1964 Summer Olympics,Male,"Velvet James ""Jim""•Barnes",Jim•Barnes,"13 April 1941 in Tuckerman, Arkansas (USA)","14 September 2002 in Silver Spring, Maryland (USA)",United States,5680,201 cm / 109 kg,"UTEP Miners, El Paso (USA)",Bad News,,,,,
1948 Summer Olympics,Male,Gordon C.•Carpenter,Gordon•Carpenter,"24 September 1919 in Saddle, Arkansas (USA)","8 March 1988 in Lakewood, Colorado (USA)",United States,5832,200 cm / 100 kg,"Phillips 66ers, Bartlesville (USA)",Shorty,,,,,
1992 Summer Olympics; 1996 Summer Olympics,Male,"Scotty Maurice ""Scottie""•Pippen",Scottie•Pippen,"25 September 1965 in Hamburg, Arkansas (USA)",,United States,6872,200 cm / 102 kg,"Chicago Bulls, Chicago (USA)",Pip,,,,,
1976 Summer Olympics,Male,"John ""Johnny""•Tate",Johnny•Tate,"29 January 1955 in Marion, Arkansas (USA)","9 April 1998 in Knoxville, Tennessee (USA)",United States,8785,193 cm / 104 kg,,Big John,,,,,
1976 Summer Olympics,Male,"Charles Dexter ""Chuck""•Walker, Jr.",Chuck•Walker,"10 May 1957 in Marion, Arkansas (USA)",,United States,8796,183 cm / 71 kg,,White Chocolate,,,,,
1972 Summer Olympics,Male,"Robert Chamberlain•Mitchell, II",Robert•Mitchell,"10 August 1949 in Monticello, Arkansas (USA)",,United States,11131,183 cm / 73 kg,"US Navy, (USA)",,,,,,
1932 Summer Olympics,Male,"Raymond Henry ""Benny""•Bass",Benny•Bass,"15 January 1910 in Chambersville, Arkansas (USA)","10 March 1997 in Los Angeles, California (USA)",United States,31285,167 cm / 59 kg,"US Navy, (USA)",Ben,,,,,
1960 Summer Olympics,Male,William Camielle•Long,William•Long,"3 October 1935 in Little Rock, Arkansas (USA)",19 March 2010,United States,40757,175 cm / 61 kg,"US Navy, (USA)",,,,,,
1952 Summer Olympics,Male,"Louis Kelley•McMillan, Jr.",Louis•McMillan,"8 February 1929 in Little Rock, Arkansas (USA)","13 September 2012 in Destin, Florida (USA)",United States,40788,,"US Navy, (USA)",,,,,,
1948 Summer Olympics; 1952 Summer Olympics; 1956 Summer Olympics,Male,"Huelet Leo ""Joe""•Benner",Joe•Benner,"1 November 1917 in Paragould, Arkansas (USA)","12 December 1999 in Tampa, Florida (USA)",United States,44615,178 cm / 100 kg,,,,,,,
1924 Summer Olympics,Male,John Keith•Boles,John•Boles,"31 January 1888 in Fort Smith, Arkansas (USA)","16 July 1952 in San Antonio, Texas (USA)",United States,44619,,"US Army, (USA)",,,,,,
1984 Summer Olympics,Male,"Randolph Wayne ""Randy""•Stewart",Randy•Stewart,"28 October 1951 in Nashville, Arkansas (USA)",,United States,44772,180 cm / 85 kg,"US Army, (USA)",,,,,,
1972 Summer Olympics,Female,"Keena Ruth•Rothhammer (-Weisbly, -Zorovich)",Keena•Rothhammer,"26 February 1957 in Little Rock, Arkansas (USA)",,United States,51171,175 cm / 66 kg,"Santa Clara SC, Santa Clara (USA)",,,,,,
1924 Summer Olympics,Male,Robin Lawrence•Reed,Robin•Reed,"20 October 1899 in Pettigrew, Arkansas (USA)","20 December 1978 in Salem, Oregon (USA)",United States,60737,,"Oregon State Beavers, Corvallis (USA)",,,,,,
1952 Summer Olympics,Male,"Arnold Lee ""Arnie""•Betton",Arnie•Betton,"28 July 1929 in Brinkley, Arkansas (USA)","19 November 2009 in ?, California (USA)",United States,78108,188 cm / 77 kg,"Drake Bulldogs, Des Moines (USA)",,,,,,
1932 Summer Olympics,Male,"William Arthur ""Bill""•Carr",Bill•Carr,"24 October 1909 in Pine Bluff, Arkansas (USA)","14 January 1966 in Tokyo, Tokyo (JPN)",United States,78205,172 cm / 66 kg,"Penn Quakers, Philadelphia (USA)",,,,,,
1968 Summer Olympics,Male,"Charles Edward ""Charlie""•Greene",Charlie•Greene,"21 March 1945 in Pine Bluff, Arkansas (USA)","14 March 2022 in Lincoln, Nebraska (USA)",United States,78477,173 cm / 69 kg,"Nebraska Cornhuskers, Lincoln (USA)",,,,,,
1928 Summer Olympics,Male,"Edward Barton ""Ed""•Hamm",Ed•Hamm,"13 April 1906 in Lonoke, Arkansas (USA)","25 June 1982 in Albany, Oregon (USA)",United States,78509,179 cm / 70 kg,"Georgia Tech Yellow Jackets, Atlanta (USA)",,,,,,
1968 Summer Olympics,Male,"James Ray ""Jim""•Hines",Jim•Hines,"10 September 1946 in Dumas, Arkansas (USA)","3 June 2023 in Hayward, California (USA)",United States,78559,183 cm / 81 kg,"Houston Striders, Houston (USA)",,,,,,
1956 Summer Olympics,Male,"James Gilbert ""Jim""•Lea, Jr.",Jim•Lea,"6 November 1932 in Little Rock, Arkansas (USA)","27 March 2010 in San José, California (USA)",United States,78685,183 cm / 68 kg,"US Air Force, (USA)",,,,,,
1960 Summer Olympics; 1964 Summer Olympics,Male,"Dallas Crutcher•Long, III",Dallas•Long,"13 June 1940 in Pine Bluff, Arkansas (USA)",,United States,78710,193 cm / 118 kg,"Pasadena Athletic and Country Club, Pasadena (USA)",,,,,,
1976 Summer Olympics,Male,"Maxwell Lander ""Maxie""•Parks",Maxie•Parks,"9 July 1951 in Arkansas City, Arkansas (USA)",,United States,78877,188 cm / 78 kg,"Maccabi Track Club, Los Angeles (USA)",,,,,,
2000 Summer Olympics,Male,Kenny•Evans,Kenny•Evans,"6 April 1979 in Pine Bluff, Arkansas (USA)",,United States,89126,188 cm / 74 kg,"Arkansas Razorbacks, Fayetteville (USA)",,,,,,
2000 Summer Olympics,Male,Ryan Ray•Franklin,Ryan•Franklin,"5 March 1973 in Fort Smith, Arkansas (USA)",,United States,89737,190 cm / 75 kg,"Tacoma Rainiers, Tacoma (USA)",,,,,,
2000 Summer Olympics,Male,Jermain Lee•Taylor,Jermain•Taylor,"11 August 1978 in Little Rock, Arkansas (USA)",,United States,90056,183 cm / 71 kg,,Bad Intentions,,,,,
2004 Summer Olympics; 2008 Summer Olympics,Female,Muna•Lee,Muna•Lee,"30 October 1981 in Little Rock, Arkansas (USA)",,United States,105296,173 cm / 54 kg,"LSU Tigers, Baton Rouge (USA) / Nike, Beaverton (USA)",,,,,,
2008 Summer Olympics,Male,Terry Ronald•Tiffee,Terry•Tiffee,"21 April 1979 in North Little Rock, Arkansas (USA)",,United States,113446,190 cm / 102 kg,"Las Vegas 51s, Las Vegas (USA)",,,,,,
2008 Summer Olympics,Male,Michael•Robertson,Michael•Robertson,"19 December 1983 in Bebee, Arkansas (USA)",,United States,114701,198 cm / 120 kg,"Nike, Beaverton (USA)",,,,,,
2008 Summer Olympics; 2012 Summer Olympics,Male,"Nicholas ""Nick""•Symmonds",Nick•Symmonds,"30 December 1983 in Blytheville, Arkansas (USA)",,United States,115308,178 cm / 75 kg,"Oregon Track Club, Eugene (USA) / Nike, Beaverton (USA)",,,,,,
2008 Summer Olympics; 2012 Summer Olympics; 2016 Summer Olympics,Female,Margaux•Isaksen,Margaux•Isaksen,"7 October 1991 in Fayetteville, Arkansas (USA)",,United States,116435,178 cm / 60 kg,"Arkansas Fencing Academy, Springdale, Arkansas (USA)",,,,,,
2012 Summer Olympics,Male,"Jacob ""Jake""•Cornelius",Jake•Cornelius,"2 October 1984 in Magnolia, Arkansas (USA)",,United States,126785,198 cm / 95 kg,,,,,,,
2012 Summer Olympics; 2016 Summer Olympics,Male,Michael DeLorean•Tinsley,Michael•Tinsley,"21 April 1984 in Little Rock, Arkansas (USA)",,United States,126801,186 cm / 74 kg,,,,,,,
2016 Summer Olympics,Female,"Alexis ""Lexi""•Weeks (-Jacobus)",Lexi•Weeks,"20 November 1996 in Jacksonville, Arkansas (USA)",,United States,132013,168 cm / 59 kg,University of Arkansas,,,,,,
2016 Summer Olympics,Female,Isabella•Isaksen (-El-Geziry),Isabella•Isaksen,"22 November 1993 in Fayetteville, Arkansas (USA)",,United States,132116,173 cm / 63 kg,"NYAC, New York (USA)",,,,,,
2016 Summer Olympics,Male,"Jeffrey Todd ""Jeff""•Henderson",Jeff•Henderson,"19 February 1989 in McAlmont, Arkansas (USA)",,United States,136249,183 cm / 86 kg,adidas,,,,,,
2016 Summer Olympics,Male,Kyle•Clemons,Kyle•Clemons,"27 December 1990 in Jonesboro, Arkansas (USA)",,United States,136252,180 cm / 74 kg,"adidas, Herzogenaurach (GER)",,,,,,
2020 Summer Olympics,Male,Jahlil•Okafor,Jahlil•Okafor,"15 December 1995 in Fort Smith, Arkansas (USA)",,Nigeria,145640,211 cm,"Detroit Pistons, Detroit (USA)",,,,,,
2020 Summer Olympics,Female,Kayle•Browning,Kayle•Browning,"9 July 1992 in Conway, Arkansas (USA)",,United States,147240,168 cm / 62 kg,,,,,,,
